datetime,Year,DOY,TIME,NEE,CH4,H,LE,G,Rn,Rg,Rg_out,Rgl,Rgl_out,PPFD,WS,USt,Ta,Rh,Ts,Tw,SWC,hours,minutes
2013-02-01 17:30:00,2013.0,32.0,1730.0,-3.897019352,,-6.857174579,92.05061425,10.51498333,118.639,197.1329,42.84153,430.7433,466.3956,354.6943,3.417542,0.2246832,28.52408,67.62103765,29.72957,27.2,0.668,17.0,30.0
2013-02-01 18:00:00,2013.0,32.0,1800.0,-0.560072427,0.046362327,-15.36407831,19.40206238,7.843446667,28.70232,72.77889,15.10383,432.0278,461.0006,135.8288667,3.523506,0.1361073,27.63701,71.78809032,29.60054,26.1,0.668,18.0,0.0
2013-02-01 18:30:00,2013.0,32.0,1830.0,0.039586606,0.042194154,-16.58264361,56.89884465,5.266499333,-34.86317,11.12524,4.424933,411.6768,453.2403,23.11366377,3.252707,0.1355502,26.4891,78.3017369,29.35419,25.6,0.669,18.0,30.0
2013-02-01 19:00:00,2013.0,32.0,1900.0,,0.032541963,-18.7555318,42.99379539,2.719320667,-30.23304,0.0,0.3142192,423.2362,452.1988,0.0,3.555406,0.1619804,26.46081,74.91670182,28.88769,25.0,0.668,19.0,0.0
2013-02-01 19:30:00,2013.0,32.0,1930.0,2.481858497,0.028501096,-9.897317495,12.87069024,0.471078333,-22.50592,0.0,0.008372907,430.329,450.4364,0.0,3.611209,0.1955935,26.04666,76.22777841,28.50674,25.0,0.668,19.0,30.0
2013-02-01 20:00:00,2013.0,32.0,2000.0,,,-3.44713714,80.64855022,-1.301200333,-26.92536,0.0,0.09517756,423.0221,447.2749,0.0,2.185566,0.166192744,25.5506,79.03713254,28.24211,24.4,0.668,20.0,0.0
2013-02-01 20:30:00,2013.0,32.0,2030.0,,0.018010598,-2.477007371,-31.47398886,-2.424333167,-23.93507,0.0,0.7247807,425.5008,444.9695,0.0,1.844372,0.2155165,24.99759,82.47914712,28.08521,24.4,0.668,20.0,30.0
2013-02-01 21:00:00,2013.0,32.0,2100.0,2.495783603,0.019002939,-10.50335185,16.67321476,-3.102543,-14.07769,0.0,0.8996645,433.3871,444.4575,0.0,2.099414,0.2496895,24.66113,84.93203427,27.85831,24.4,0.667,21.0,0.0
2013-02-01 21:30:00,2013.0,32.0,2130.0,1.392920897,0.010181602,-7.310829421,22.0237826,-3.564888,-23.59204,0.0,0.8272324,423.086,443.8011,0.0,2.003081,0.2376871,24.7772,83.46262307,27.65557,24.4,0.667,21.0,30.0
2013-02-01 22:00:00,2013.0,32.0,2200.0,1.573124326,0.026600228,-10.36264837,10.33710508,-3.930933,-26.1409,0.0,0.8706109,419.2431,443.235,0.0,1.436167,0.222699,24.82668,82.54745431,27.50151,24.4,0.667,22.0,0.0
2013-02-01 22:30:00,2013.0,32.0,2230.0,,-0.002653808,-6.839420125,19.55415851,-4.197370333,-25.43339,0.0,0.4600675,419.3713,443.318,0.0,1.58031,0.2379809,24.96831,81.30569651,27.33384,24.4,0.666,22.0,30.0
2013-02-01 23:00:00,2013.0,32.0,2300.0,1.052692359,-0.003276241,-4.566243367,11.83469983,-4.458725333,-29.7086,0.0,0.2227727,414.4501,442.5207,0.0,1.873239,0.153918293,24.85404,81.78641137,27.17212,23.9,0.666,23.0,0.0
2013-02-01 23:30:00,2013.0,32.0,2330.0,,0.025033548,-5.744006935,10.79341136,-4.760563333,-27.0169,0.0,0.4110907,416.5338,442.0113,0.0,1.604369,0.2260914,24.627,83.44424797,27.13389,23.9,0.666,23.0,30.0
2013-02-01 00:00:00,2013.0,32.0,2400.0,,0.009434312,-8.400425322,24.29111408,-4.908032667,-35.47432,0.0,0.6396551,408.1715,441.5825,0.0,1.162778,0.1743289,24.83193,82.41511244,27.03206,23.9,0.665,0.0,0.0
2013-02-02 00:30:00,2013.0,33.0,30.0,2.501633121,0.022600038,-12.20515946,11.84933605,-4.982472333,-30.1088,0.0,0.4500538,413.2412,441.6148,0.0,1.655067,0.2434901,24.80332,82.19252568,26.92924,23.9,0.665,0.0,30.0
2013-02-02 01:00:00,2013.0,33.0,100.0,,0.003306911,-4.053873018,16.07480517,-5.075254333,-17.30828,0.0,0.239717,426.5532,442.919,0.0,1.729824,0.1786758,24.86439,82.00973351,26.7898,23.9,0.664,1.0,0.0
2013-02-02 01:30:00,2013.0,33.0,130.0,2.62962049,0.028511705,-9.145629956,17.07956064,-5.056153667,-36.02476,0.0,0.2122284,406.2833,440.2358,0.0,1.224902,0.1112758,24.62936,83.12130367,26.80126,23.9,0.664,1.0,30.0
2013-02-02 02:00:00,2013.0,33.0,200.0,4.128748194,0.018867483,-15.63429734,-3.005499249,-5.116748667,-38.32644,0.0,0.5794081,403.7953,439.9547,0.0,1.716094,0.184642,24.50716,84.14850255,26.72155,23.9,0.664,2.0,0.0
2013-02-02 02:30:00,2013.0,33.0,230.0,3.6189851,0.017432361,-11.46153318,5.186497178,-5.280342333,-43.68589,0.0,0.4417446,397.7223,439.0346,0.0,1.921798,0.2020759,24.28986,85.15459025,26.62828,23.9,0.663,2.0,30.0
2013-02-02 03:00:00,2013.0,33.0,300.0,4.050536221,0.018803294,-10.79008451,-1.797741254,-5.514659667,-44.21865,0.0,0.8473623,397.3056,438.9433,0.0,1.438683,0.1409377,24.34211,85.2851798,26.55353,23.9,0.663,3.0,0.0
2013-02-02 03:30:00,2013.0,33.0,330.0,,0.020925759,-13.23255752,3.107854302,-5.621838,-42.305,0.0,0.9638303,399.3631,439.1713,0.0,1.500815,0.1417757,24.44325,85.19630715,26.49877,23.9,0.663,3.0,30.0
2013-02-02 04:00:00,2013.0,33.0,400.0,3.440065474,0.034407329,-13.50657615,1.346877492,-5.620198667,-25.5416,0.0,0.506421,416.2776,440.4024,0.0,1.659388,0.1750164,24.35471,86.10859451,26.45675,23.9,0.662,4.0,0.0
2013-02-02 04:30:00,2013.0,33.0,430.0,2.223819582,0.049204859,-10.25686322,10.40877877,-5.481963333,-38.56783,0.0,0.4853517,403.9273,440.3365,0.0,1.797321,0.1473238,24.52262,85.82455486,26.42672,23.9,0.662,4.0,30.0
2013-02-02 05:00:00,2013.0,33.0,500.0,4.323855852,0.026066185,-18.30903006,6.000347555,-5.372879333,-33.43385,0.0,0.5666873,409.0933,440.6801,0.0,1.823954,0.1980333,24.48084,86.11538395,26.3811,23.9,0.662,5.0,0.0
2013-02-02 05:30:00,2013.0,33.0,530.0,0.691953965,0.006822365,-8.741486584,15.11536835,-5.245419333,-42.96512,0.0,0.6112015,399.1876,439.8052,0.0,1.791031,0.1783848,24.50804,85.22732031,26.36542,23.9,0.661,5.0,30.0
2013-02-02 06:00:00,2013.0,33.0,600.0,3.010783516,0.020910755,-10.90015642,21.06764497,-5.248088,-39.52617,0.0,0.2624573,401.5733,438.8188,0.0,1.52218,0.1322262,24.36175,85.69551124,26.35861,23.3,0.661,6.0,0.0
2013-02-02 06:30:00,2013.0,33.0,630.0,3.692881357,0.009924543,-11.20721247,2.603097265,-5.285909667,-21.94257,0.0,0.6613497,419.6856,440.3928,0.0,1.695158,0.1776255,24.34262,86.22986978,26.28741,23.9,0.661,6.0,30.0
2013-02-02 07:00:00,2013.0,33.0,700.0,1.957465738,0.017560525,-19.42282176,27.56050439,-5.149761667,-18.83737,0.0,0.5726184,421.6559,440.9923,0.0,1.516821,0.1692784,24.5009,85.64067812,26.23622,23.9,0.66,7.0,0.0
2013-02-02 07:30:00,2013.0,33.0,730.0,-1.31161751,0.038335929,-10.81368111,-10.09204589,-4.908703667,-12.5441,26.92041,5.792222,408.6192,442.2915,66.72746,2.007327,0.2088416,24.90177,83.37619103,26.20302,23.9,0.66,7.0,30.0
2013-02-02 08:00:00,2013.0,33.0,800.0,-8.334506719,0.011366976,0.467707164,16.77622583,-4.560487333,28.96032,81.56115,16.66924,410.3325,446.2641,167.0486,1.052436,0.1255068,25.54723,81.08776075,26.18871,24.4,0.66,8.0,0.0
2013-02-02 08:30:00,2013.0,33.0,830.0,-12.10210782,0.019909482,5.21324831,58.94569582,-3.731895,81.63265,149.5162,31.01824,414.0143,450.8795,295.7555,1.021369,0.1425478,25.9804,80.44872919,26.22073,25.0,0.66,8.0,30.0
2013-02-02 09:00:00,2013.0,33.0,900.0,-12.863113,0.02980857,11.26201487,63.3898863,-2.420389667,141.1273,224.8738,46.44024,418.0062,455.3125,433.3337,1.934534,0.2017606,26.47434,79.1288507,26.34924,25.6,0.66,9.0,0.0
2013-02-02 09:30:00,2013.0,33.0,930.0,-24.41046691,0.046465644,26.76466867,135.9004189,-0.601938367,194.659,290.7034,57.47604,422.2543,460.8226,555.0172,1.936112,0.156389202,27.17474,76.12306951,26.54061,26.1,0.659,9.0,30.0
2013-02-02 10:00:00,2013.0,33.0,1000.0,,,,,1.553332567,323.8083,462.4588,93.24552,420.7739,466.179,869.2941,2.719625,0.1599216,27.74272,73.60497439,26.85607,27.8,0.658,10.0,0.0
2013-02-02 10:30:00,2013.0,33.0,1030.0,-18.29573188,0.03555624,16.55250772,139.1995721,4.013874333,386.343,526.9378,101.7258,431.5011,470.3701,980.496,4.06657,0.320784,28.31846,70.81354246,27.14632,27.2,0.658,10.0,30.0
2013-02-02 11:00:00,2013.0,33.0,1100.0,-26.77332736,0.047813557,,251.9385147,6.428916667,323.0461,430.4784,83.48611,444.3856,468.3318,790.6843,3.81832,0.2304531,28.16121,71.99964543,27.55931,28.3,0.658,11.0,0.0
2013-02-02 11:30:00,2013.0,33.0,1130.0,-20.46707926,0.056991603,46.90790556,229.5246439,7.879601667,637.9682,842.7112,156.783,432.708,480.668,1561.791,4.38333,0.2895087,29.03327,69.19118421,27.66912,30.0,0.657,11.0,30.0
2013-02-02 12:00:00,2013.0,33.0,1200.0,-21.93165261,0.068147299,8.816690709,176.5880307,11.06157333,361.4736,482.2263,89.36078,444.8892,476.2811,895.0265,4.475372,0.2767166,28.98175,69.68185448,28.22372,27.2,0.657,12.0,0.0
2013-02-02 12:30:00,2013.0,33.0,1230.0,-21.78819194,0.053510428,,148.7195791,11.85143,207.8223,283.7259,54.28232,444.5313,466.1525,529.5582,4.829963,0.3029375,28.09291,73.39306689,28.5753,27.8,0.658,12.0,30.0
2013-02-02 13:00:00,2013.0,33.0,1300.0,-19.97073264,0.058874516,31.50490705,141.0932812,10.09603667,345.8783,456.0879,86.0503,445.1566,469.3158,850.6711,4.821553,0.2712047,27.89811,74.87570538,28.39315,27.8,0.658,13.0,0.0
2013-02-02 13:30:00,2013.0,33.0,1330.0,-12.24642721,0.019125824,27.49874618,104.8718478,9.931863333,270.4525,360.6918,65.17125,442.3118,467.3799,679.9746,4.717982,0.280229,27.7191,75.21714972,28.46103,27.2,0.658,13.0,30.0
2013-02-02 14:00:00,2013.0,33.0,1400.0,-10.32029198,,21.81266195,66.00637251,9.1093,130.8284,181.1349,33.59251,441.3161,458.0301,364.1252,4.06575,0.2386372,26.34541,80.40886173,28.6183,26.1,0.658,14.0,0.0
2013-02-02 14:30:00,2013.0,33.0,1430.0,-9.898344698,,22.66744987,9.979510907,6.791413333,125.3783,172.4734,32.5722,441.4915,456.0144,318.0903699,3.616797,0.2585014,25.7905,83.73623492,28.42772,26.1,0.657,14.0,30.0
2013-02-02 15:00:00,2013.0,33.0,1500.0,-2.350997404,,9.891021117,,5.223499333,160.4093,217.3389,43.46652,444.312,457.775,400.113477,2.592499,0.1688154,26.004,84.45772589,28.19967,26.1,0.657,15.0,0.0
2013-02-02 15:30:00,2013.0,33.0,1530.0,,,-14.63409145,,4.951561333,158.3743,209.0943,42.87567,450.5442,458.3885,385.0406993,1.984895,0.1656481,26.25679,82.2212022,28.18911,26.1,0.658,15.0,30.0
2013-02-02 16:00:00,2013.0,33.0,1600.0,-5.681132778,0.026030035,-3.110894875,59.09229362,4.842837667,74.23876,103.4187,23.8539,449.6224,454.9485,191.8445673,2.358679,0.150996,26.29473,80.69581263,28.11463,25.6,0.659,16.0,0.0
2013-02-02 16:30:00,2013.0,33.0,1630.0,0.401131539,0.023422303,-10.44158039,28.60973734,3.922550333,114.9332,154.115,33.26358,449.7313,455.6496,284.527543,1.970132,0.1338075,26.42892,79.13184997,27.98061,26.7,0.659,16.0,30.0
2013-02-02 17:00:00,2013.0,33.0,1700.0,-7.027279168,0.035935385,,89.13478869,3.465609,105.8311,142.4385,27.98703,447.9444,456.5647,263.2134,1.936848,0.2212866,26.99802,75.19752073,27.81697,25.0,0.659,17.0,0.0
2013-02-02 17:30:00,2013.0,33.0,1730.0,-2.229132538,0.023647455,-24.99742948,47.96212051,2.975389,48.2047,73.11972,14.11461,441.1363,451.9367,139.9917,2.761374,0.1015938,26.85744,74.03971535,27.8828,25.0,0.659,17.0,30.0
2013-02-02 18:00:00,2013.0,33.0,1800.0,0.972046914,0.029270778,-25.05178081,29.97600587,1.371587667,22.1093,47.1928,9.492066,434.8871,450.4785,91.96214,2.444204,0.1683972,26.68958,74.05670474,27.76955,24.4,0.659,18.0,0.0
2013-02-02 18:30:00,2013.0,33.0,1830.0,2.523095642,0.022528907,-26.54527467,24.89903808,-0.096673,-17.22452,12.38716,3.128755,420.6964,447.1794,28.00039,2.138196,0.09773576,26.13388,76.40006222,27.67603,23.9,0.659,18.0,30.0
2013-02-02 19:00:00,2013.0,33.0,1900.0,2.388545883,0.026173107,-16.10513133,14.71618755,-1.5016321,-42.88353,0.0,0.5320039,404.1751,444.7711,0.0,2.077476,0.1292624,25.79567,77.28490056,27.51299,23.9,0.658,19.0,0.0
2013-02-02 19:30:00,2013.0,33.0,1930.0,2.972816583,0.024479956,-17.45881787,18.00850283,-2.739327667,-47.29903,0.0,0.5828315,398.4978,443.111,0.0,1.51253,0.139742429,25.64823,77.22533849,27.34363,23.9,0.659,19.0,30.0
2013-02-02 20:00:00,2013.0,33.0,2000.0,2.355941436,0.016543351,-10.26439086,11.05229057,-3.576014333,-30.39449,0.0,0.5249323,414.916,443.4778,0.0,1.677183,0.1783021,25.39351,78.73174886,27.17791,23.9,0.658,20.0,0.0
2013-02-02 20:30:00,2013.0,33.0,2030.0,2.75539244,0.026457033,-28.40247571,23.01956734,-4.09679,-43.13774,0.0,0.3706349,400.5548,441.2556,0.0,1.011017,0.1194829,25.18273,79.72814828,27.06633,23.9,0.658,20.0,30.0
2013-02-02 21:00:00,2013.0,33.0,2100.0,2.052345318,0.00964082,-25.89549065,21.79550524,-4.520219333,-46.67958,0.0,0.7784599,397.5076,441.7072,0.0,2.349049,0.136012,25.18729,79.12159623,26.92026,23.3,0.658,21.0,0.0
2013-02-02 21:30:00,2013.0,33.0,2130.0,2.212511343,0.000404141,-24.75531413,21.19536229,-5.073548,-40.06551,0.0,0.3375168,403.7286,441.7201,0.0,2.50874,0.1697128,25.10326,79.58600516,26.78146,23.9,0.658,21.0,30.0
2013-02-02 22:00:00,2013.0,33.0,2200.0,2.501831117,0.021070819,-19.36059847,15.97676974,-5.512134,-37.70511,0.0,0.3214168,405.4061,441.1299,0.0,2.02076,0.1635637,24.98131,80.19416101,26.6844,23.3,0.657,22.0,0.0
2013-02-02 22:30:00,2013.0,33.0,2230.0,3.324492973,0.027903039,-32.75060499,16.83264853,-5.739109,-44.02848,0.0,0.2715771,398.5925,440.3845,0.0,1.842987,0.1197644,25.00753,79.66909419,26.60335,23.3,0.657,22.0,30.0
2013-02-02 23:00:00,2013.0,33.0,2300.0,2.932086786,0.013022496,-24.87516311,12.09226827,-5.935892,-54.392,0.0,0.4618595,387.9788,439.4946,0.0,2.272275,0.1739616,24.88091,80.08053628,26.52321,23.3,0.657,23.0,0.0
2013-02-02 23:30:00,2013.0,33.0,2330.0,2.919607208,0.020822814,-16.08125216,8.022382089,-6.223970333,-56.05746,0.0,0.5465978,385.2234,438.2059,0.0,1.946883,0.1342823,24.68435,80.87090794,26.43152,23.3,0.656,23.0,30.0
2013-02-02 00:00:00,2013.0,33.0,2400.0,1.363106891,-0.008365686,-11.17202753,14.15397067,-6.472758,-56.57142,0.0,0.5684663,383.1634,436.5342,0.0,1.53862,0.09565061,24.53252,80.74513428,26.3637,22.8,0.656,0.0,0.0
2013-02-03 00:30:00,2013.0,34.0,30.0,0.561123947,0.026447668,-16.22966085,22.17015413,-6.721382667,-56.97923,0.0,0.3919373,380.8297,434.6263,0.0,1.520393,0.1410722,24.16455,81.61410569,26.29193,22.8,0.656,0.0,30.0
2013-02-03 01:00:00,2013.0,34.0,100.0,2.490019361,0.019058855,-15.13204822,8.629034511,-7.045995667,-58.3643,0.0,0.9708547,380.537,435.6257,0.0,1.903648,0.2325096,24.53787,78.85685243,26.15078,22.8,0.656,1.0,0.0
2013-02-03 01:30:00,2013.0,34.0,130.0,,0.010950218,-4.717664092,10.43856828,-7.338166333,-55.02427,0.0,0.2717058,381.4355,433.553,0.0,1.705026,0.1183412,24.09307,80.32954215,26.07767,22.8,0.656,1.0,30.0
2013-02-03 02:00:00,2013.0,34.0,200.0,2.067887214,0.015284988,-10.06802753,9.431962753,-7.623765333,-52.34794,0.0,0.3595321,381.7707,431.315,0.0,1.339817,0.1032861,23.60161,81.92532847,25.99783,22.2,0.655,2.0,0.0
2013-02-03 02:30:00,2013.0,34.0,230.0,1.172756631,0.004420721,-4.12135229,16.56877555,-7.967591,-39.47796,0.0,0.7725961,394.8979,432.1804,0.0,1.573824,0.11625,23.33834,83.56685439,25.84751,22.8,0.655,2.0,30.0
2013-02-03 03:00:00,2013.0,34.0,300.0,4.978915697,0.009843687,-8.842710637,4.088021722,-8.041744333,-29.19119,0.0,0.4642425,406.8884,434.5868,0.0,1.321756,0.09083919,23.86293,81.85480623,25.67992,22.2,0.655,3.0,0.0
2013-02-03 03:30:00,2013.0,34.0,330.0,,0.018704859,-21.6864115,-6.667288594,-7.821015333,-52.004,0.0,0.8213866,382.5954,431.479,0.0,1.219854,0.1203944,23.56939,82.82360875,25.72874,22.8,0.654,3.0,30.0
2013-02-03 04:00:00,2013.0,34.0,400.0,,,-22.05772641,35.71899724,-7.936382667,-52.94482,0.0,1.081364,381.1601,430.705,0.0,0.7889904,0.1072788,23.53257,82.48522118,25.6615,22.2,0.654,4.0,0.0
2013-02-03 04:30:00,2013.0,34.0,430.0,,,-32.74905851,,-8.107522333,-37.67638,0.0,1.167995,394.9993,430.329,0.0,0.9164174,0.1322051,23.07718,83.92841246,25.5964,22.2,0.654,4.0,30.0
2013-02-03 05:00:00,2013.0,34.0,500.0,4.077852307,0.019837404,-18.00431968,1.094819727,-8.109026333,-31.20142,0.0,1.187215,404.9078,434.4454,0.0,1.33358,0.2083205,24.05756,80.56142201,25.4039,22.8,0.653,5.0,0.0
2013-02-03 05:30:00,2013.0,34.0,530.0,,0.006403754,0.046776821,23.40322899,-7.85816,-36.65705,0.0,0.2731352,399.1067,433.7885,0.0,1.423755,0.1230752,24.0585,80.78603908,25.41214,22.8,0.653,5.0,30.0
2013-02-03 06:00:00,2013.0,34.0,600.0,3.484435622,0.023966931,-9.658223243,13.60630893,-7.661845667,-20.89363,0.0,0.3044494,415.7164,435.5991,0.0,1.234831,0.1543656,24.01471,81.67589674,25.40674,22.8,0.653,6.0,0.0
2013-02-03 06:30:00,2013.0,34.0,630.0,3.994873657,0.029888493,-11.10857215,11.47654717,-7.292572667,-16.89598,0.0,0.3886727,420.9457,436.8011,0.0,0.8176439,0.1170642,24.38672,80.22909132,25.39205,22.8,0.653,6.0,30.0
2013-02-03 07:00:00,2013.0,34.0,700.0,0.645788011,0.003630938,-13.52340016,2.896805687,-6.790725,-6.207976,0.0,0.3789133,431.7641,438.1374,0.0,1.220833,0.1138918,24.40592,80.49459076,25.40053,23.3,0.652,7.0,0.0
2013-02-03 07:30:00,2013.0,34.0,730.0,-7.235371372,0.014361227,-4.084276984,21.89414242,-6.326433,-2.272883,43.19681,11.74575,404.3685,438.0924,76.87946,1.472814,0.1169358,24.2998,82.10151398,25.46988,23.3,0.652,7.0,30.0
2013-02-03 08:00:00,2013.0,34.0,800.0,-5.695314789,-0.003081117,-1.720689129,-1.491508462,-5.82709,49.16273,143.4182,36.90287,384.6553,442.008,267.0429,1.667898,0.1475935,24.88002,80.69123174,25.53635,23.9,0.652,8.0,0.0
2013-02-03 08:30:00,2013.0,34.0,830.0,,0.029605024,8.375414453,79.51734435,-4.997933667,66.86169,115.3932,24.08766,421.0924,445.5363,218.7286,1.68802,0.2081707,25.14601,79.54868732,25.58931,23.9,0.652,8.0,30.0
2013-02-03 09:00:00,2013.0,34.0,900.0,-10.64013189,0.029070847,4.511283534,43.8050114,-3.935009667,170.3099,240.0098,52.22869,430.1117,447.5829,441.5604164,2.350181,0.1109393,24.67679,83.21872092,25.81393,25.6,0.651,9.0,0.0
2013-02-03 09:30:00,2013.0,34.0,930.0,,,,,-2.235278667,119.9544,166.5496,32.29887,435.2707,449.567,307.2604787,2.189147,0.09951831,25.19225,81.62775363,25.86503,24.4,0.651,9.0,30.0
2013-02-03 10:00:00,2013.0,34.0,1000.0,-8.712262424,,25.09493262,73.73612357,-0.583897667,191.3939,279.0021,53.94545,419.3536,453.0164,511.1751,2.17033,0.1298211,25.57559,80.15020486,26.17877,25.6,0.651,10.0,0.0
2013-02-03 10:30:00,2013.0,34.0,1030.0,,0.05834924,,152.2065979,0.9938038,172.1631,242.372,46.59219,430.4666,454.0833,445.8789904,3.450149,0.2359603,25.97389,78.32747943,26.49554,23.9,0.651,10.0,30.0
2013-02-03 11:00:00,2013.0,34.0,1100.0,-19.61930283,0.036916918,40.26546532,298.0977589,2.094625933,402.7032,538.998,105.1233,428.9323,460.1038,988.1706436,1.656267,0.233812,25.59918,81.07340603,26.74009,27.8,0.651,11.0,0.0
2013-02-03 11:30:00,2013.0,34.0,1130.0,-17.0704749,0.056652104,,265.7562641,4.631305333,548.4316,756.3475,140.4784,401.4056,468.8431,1392.848,3.626762,0.1974524,27.47053,69.93685905,26.84693,26.7,0.651,11.0,30.0
2013-02-03 12:00:00,2013.0,34.0,1200.0,-21.3801824,0.055397288,49.9232135,300.3017968,8.050965,376.7815,506.6228,93.18871,427.9024,464.555,931.4211,3.745717,0.2531182,27.49007,68.19660626,27.37135,26.1,0.651,12.0,0.0
2013-02-03 12:30:00,2013.0,34.0,1230.0,-21.91948868,0.060224147,68.87228748,380.5014571,9.09214,594.208,801.7584,138.8512,403.5138,472.213,1471.911,3.843568,0.2160785,27.61765,69.14391077,27.67183,27.8,0.651,12.0,30.0
2013-02-03 13:00:00,2013.0,34.0,1300.0,-22.75360869,0.063009569,65.81143465,394.4085092,10.09894,668.1413,898.7101,151.3701,397.1914,476.39,1651.016,4.775707,0.3273592,28.32821,66.36231225,27.95616,29.4,0.651,13.0,0.0
2013-02-03 13:30:00,2013.0,34.0,1330.0,-20.09312073,0.082110949,50.40916714,368.3001355,11.16702333,682.8519,917.6107,155.0226,398.2245,477.9606,1677.625,5.02096,0.3497488,28.48054,64.47381186,28.27753,30.6,0.652,13.0,30.0
2013-02-03 14:00:00,2013.0,34.0,1400.0,-24.98012129,0.086277941,,384.8606836,12.00988,513.0124,695.5131,122.2137,413.2823,473.5693,1271.071,5.434697,0.3277704,28.34556,64.8157212,28.63028,28.9,0.652,14.0,0.0
2013-02-03 14:30:00,2013.0,34.0,1430.0,-20.34273814,0.071319777,53.70817683,338.2980629,12.22266333,619.4761,833.5302,147.8113,408.2711,474.5139,1512.012,5.294703,0.3974528,28.13311,65.33524115,28.87144,30.0,0.652,14.0,30.0
2013-02-03 15:00:00,2013.0,34.0,1500.0,-21.16288497,0.087964359,37.5521633,398.8838195,12.63097667,537.5216,749.2753,132.4895,394.3516,473.6158,1366.58,4.725369,0.2841331,28.1097,64.61463265,29.15729,30.0,0.652,15.0,0.0
2013-02-03 15:30:00,2013.0,34.0,1530.0,-17.45882083,0.083852766,26.45227179,332.7099858,12.69668,471.9548,677.7583,125.4561,389.9856,470.3329,1234.71,4.841383,0.2740357,28.40083,60.14525327,29.29222,30.0,0.652,15.0,30.0
2013-02-03 16:00:00,2013.0,34.0,1600.0,-12.84506871,0.052459022,6.382091976,232.5246252,10.97621333,367.3151,546.5712,107.0122,395.0643,467.3082,1000.635,5.217216,0.2949469,28.29445,60.80222134,29.39825,27.2,0.652,16.0,0.0
2013-02-03 16:30:00,2013.0,34.0,1630.0,-5.237408457,0.043477576,,113.9188184,8.324593333,266.3279,394.2502,82.8082,416.5612,461.6754,703.5549,4.946918,0.2161445,27.70887,63.2829487,29.28903,27.2,0.653,16.0,30.0
2013-02-03 17:00:00,2013.0,34.0,1700.0,-4.795669437,,-1.68733676,,5.137755,92.77015,160.5317,31.4332,419.4031,455.7314,287.7077,3.882967,0.232900603,27.15169,66.8500001,29.03148,25.6,0.653,17.0,0.0
2013-02-03 17:30:00,2013.0,34.0,1730.0,1.576042385,0.044068389,-12.22917089,70.00965768,2.366668,31.52094,61.20306,14.33165,432.4421,447.7925,114.6659343,4.72789,0.266106077,25.47218,73.0082099,28.74696,23.3,0.653,17.0,30.0
2013-02-03 18:00:00,2013.0,34.0,1800.0,0.493869696,0.03017046,-6.029891374,27.35913379,-0.961112,4.726405,24.65836,6.768477,426.671,439.8345,57.54101,2.557147,0.180795877,24.08671,76.81848116,28.30363,23.9,0.653,18.0,0.0
2013-02-03 18:30:00,2013.0,34.0,1830.0,2.513332843,0.029549621,-6.901126446,9.43647957,-3.529839667,-37.13903,10.23629,2.647878,392.4615,437.189,25.08401,1.362595,0.1831267,24.16898,76.71431395,27.84219,23.3,0.653,18.0,30.0
2013-02-03 19:00:00,2013.0,34.0,1900.0,4.910766666,0.036533394,-17.28636195,12.53421723,-5.001786,-62.78011,0.0,1.300498,373.924,433.1252,0.0,0.8844397,0.0958311,23.90679,77.71121399,27.5825,22.8,0.652,19.0,0.0
2013-02-03 19:30:00,2013.0,34.0,1930.0,1.65803383,0.004620598,-17.99096573,17.92867205,-6.24668,-50.96256,0.0,1.259197,385.941,433.8799,0.0,1.255663,0.1656236,24.00212,77.881486,27.22361,23.3,0.652,19.0,30.0
2013-02-03 20:00:00,2013.0,34.0,2000.0,5.527988771,0.040890203,-24.75541732,34.84691554,-7.055517,-61.52771,0.0,1.323081,376.2208,434.2265,0.0,1.606071,0.1751517,24.09737,77.7817408,26.96594,22.8,0.652,20.0,0.0
2013-02-03 20:30:00,2013.0,34.0,2030.0,4.507824269,0.036648993,-25.32624269,28.86166223,-7.626768667,-35.05441,0.0,0.5855917,403.2473,436.2204,0.0,1.921762,0.2014008,24.30857,77.55809236,26.76536,22.8,0.65,20.0,30.0
2013-02-03 21:00:00,2013.0,34.0,2100.0,5.041132658,0.032011654,-13.51849062,7.682063216,-7.859421,-57.85241,0.0,0.3723458,379.9008,434.311,0.0,1.550901,0.1703367,24.18987,78.78803138,26.56005,22.8,0.649,21.0,0.0
2013-02-03 21:30:00,2013.0,34.0,2130.0,0.743134913,0.021577212,-9.032728279,13.66128528,-8.016335333,-58.47206,0.0,0.9443983,377.2508,432.2975,0.0,0.9643341,0.09751949,23.98647,79.90326736,26.51289,22.8,0.65,21.0,30.0
2013-02-03 22:00:00,2013.0,34.0,2200.0,3.087295854,0.024518439,-16.1053525,14.25458908,-8.200461333,-61.98186,0.0,1.084392,373.3888,431.8129,0.0,1.258884,0.0892946,24.09685,77.80275862,26.35975,22.2,0.649,22.0,0.0
2013-02-03 22:30:00,2013.0,34.0,2230.0,1.739555285,0.02226809,-16.68896471,21.92709694,-8.504871,-53.12163,0.0,0.5716572,381.4719,431.6813,0.0,1.554238,0.1344771,23.86316,78.1520662,26.21911,22.2,0.649,22.0,30.0
2013-02-03 23:00:00,2013.0,34.0,2300.0,4.352829371,0.027019544,-26.05798369,26.96385368,-8.771573333,-48.49865,0.0,0.6694689,387.2062,433.0439,0.0,1.966438,0.162504,23.86147,79.20167043,26.08509,22.2,0.648,23.0,0.0
