datetime,Year,DOY,TIME,NEE,CH4,H,LE,G,Rn,Rg,Rg_out,Rgl,Rgl_out,PPFD,WS,USt,Ta,Rh,Ts,Tw,SWC,hours,minutes
2013-01-01 11:30:00,2013.0,1.0,1130.0,-4.217235653,0.020163088,76.56997328,226.2072071,23.73364667,417.1261558,536.0931,,,,1075.423,4.200529,0.19342,27.07239,74.02004321,27.62965,27.49808383,0.591,11.0,30.0
2013-01-01 12:00:00,2013.0,1.0,1200.0,-3.389034534,,42.71983519,,26.47134,517.2847752,658.5364,,,,1340.884,4.399803,0.2406442,27.73826,73.01269146,28.28648,28.29035218,0.589,12.0,0.0
2013-01-01 12:30:00,2013.0,1.0,1230.0,-0.822183951,,39.78983738,163.2188408,26.79639333,272.6616298,359.4861,,,,709.0678045,4.193707,0.2429826,26.4496,78.17580277,28.62843,28.70281227,0.592,12.0,30.0
2013-01-01 13:00:00,2013.0,1.0,1300.0,-4.278391064,0.025565455,52.58116574,197.5631152,22.13509,336.5536466,437.5937,,,,862.728886,2.784139,0.1940467,26.29926,81.56503977,28.48464,28.52937277,0.595,13.0,0.0
2013-01-01 13:30:00,2013.0,1.0,1330.0,,,32.24196881,216.7668381,23.44383667,338.8343124,440.3818,,,,898.4072,3.007727,0.1141872,27.25897,75.90723578,28.57496,28.63831675,0.593,13.0,30.0
2013-01-01 14:00:00,2013.0,1.0,1400.0,-2.099539931,0.052248499,,277.9491582,23.03572,298.226911,390.7395,,,,770.5526184,5.000608,0.1913735,27.56114,72.41860619,28.65002,28.72885412,0.592,14.0,0.0
2013-01-01 14:30:00,2013.0,1.0,1430.0,-0.586740297,0.086614449,47.23934636,,20.27125,576.3670338,730.7641,,,,1386.562,4.969289,0.204573,27.93413,70.90939627,28.58441,28.64971534,0.591,14.0,30.0
2013-01-01 15:00:00,2013.0,1.0,1500.0,-1.400976892,0.048196607,47.92174353,190.6005216,21.99888333,253.9732746,336.6397,,,,612.7073,5.71173,0.2943781,27.69437,70.57365278,28.50493,28.55384657,0.59,15.0,0.0
2013-01-01 15:30:00,2013.0,1.0,1530.0,-0.453643097,0.087851166,39.73030706,188.2142732,15.50662,341.8344092,444.0494,,,,872.7208,5.241597,0.2454737,27.75492,70.93863848,28.29788,28.30410286,0.588,15.0,30.0
2013-01-01 16:00:00,2013.0,1.0,1600.0,-0.16574601,0.037709212,25.02833538,103.0679846,11.08275,244.4562536,325.0052,,,,639.3271,5.750548,0.2689121,27.34788,72.08527184,28.06498,28.02317888,0.587,16.0,0.0
2013-01-01 16:30:00,2013.0,1.0,1630.0,0.883782288,0.095833208,22.31030439,141.1956303,6.7602,181.8224026,248.4357,,,,494.579,4.640008,0.1619157,26.82536,74.11327884,28.23346,28.22639945,0.586,16.0,30.0
2013-01-01 17:00:00,2013.0,1.0,1700.0,,0.080606606,-2.976612191,91.23970341,2.775628667,198.1836296,268.4372,,,,507.2729,4.488042,0.2375325,27.39605,70.91473362,27.77035,27.66779617,0.585,17.0,0.0
2013-01-01 17:30:00,2013.0,1.0,1730.0,,0.03512886,-8.833810743,47.75059641,-1.067499333,29.94338554,62.76453,,,,137.117,4.482402,0.2216333,26.88453,71.90243032,27.41243,27.23607307,0.585,17.0,30.0
2013-01-01 18:00:00,2013.0,1.0,1800.0,,0.008492297,-14.55276117,32.16743872,-4.929504933,-3.08933586,22.38223,,,,52.94274,3.469709,0.1268711,26.40563,73.87384006,27.08062,26.83584384,0.585,18.0,0.0
2013-01-01 18:30:00,2013.0,1.0,1830.0,,0.002288239,-13.85652774,22.94051817,-7.638222333,-19.612288,2.183022,,,,1.645156,3.460824,0.1524242,25.90965,75.9378635,26.49552,26.13009622,0.585,18.0,30.0
2013-01-01 19:00:00,2013.0,1.0,1900.0,2.88146294,0.00522442,-12.27511256,19.1705194,-9.808162333,-21.398,0.0,,,,0.0,3.460743,0.1338384,25.47118,78.32487251,26.03903,25.57947799,0.584,19.0,0.0
2013-01-01 19:30:00,2013.0,1.0,1930.0,1.098563844,-0.004724373,-6.39357677,9.539599513,-11.08578667,-21.398,0.0,,,,0.0,3.179457,0.1212335,25.22575,79.58861651,25.67729,25.1431472,0.584,19.0,30.0
2013-01-01 20:00:00,2013.0,1.0,2000.0,4.375129402,-0.000720681,-10.70152081,8.533825759,-11.75363333,-21.398,0.0,,,,0.0,1.9229,0.1151933,24.85434,81.96553054,25.43632,24.85248918,0.584,20.0,0.0
2013-01-01 20:30:00,2013.0,1.0,2030.0,2.853659671,0.00452219,-8.032799411,7.63905153,-12.05312,-21.398,0.0,,,,0.0,1.871421,0.1425512,24.59338,83.07577137,25.2071,24.57600402,0.583,20.0,30.0
2013-01-01 21:00:00,2013.0,1.0,2100.0,2.683515003,0.000639636,-7.476626491,7.57335164,-12.21489,-21.398,0.0,,,,0.0,2.120654,0.1414651,24.48562,83.51444232,24.98406,24.30697317,0.583,21.0,0.0
2013-01-01 21:30:00,2013.0,1.0,2130.0,2.240751259,0.001578182,-8.64135431,6.191066098,-12.26063,-21.398,0.0,,,,0.0,2.170246,0.1589241,24.28312,84.66824645,24.8075,24.0940065,0.583,21.0,30.0
2013-01-01 22:00:00,2013.0,1.0,2200.0,4.411271163,0.003900357,-13.61346147,4.100215017,-12.14848,-21.398,0.0,,,,0.0,2.309742,0.1498979,24.5121,83.64966493,24.67326,23.93208621,0.582,22.0,0.0
2013-01-01 22:30:00,2013.0,1.0,2230.0,2.151000097,0.000941184,-11.71186746,8.822415167,-12.21837,-21.398,0.0,,,,0.0,1.794741,0.1213265,24.47668,83.77064174,24.57206,23.81001877,0.582,22.0,30.0
2013-01-01 23:00:00,2013.0,1.0,2300.0,1.782522063,0.004180943,-7.83268177,6.509878647,-12.08363667,-21.398,0.0,,,,0.0,2.225205,0.1295244,24.84441,81.85719357,24.47372,23.69140106,0.582,23.0,0.0
2013-01-01 23:30:00,2013.0,1.0,2330.0,4.693638048,0.004667752,-13.32419259,3.290377688,-11.61207,-21.398,0.0,,,,0.0,1.790568,0.1005998,24.78686,81.96053109,24.44001,23.65074006,0.581,23.0,30.0
2013-01-01 00:00:00,2013.0,1.0,2400.0,,,,,-11.73578,-21.398,0.0,,,,0.0,1.645533,0.1330163,24.37074,83.60146993,24.35975,23.55393045,0.581,0.0,0.0
2013-01-02 00:30:00,2013.0,2.0,30.0,,,-1.252268104,-4.933983171,-11.70896333,-21.398,0.0,,,,0.0,1.51735,0.1110899,24.12381,85.19701542,24.32028,23.50632174,0.582,0.0,30.0
2013-01-02 01:00:00,2013.0,2.0,100.0,1.997104713,,-5.498437259,14.20724441,-10.38865,-21.398,0.0,,,,0.0,2.579119,0.1420486,24.13732,84.74997665,24.35935,23.55344797,0.582,1.0,0.0
2013-01-02 01:30:00,2013.0,2.0,130.0,,0.00855969,-11.80938065,16.40118153,-9.450063333,-21.398,0.0,,,,0.0,1.309047,0.06681819,23.65998,85.39242686,24.40906,23.61340817,0.586,1.0,30.0
2013-01-02 02:00:00,2013.0,2.0,200.0,,0.012285628,-11.43636207,14.31704713,-9.21244,-21.398,0.0,,,,0.0,1.30757,0.1468177,23.77558,85.09904418,24.37062,23.56704184,0.584,2.0,0.0
2013-01-02 02:30:00,2013.0,2.0,230.0,4.236065332,0.018693718,-11.25949776,26.79318061,-9.466596667,-21.398,0.0,,,,0.0,1.007988,0.1303334,24.29491,81.74349096,24.23172,23.39950066,0.584,2.0,30.0
2013-01-02 03:00:00,2013.0,2.0,300.0,,,-3.815362238,-5.562712591,-10.5011,-21.398,0.0,,,,0.0,1.020648,0.1157097,24.1328,83.23972736,24.10366,23.24503469,0.584,3.0,0.0
2013-01-02 03:30:00,2013.0,2.0,330.0,,-0.00148854,-2.962335748,,-10.53125,-21.398,0.0,,,,0.0,0.686358,0.08785912,24.23963,82.49345255,24.01453,23.13752609,0.584,3.0,30.0
2013-01-02 04:00:00,2013.0,2.0,400.0,3.519282141,0.008043728,-9.248137164,0.61477761,-10.89175,-21.398,0.0,,,,0.0,1.306374,0.1535748,23.76688,83.88576337,23.96367,23.07617875,0.583,4.0,0.0
2013-01-02 04:30:00,2013.0,2.0,430.0,1.82088747,0.011886968,-7.004804904,2.982449334,-11.77851667,-21.398,0.0,,,,0.0,1.803301,0.1029116,23.45023,85.95324216,23.75704,22.82694165,0.583,4.0,30.0
2013-01-02 05:00:00,2013.0,2.0,500.0,2.256571398,7.7e-05,-7.83294928,0.600422123,-12.23041667,-21.398,0.0,,,,0.0,1.782284,0.1063518,23.48864,86.77629428,23.64332,22.68977258,0.583,5.0,0.0
2013-01-02 05:30:00,2013.0,2.0,530.0,3.042266113,0.00404356,-9.668940677,-2.889219141,-12.23437,-21.398,0.0,,,,0.0,1.978503,0.1233952,23.55733,86.85315667,23.56275,22.59258905,0.583,5.0,30.0
2013-01-02 06:00:00,2013.0,2.0,600.0,2.517389262,0.002014547,-8.038754675,-2.316710485,-12.17684,-21.398,0.0,,,,0.0,1.959811,0.1126645,23.34624,87.18060447,23.50331,22.52089252,0.582,6.0,0.0
2013-01-02 06:30:00,2013.0,2.0,630.0,3.358431551,0.002772028,-10.87390733,2.898028267,-12.34787667,-21.398,0.0,,,,0.0,1.917619,0.1064555,23.13861,87.74246368,23.42674,22.42853379,0.582,6.0,30.0
2013-01-02 07:00:00,2013.0,2.0,700.0,0.662884269,0.004560552,-6.178722661,6.751974838,-12.35270667,-18.47812528,3.569529,,,,4.718338,1.702559,0.09988637,23.33157,87.68011821,23.35614,22.34337607,0.582,7.0,0.0
2013-01-02 07:30:00,2013.0,2.0,730.0,-0.32245236,0.003216515,-3.13691775,22.08856988,-11.66430667,17.3646069,47.38705,,,,60.91123,2.194542,0.1291194,23.68873,86.26377411,23.40025,22.39658155,0.581,7.0,30.0
2013-01-02 08:00:00,2013.0,2.0,800.0,-1.604003695,-0.00248643,5.949034781,35.37625181,-9.572403333,105.6102424,155.2668,,,,307.3071756,2.275892,0.1714085,24.63477,82.62753491,23.81059,22.89153366,0.581,8.0,0.0
2013-01-02 08:30:00,2013.0,2.0,830.0,-2.892875688,,24.00565479,67.82656868,-5.758654667,182.1585188,248.8466,,,,460.8809,2.34827,0.1381542,25.30653,81.59018356,24.80518,24.09120812,0.58,8.0,30.0
2013-01-02 09:00:00,2013.0,2.0,900.0,-2.815292479,0.003573772,29.92003223,125.7390663,1.192851,270.3444812,356.6534,,,,699.6813,3.129659,0.1784648,26.12087,77.17040121,26.15724,25.72206289,0.58,9.0,0.0
2013-01-02 09:30:00,2013.0,2.0,930.0,-3.241809057,0.015400999,39.10625163,149.0303838,9.730228333,347.6562788,451.1666,,,,891.1321,3.070587,0.160741,26.87888,74.52721616,27.31357,27.11682813,0.58,9.0,30.0
2013-01-02 10:00:00,2013.0,2.0,1000.0,-4.254592899,,65.62542695,237.3565415,17.29216333,436.5471118,559.8351,,,,1102.913,3.143067,0.09301712,27.4413,72.22446623,28.41965,28.45098183,0.579,10.0,0.0
2013-01-02 10:30:00,2013.0,2.0,1030.0,-1.744736049,0.042423029,60.72009224,232.5775176,24.37111667,480.6782936,613.7852,,,,1211.49,3.688393,0.1603466,28.14804,69.15673954,29.36575,29.59216765,0.579,10.0,30.0
2013-01-02 11:00:00,2013.0,2.0,1100.0,-3.18154017,0.038596724,78.13529848,277.8826472,28.97517333,473.094043,604.5135,,,,1187.861,4.487089,0.2300865,28.47737,66.46553583,29.55873,29.82494013,0.578,11.0,0.0
2013-01-02 11:30:00,2013.0,2.0,1130.0,-1.246178382,0.084817312,95.71009516,340.4275253,29.75481,571.1066394,724.3333,,,,1411.388,4.681698,0.1784893,28.93038,65.23385,29.8576,30.18543712,0.577,11.0,30.0
2013-01-02 12:00:00,2013.0,2.0,1200.0,-2.684697293,0.057253936,94.37998855,326.9061275,31.94355667,632.0756968,798.8676,,,,1547.023,4.99361,0.2295901,29.14451,63.71732737,30.06039,30.43004242,0.574,12.0,0.0
2013-01-02 12:30:00,2013.0,2.0,1230.0,-1.626403885,0.055268605,84.84576361,301.4116316,32.54766667,603.169131,763.5295,,,,1481.95,4.906046,0.2512482,29.08206,64.15553858,30.4814,30.93786468,0.572,12.0,30.0
2013-01-02 13:00:00,2013.0,2.0,1300.0,-2.258004534,0.046383505,80.47312214,353.0010527,30.10689667,550.8410166,699.5587,,,,1355.003,5.422353,0.2715556,29.24293,62.89890117,30.35632,30.78699318,0.57,13.0,0.0
2013-01-02 13:30:00,2013.0,2.0,1330.0,-1.300869975,0.055653538,85.34824861,315.9842413,22.65566,585.1973438,741.5591,,,,1439.08,5.328644,0.263637,29.60942,59.26671115,30.25134,30.66036631,0.569,13.0,30.0
2013-01-02 14:00:00,2013.0,2.0,1400.0,-0.828036845,0.031828528,75.92430383,283.4877187,23.06939667,584.0240046,740.1247,,,,1434.19,5.54889,0.2793917,29.77201,59.12772858,30.03275,30.39670305,0.567,14.0,0.0
2013-01-02 14:30:00,2013.0,2.0,1430.0,-0.136543027,0.033215863,66.0255016,278.24052,22.91811667,418.2752822,537.4979,,,,1068.712,6.083604,0.2473516,29.28379,61.86913347,29.41499,29.65156094,0.566,14.0,30.0
2013-01-02 15:00:00,2013.0,2.0,1500.0,-0.760158037,0.016545356,46.43213667,219.710977,18.25691,432.9897934,555.4863,,,,1106.235,6.336619,0.3042506,29.22723,60.35973942,28.89721,29.0270147,0.565,15.0,0.0
2013-01-02 15:30:00,2013.0,2.0,1530.0,,0.020730942,22.41770472,188.115364,13.99282667,350.5733486,454.7327,,,,901.8654,5.459972,0.2775519,29.21098,59.2132802,28.6417,28.71881854,0.563,15.0,30.0
2013-01-02 16:00:00,2013.0,2.0,1600.0,0.994634416,0.003801472,16.53650917,146.9209315,8.516013333,175.1816332,240.3174,,,,460.994,5.328361,0.2063398,28.57406,61.03522965,27.91504,27.84232125,0.563,16.0,0.0
2013-01-02 16:30:00,2013.0,2.0,1630.0,0.799428374,0.037326133,5.899314706,85.17975289,2.092754667,85.0170924,130.0918,,,,264.4362,4.928946,0.2588817,27.44409,65.73979095,27.02757,26.77185493,0.562,16.0,30.0
2013-01-02 17:00:00,2013.0,2.0,1700.0,1.175621651,0.007716194,1.850902585,83.95315476,-2.087901667,59.86462308,99.34306,,,,200.5973,3.646206,0.1179098,27.40576,68.16410698,26.89307,26.60962103,0.562,17.0,0.0
2013-01-02 17:30:00,2013.0,2.0,1730.0,1.872200259,0.010964186,-4.487566744,47.08154541,-3.611571663,33.68144922,67.33429,,,,142.5348,4.510104,0.212843536,27.30483,68.855414,26.44309,26.06685516,0.561,17.0,30.0
2013-01-02 18:00:00,2013.0,2.0,1800.0,1.508703215,0.001151044,-4.097308321,31.61518729,-5.740163333,0.3638266,26.6037,,,,56.52556,3.840194,0.1526959,27.10591,69.68515339,26.12555,25.68383841,0.561,18.0,0.0
2013-01-02 18:30:00,2013.0,2.0,1830.0,1.837965823,0.009564173,-4.880845852,33.1886811,-7.226052667,-20.24122039,1.414156,,,,3.941548,2.600921,0.08335066,26.81268,73.1597299,26.16668,25.73344942,0.56,18.0,30.0
2013-01-02 19:00:00,2013.0,2.0,1900.0,,,-3.684363156,65.73275604,-7.421093,-21.398,0.0,,,,0.0,2.359748,0.05625936,26.81744,73.66241711,26.16196,25.72775615,0.559,19.0,0.0
2013-01-02 19:30:00,2013.0,2.0,1930.0,1.685549825,-0.001559246,-6.065041826,34.0905358,-7.253963667,-21.398,0.0,,,,0.0,3.777429,0.1250946,26.5307,74.34614836,25.69412,25.16344754,0.559,19.0,30.0
2013-01-02 20:00:00,2013.0,2.0,2000.0,1.46721791,0.002908747,-7.533006292,24.33542385,-7.866059333,-21.398,0.0,,,,0.0,2.984653,0.13628,25.81563,76.18451095,25.49966,24.92888989,0.559,20.0,0.0
2013-01-02 20:30:00,2013.0,2.0,2030.0,1.929902511,0.006788799,-8.203040758,21.32918744,-9.062416333,-21.398,0.0,,,,0.0,2.515816,0.06195846,25.81566,74.2430127,25.32766,24.72142349,0.558,20.0,30.0
2013-01-02 21:00:00,2013.0,2.0,2100.0,2.95469054,0.012678971,-12.97537452,18.32114514,-10.36335333,-21.398,0.0,,,,0.0,2.10533,0.08257063,25.84881,75.36312262,25.17519,24.53751418,0.558,21.0,0.0
2013-01-02 21:30:00,2013.0,2.0,2130.0,1.964095089,0.003154265,-11.06585802,14.67829832,-10.40773333,-21.398,0.0,,,,0.0,2.76887,0.112513,25.86106,76.70148917,24.92921,24.2408131,0.557,21.0,30.0
2013-01-02 22:00:00,2013.0,2.0,2200.0,1.546876185,-0.001686704,-6.835066865,7.881902422,-10.52015333,-21.398,0.0,,,,0.0,2.370189,0.09098689,25.79774,77.45194838,24.88218,24.18408552,0.557,22.0,0.0
2013-01-02 22:30:00,2013.0,2.0,2230.0,3.07356014,0.025310578,-11.07350568,29.13967654,-10.17854,-21.398,0.0,,,,0.0,2.047312,0.1422742,25.79237,78.2725348,24.99326,24.31807021,0.556,22.0,30.0
2013-01-02 23:00:00,2013.0,2.0,2300.0,0.469049297,-0.005068614,-5.828912553,9.565002807,-9.589796667,-21.398,0.0,,,,0.0,2.870718,0.157104412,25.69487,76.35607718,24.75394,24.02940243,0.556,23.0,0.0
2013-01-02 23:30:00,2013.0,2.0,2330.0,2.513796038,0.000853448,-8.095596505,18.46757006,-10.25070333,-21.398,0.0,,,,0.0,2.077413,0.1500208,25.45469,77.54613516,24.76469,24.04236908,0.555,23.0,30.0
2013-01-02 00:00:00,2013.0,2.0,2400.0,0.917225725,0.001414015,-3.871119221,10.42348411,-9.77618,-21.398,0.0,,,,0.0,2.359161,0.157194,25.42471,78.34728728,24.65191,23.90633384,0.555,0.0,0.0
2013-01-03 00:30:00,2013.0,3.0,30.0,1.01503735,0.000315854,-8.502545448,27.0528595,-8.670476667,-21.398,0.0,,,,0.0,1.831304,0.1261828,25.70607,77.33594658,24.76271,24.0399808,0.555,0.0,30.0
2013-01-03 01:00:00,2013.0,3.0,100.0,3.224677979,,-10.1178431,22.00137301,-7.69063,-21.398,0.0,,,,0.0,1.443439,0.108576926,25.73845,77.79333947,24.9086,24.21595332,0.555,1.0,0.0
2013-01-03 01:30:00,2013.0,3.0,130.0,1.106074676,,-7.080162884,13.52202546,-6.931542,-21.398,0.0,,,,0.0,2.094993,0.1057822,25.65471,79.36988788,24.95408,24.2708113,0.554,1.0,30.0
2013-01-03 02:00:00,2013.0,3.0,200.0,1.432065135,-0.001615265,-5.392251352,12.62962282,-6.530883333,-21.398,0.0,,,,0.0,2.213895,0.1186888,25.4807,81.10190949,25.01189,24.34054172,0.554,2.0,0.0
2013-01-03 02:30:00,2013.0,3.0,230.0,0.932685607,,-7.912515576,28.46973792,-6.386631333,-21.398,0.0,,,,0.0,2.476342,0.1159493,25.21328,82.71204199,24.93915,24.25280273,0.554,2.0,30.0
2013-01-03 03:00:00,2013.0,3.0,300.0,,,-5.867800562,31.35726696,-6.635141333,-21.398,0.0,,,,0.0,2.770057,0.07809865,25.08224,83.19564881,24.83593,24.12829877,0.555,3.0,0.0
2013-01-03 03:30:00,2013.0,3.0,330.0,1.355273379,-0.002869123,-4.056678864,12.98833452,-6.605776333,-21.398,0.0,,,,0.0,1.778762,0.1644387,24.73708,85.81009529,25.02612,24.35770594,0.556,3.0,30.0
2013-01-03 04:00:00,2013.0,3.0,400.0,3.375088024,-0.000485478,-6.499005037,-3.522145101,-6.305763667,-21.398,0.0,,,,0.0,1.352952,0.1610258,24.70062,87.09911454,24.80058,24.0856596,0.555,4.0,0.0
2013-01-03 04:30:00,2013.0,3.0,430.0,,0.012280915,-5.772688222,,-5.835958,-21.398,0.0,,,,0.0,1.911978,0.1500201,25.0224,84.90246546,24.71143,23.97812687,0.555,4.0,30.0
2013-01-03 05:00:00,2013.0,3.0,500.0,0.498878389,,-5.856695463,18.44864318,-5.430341667,-21.398,0.0,,,,0.0,1.924338,0.1465434,25.40985,82.43118412,24.6869,23.94853878,0.555,5.0,0.0
2013-01-03 05:30:00,2013.0,3.0,530.0,,,,,-5.067924,-21.398,0.0,,,,0.0,1.53893,0.1520065,25.26577,83.87348709,24.85146,24.14703105,0.555,5.0,30.0
2013-01-03 06:00:00,2013.0,3.0,600.0,1.937381825,,-12.13824237,24.5564723,-4.808467,-21.398,0.0,,,,0.0,1.513801,0.110969234,25.40516,82.74051985,24.81306,24.10071297,0.555,6.0,0.0
2013-01-03 06:30:00,2013.0,3.0,630.0,,0.008575353,-6.323551298,8.635838351,-4.654752,-21.398,0.0,,,,0.0,2.937325,0.1422487,25.09669,84.55215012,24.79553,24.07956829,0.557,6.0,30.0
2013-01-03 07:00:00,2013.0,3.0,700.0,2.906259866,-0.008606006,-12.85632498,19.08304383,-5.18035,-21.398,0.0,,,,0.0,3.032131,0.1449523,25.21329,83.1536982,24.65584,23.91107421,0.557,7.0,0.0
2013-01-03 07:30:00,2013.0,3.0,730.0,0.95610491,0.011591179,-6.71352679,20.35532005,-5.299042333,-7.3606701,17.16055,,,,40.77421,2.330936,0.1497957,25.67458,80.88302697,24.62908,23.8787963,0.557,7.0,30.0
2013-01-03 08:00:00,2013.0,3.0,800.0,0.849785744,0.01774311,-7.37027686,21.92477542,-4.463464333,24.3614926,55.9407,,,,110.6144,2.557104,0.1008632,25.63353,81.44213834,24.7734,24.05287508,0.556,8.0,0.0
2013-01-03 08:30:00,2013.0,3.0,830.0,-0.30271364,-0.010844557,-0.729058725,47.3651464,-2.891272667,47.89576978,84.71121,,,,168.1282,2.499104,0.1474872,26.03556,79.55051769,24.93025,24.24206755,0.556,8.0,30.0
2013-01-03 09:00:00,2013.0,3.0,900.0,,,11.0428195,27.60774367,-0.387430667,100.4471082,148.9549,,,,304.6509,3.439145,0.17643093,26.14434,79.99128451,25.27387,24.65654199,0.556,9.0,0.0
2013-01-03 09:30:00,2013.0,3.0,930.0,-1.879059857,,11.41771789,73.03552029,3.471495033,160.5758342,222.4619,,,,439.5000959,3.510263,0.178848942,26.28476,81.4329525,25.81485,25.30907207,0.557,9.0,30.0
2013-01-03 10:00:00,2013.0,3.0,1000.0,,0.03013666,29.0650638,86.30506935,6.887766,216.8950524,291.3118,,,,574.9485041,3.572682,0.1237848,26.17436,82.7511599,26.16016,25.72558499,0.556,10.0,0.0
2013-01-03 10:30:00,2013.0,3.0,1030.0,,,26.54040408,136.0526804,11.60717767,238.5478396,317.7822,,,,652.0322,3.905652,0.1864094,27.17093,78.15772495,26.67858,26.3509032,0.557,10.0,30.0
