HOR.VER,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation
103.100,0.00,0.00,1.60,0.00,0.00,0.00,45.998322,-89.704766,502.00
