startDateTime,endDateTime,buoyWindSpeedMean,buoyWindSpeedMinimum,buoyWindSpeedMaximum,buoyWindSpeedVariance,buoyWindSpeedNumPts,buoyWindSpeedExpUncert,buoyWindSpeedStdErMean,buoyWindSpeedFinalQF,buoyWindDirMean,buoyWindDirVariance,buoyWindDirNumPts,buoyWindDirExpUncert,buoyWindDirStdErMean,buoyWindDirFinalQF
"2019-05-01T00:00:00Z","2019-05-01T00:02:00Z",0.65,0.00,1.92,0.26,30.00,0.23,0.09,,,,,,,
"2019-05-01T00:02:00Z","2019-05-01T00:04:00Z",1.04,0.25,2.08,0.25,30.00,0.23,0.09,,,,,,,
"2019-05-01T00:04:00Z","2019-05-01T00:06:00Z",1.23,0.00,3.04,0.96,30.00,0.38,0.18,,,,,,,
"2019-05-01T00:06:00Z","2019-05-01T00:08:00Z",0.90,0.08,1.37,0.07,30.00,0.17,0.05,,,,,,,
"2019-05-01T00:08:00Z","2019-05-01T00:10:00Z",0.43,0.00,1.29,0.11,30.00,0.19,0.06,,,,,,,
"2019-05-01T00:10:00Z","2019-05-01T00:12:00Z",1.10,0.00,2.46,0.48,30.00,0.29,0.13,,,,,,,
"2019-05-01T00:12:00Z","2019-05-01T00:14:00Z",0.98,0.00,2.04,0.37,30.00,0.26,0.11,,,,,,,
"2019-05-01T00:14:00Z","2019-05-01T00:16:00Z",0.95,0.08,1.54,0.17,30.00,0.21,0.08,,,,,,,
"2019-05-01T00:16:00Z","2019-05-01T00:18:00Z",1.03,0.00,3.10,0.42,30.00,0.27,0.12,,,,,,,
"2019-05-01T00:18:00Z","2019-05-01T00:20:00Z",1.90,0.33,3.67,0.78,30.00,0.35,0.16,,,,,,,
"2019-05-01T00:20:00Z","2019-05-01T00:22:00Z",0.97,0.00,2.12,0.35,30.00,0.26,0.11,,,,,,,
"2019-05-01T00:22:00Z","2019-05-01T00:24:00Z",0.94,0.00,2.96,0.53,30.00,0.30,0.13,,,,,,,
"2019-05-01T00:24:00Z","2019-05-01T00:26:00Z",1.20,0.08,3.96,0.98,30.00,0.39,0.18,,,,,,,
"2019-05-01T00:26:00Z","2019-05-01T00:28:00Z",1.14,0.29,1.92,0.19,30.00,0.21,0.08,,,,,,,
"2019-05-01T00:28:00Z","2019-05-01T00:30:00Z",2.08,0.46,5.37,1.09,30.00,0.41,0.19,,,,,,,
"2019-05-01T00:30:00Z","2019-05-01T00:32:00Z",1.69,0.71,2.50,0.23,30.00,0.22,0.09,,,,,,,
"2019-05-01T00:32:00Z","2019-05-01T00:34:00Z",1.19,0.00,2.79,0.65,30.00,0.33,0.15,,,,,,,
"2019-05-01T00:34:00Z","2019-05-01T00:36:00Z",1.03,0.00,2.67,0.44,30.00,0.28,0.12,,,,,,,
"2019-05-01T00:36:00Z","2019-05-01T00:38:00Z",0.90,0.00,2.87,0.68,30.00,0.33,0.15,,,,,,,
"2019-05-01T00:38:00Z","2019-05-01T00:40:00Z",0.92,0.00,2.62,0.42,30.00,0.28,0.12,,,,,,,
"2019-05-01T00:40:00Z","2019-05-01T00:42:00Z",1.11,0.00,2.96,0.62,30.00,0.32,0.14,,,,,,,
"2019-05-01T00:42:00Z","2019-05-01T00:44:00Z",0.55,0.00,1.58,0.29,30.00,0.24,0.10,,,,,,,
"2019-05-01T00:44:00Z","2019-05-01T00:46:00Z",0.96,0.00,2.17,0.47,30.00,0.29,0.13,,,,,,,
"2019-05-01T00:46:00Z","2019-05-01T00:48:00Z",1.31,0.46,2.75,0.29,30.00,0.24,0.10,,,,,,,
"2019-05-01T00:48:00Z","2019-05-01T00:50:00Z",1.50,0.17,2.96,0.38,30.00,0.26,0.11,,,,,,,
"2019-05-01T00:50:00Z","2019-05-01T00:52:00Z",1.98,0.62,3.50,0.72,30.00,0.34,0.15,,,,,,,
"2019-05-01T00:52:00Z","2019-05-01T00:54:00Z",1.40,0.00,3.00,1.00,30.00,0.39,0.18,,,,,,,
"2019-05-01T00:54:00Z","2019-05-01T00:56:00Z",0.79,0.00,1.73,0.23,30.00,0.22,0.09,,,,,,,
"2019-05-01T00:56:00Z","2019-05-01T00:58:00Z",1.52,0.00,3.12,0.70,30.00,0.34,0.15,,,,,,,
"2019-05-01T00:58:00Z","2019-05-01T01:00:00Z",1.23,0.00,2.25,0.51,30.00,0.30,0.13,,,,,,,
"2019-05-01T01:00:00Z","2019-05-01T01:02:00Z",1.84,0.75,3.42,0.34,30.00,0.26,0.11,,,,,,,
"2019-05-01T01:02:00Z","2019-05-01T01:04:00Z",1.25,0.00,2.33,0.29,30.00,0.24,0.10,,,,,,,
"2019-05-01T01:04:00Z","2019-05-01T01:06:00Z",2.06,0.46,4.21,0.98,30.00,0.39,0.18,,,,,,,
"2019-05-01T01:06:00Z","2019-05-01T01:08:00Z",1.51,0.37,2.79,0.48,30.00,0.29,0.13,,,,,,,
"2019-05-01T01:08:00Z","2019-05-01T01:10:00Z",1.63,0.73,4.17,0.88,30.00,0.37,0.17,,,,,,,
"2019-05-01T01:10:00Z","2019-05-01T01:12:00Z",1.62,0.17,3.33,1.14,30.00,0.41,0.20,,,,,,,
"2019-05-01T01:12:00Z","2019-05-01T01:14:00Z",1.13,0.00,2.67,0.79,30.00,0.35,0.16,,,,,,,
"2019-05-01T01:14:00Z","2019-05-01T01:16:00Z",1.42,0.46,2.46,0.29,30.00,0.24,0.10,,,,,,,
"2019-05-01T01:16:00Z","2019-05-01T01:18:00Z",1.55,0.71,2.79,0.38,30.00,0.26,0.11,,,,,,,
"2019-05-01T01:18:00Z","2019-05-01T01:20:00Z",1.77,0.12,3.62,0.61,30.00,0.32,0.14,,,,,,,
"2019-05-01T01:20:00Z","2019-05-01T01:22:00Z",1.06,0.46,2.17,0.16,30.00,0.20,0.07,,,,,,,
"2019-05-01T01:22:00Z","2019-05-01T01:24:00Z",1.38,0.33,2.29,0.27,30.00,0.24,0.10,,,,,,,
"2019-05-01T01:24:00Z","2019-05-01T01:26:00Z",1.18,0.35,2.00,0.15,30.00,0.20,0.07,,,,,,,
"2019-05-01T01:26:00Z","2019-05-01T01:28:00Z",1.41,0.54,2.71,0.40,30.00,0.27,0.12,,,,,,,
"2019-05-01T01:28:00Z","2019-05-01T01:30:00Z",1.64,0.00,5.08,1.28,30.00,0.44,0.21,,,,,,,
"2019-05-01T01:30:00Z","2019-05-01T01:32:00Z",2.12,0.37,4.90,0.98,30.00,0.39,0.18,,,,,,,
"2019-05-01T01:32:00Z","2019-05-01T01:34:00Z",1.36,0.17,2.54,0.40,30.00,0.27,0.12,,,,,,,
"2019-05-01T01:34:00Z","2019-05-01T01:36:00Z",1.36,0.00,3.50,0.68,30.00,0.33,0.15,,,,,,,
"2019-05-01T01:36:00Z","2019-05-01T01:38:00Z",0.68,0.00,2.01,0.33,30.00,0.25,0.10,,,,,,,
