Year,DOY,TIME,NEE,CH4,H,LE,G,Rn,Rg,Rg_out,Rgl,Rgl_out,PPFD,WS,USt,Ta,Rh,Ts,Tw,SWC
2014,59,1700,-8.457864344,0.083755541,-99999,203.4891911,8.456858,263.4596,406.9366,72.11759,389.189,460.5484,539.4681,3.671642,0.3320888,27.38251,64.78535903,27.049,26.1,0.731
2014,59,1730,-3.031084336,0.097099523,-99999,127.6939737,3.1713566,157.8307,277.6705,51.53734,385.8017,454.1042,365.1627,3.237653,0.2764462,26.71348,65.13083976,26.64733,25,0.734
2014,59,1800,-99999,0.068183871,-37.98036397,52.99439809,-1.16602,46.60604,136.1546,25.42835,384.7232,448.8434,183.1192,2.329057,0.2001636,26.33364,66.25175782,26.30089,24.4,0.736
2014,59,1830,4.803814927,0.081702475,-46.50975532,59.06064574,-4.709763,-42.10859,17.42816,2.579913,383.7686,440.7254,35.90147,1.550254,0.1473527,25.54042,69.24237627,25.6902,23.9,0.737
2014,59,1900,-99999,0.049351432,-20.99124937,19.03004482,-7.0938925,-58.32684,0,0.8507439,380.5227,436.7854,0,1.799518,0.1025792,24.83448,71.72797975,25.37745,23.3,0.737
2014,59,1930,4.199712673,0.037030006,-22.94509787,16.6939737,-9.290203,-58.74061,0,0.8180709,377.7372,432.6884,0,1.1976,0.1583206,24.29453,73.61108179,24.97964,22.8,0.738
2014,59,2000,3.294767518,0.029298644,-25.35856305,20.01834058,-10.4481665,-58.02037,0,1.076424,376.7687,431.0349,0,1.1482,0.1335873,23.99768,74.68639233,24.62368,22.8,0.738
2014,59,2030,3.615603274,0.026836543,-27.90574152,23.31047518,-11.25302,-57.98144,0,1.149452,376.304,430.6493,0,1.41563,0.152962,23.85566,75.07428093,24.32973,22.2,0.738
2014,59,2100,2.757584458,0.027289445,-21.32821919,15.42554316,-11.5562315,-57.76479,0,1.075169,375.3772,429.4775,0,1.172195,0.1581737,23.7422,75.12386437,24.09871,22.2,0.739
2014,59,2130,3.123557128,-99999,-18.38410415,14.04193049,-12.056875,-57.81746,0,1.120577,373.962,428.0901,0,1.107599,0.152369,23.56175,75.40786878,24.01357,22.2,0.739
2014,59,2200,4.022646301,0.032525911,-27.800323,20.81408815,-12.75361,-58.81863,0,1.314271,372.3771,427.4746,0,1.228947,0.1308291,23.58188,75.01340488,24.10055,21.7,0.739
2014,59,2230,3.4522373,0.027588635,-23.60271136,15.13197411,-12.774065,-60.45361,0,1.140959,370.6812,427.3496,0,1.293722,0.12006,23.541,74.93865692,23.79705,21.7,0.739
2014,59,2300,2.556970852,0.026717505,-20.95890328,15.46662455,-12.7915,-60.89314,0,1.077238,369.2983,426.3437,0,1.290405,0.1457466,23.34073,75.49862568,23.66529,21.7,0.739
2014,59,2330,2.401723197,0.008710656,-10.51991314,8.727838038,-13.03664,-61.40578,0,1.031738,367.7816,425.2773,0,1.140526,0.1491915,23.06931,76.50676465,23.52633,21.7,0.739
2014,59,2400,5.138039456,0.020967793,-26.53619504,15.22537201,-13.487645,-61.41557,0,1.214958,366.3521,423.786,0,1.01949,0.1653754,22.892,77.07093497,23.42101,21.7,0.739
2014,60,30,2.977863326,0.016130676,-23.85203136,16.45810916,-13.463345,-61.76415,0,1.020401,365.2571,423.0152,0,1.124309,0.1615178,22.47872,78.94071818,23.30149,21.1,0.739
2014,60,100,2.959477421,0.011268234,-14.32582906,8.864889627,-13.309695,-60.47337,0,1.431171,367.1952,423.9084,0,1.369017,0.1954764,22.60076,78.7467999,23.15417,21.7,0.739
2014,60,130,2.29936074,0.015007703,-10.22080564,1.508433717,-13.13626,-61.51471,0,1.107767,365.0357,422.6177,0,1.07837,0.1139418,22.57619,78.52398983,23.02635,21.1,0.739
2014,60,200,-99999,0.015061153,-15.59548287,0.030698093,-13.48488,-61.81379,0,1.110209,362.9595,420.7546,0,0.8782296,0.1002623,22.30413,79.06785996,22.96331,21.1,0.739
2014,60,230,3.896169581,0.027849202,-11.31471458,3.898387028,-15.20147,-60.76201,0,1.119651,361.3942,417.994,0,0.4913645,0.0580848,21.95558,80.27859611,22.93929,20.6,0.74
2014,60,300,2.844307133,0.021753806,-3.405807495,0.467346444,-17.15789,-59.91396,0,1.48776,360.0665,415.9694,0,0.5295708,0.08117684,21.62476,80.84367295,22.82766,20.6,0.739
2014,60,330,-99999,0.009233402,-0.963359679,3.672858558,-18.181155,-59.95621,0,1.193612,357.9871,413.9433,0,0.4796979,0.05658144,20.93812,82.53779137,23.82391,20,0.74
2014,60,400,-99999,0.025500508,-12.79974554,1.069266595,-19.47147,-58.36937,0,1.600888,358.2117,412.1954,0,0.3630509,0.06769006,20.80792,83.37231335,23.83013,20,0.74
2014,60,430,4.272467917,0.006833036,-18.28919924,3.384133917,-20.00375,-59.03859,0,2.43399,358.3838,413.4485,0,0.7888591,0.1197857,20.64824,84.49095361,23.14548,20.6,0.739
2014,60,500,-99999,-0.002457833,-4.412327135,-2.26145116,-17.931915,-62.1587,0,1.928809,358.0239,416.4138,0,0.8545227,0.11768,21.40315,82.08555175,22.06617,20.6,0.739
2014,60,530,3.262876122,0.00541527,-16.52227374,0.8939169,-16.162535,-62.87464,0,1.550244,357.5087,416.3659,0,0.9520649,0.1138623,21.46725,81.32414573,22.07775,20.6,0.739
2014,60,600,2.614472064,0.016503591,-12.22756069,2.076582608,-15.760355,-63.00455,0,1.413609,357.6573,416.4938,0,1.039664,0.149513,21.2373,82.57325555,21.97846,20.6,0.739
2014,60,630,1.773438549,0.000990043,-10.22227766,1.999840305,-15.1068,-61.99136,0,1.493539,358.6717,416.6217,0,0.8712564,0.1092587,21.36077,82.51121757,21.99731,20.6,0.739
2014,60,700,-0.40095944,0.006369344,-7.976953254,20.52345103,-15.494625,-55.8591,7.288947,4.743367,358.9037,417.3084,19.14498,0.7839145,0.1006457,21.58402,81.96582078,21.97735,20.6,0.739
2014,60,730,-3.217442991,0.00783802,7.994662776,46.37613966,-13.830315,-48.11094,43.75754,27.18093,358.845,423.5326,98.43716,0.8425569,0.1273479,22.49539,79.91280788,21.91057,21.7,0.739
2014,60,800,-6.264408077,0.021249306,22.12439327,80.69850919,-10.627919,47.95267,171.5661,51.43447,361.0652,433.2442,241.6406,0.7754365,0.1238901,23.72987,75.63138457,21.97186,22.2,0.738
2014,60,830,-11.6930902,0.040361963,16.26964589,149.1123337,-7.0559925,128.869,283.2814,75.13311,363.5157,442.7949,374.0134652,0.7625034,0.1340356,24.88857,71.43726569,22.12787,23.3,0.738
2014,60,900,-15.98476762,0.055157697,15.99182233,206.4016743,-3.035413,262.6631,440.728,94.65979,367.5638,450.9689,564.9286,1.605206,0.1250494,25.48782,69.98913997,22.86875,23.9,0.739
2014,60,930,-99999,-99999,-99999,-99999,1.32991675,295.3567,469.1444,93.44299,372.9,453.2448,604.1692,2.364453,0.1654833,25.55315,69.79307376,23.97889,23.3,0.738
2014,60,1000,-21.01565151,0.049166653,63.02529829,-99999,3.9489235,447.6608,659.5748,127.736,376.5102,460.6883,842.5546,2.614189,0.2115359,26.16964,67.55996752,23.66546,25,0.738
2014,60,1030,-25.18902191,0.073231288,49.18229293,382.7160208,8.924058,565.1418,798.8434,144.6772,379.7471,468.7715,1025.652,2.583959,0.2266913,26.81744,65.73543431,23.31105,26.7,0.739
2014,60,1100,-27.88731005,0.083424939,44.70595228,443.9449152,13.390795,635.8049,878.1206,149.3559,380.1681,473.1278,1131.67,2.720799,0.2120721,27.43576,62.08124676,23.69532,27.2,0.739
2014,60,1130,-28.38688958,0.079023068,43.91380364,445.1258469,16.649595,692.8809,938.3298,153.1599,383.3142,475.6032,1213.322,3.093983,0.2496496,27.85455,59.57247846,23.99327,30,0.74
2014,60,1200,-28.53919245,0.108124867,43.10883838,516.3213133,19.371275,729.2015,973.747,153.2557,388.6807,479.9705,1263.885,2.825731,0.2379586,28.34899,58.62643294,24.30874,30.6,0.739
2014,60,1230,-26.12693367,0.096720428,45.9718013,440.1154477,25.089945,771.153,1021.166,154.9527,385.2588,480.3192,1325.489,3.351358,0.3013759,28.53932,57.00542418,24.63967,30.6,0.739
2014,60,1300,-27.04159333,0.120801332,40.82039086,501.2922815,25.719745,777.9581,1024.533,150.3566,387.4032,483.622,1337.796,2.828569,0.2141988,28.7802,57.56069438,24.99443,31.7,0.739
2014,60,1330,-23.78205627,0.117674511,23.91849652,452.0968261,30.415115,757.8608,1000.242,145.0391,385.1639,482.5064,1310.264,3.067466,0.2727661,29.00209,55.60177838,25.21541,31.1,0.739
2014,60,1400,-21.38782769,0.123843153,21.35236403,426.8713459,34.22375,725.429,962.4464,139.9329,385.64,482.7245,1264.895,2.876683,0.2145203,29.25609,54.81696598,25.41123,32.8,0.739
2014,60,1430,-22.09864667,0.150445173,19.83776749,445.9330789,35.998835,682.0562,909.9672,134.3774,387.4988,481.0324,1198.209,3.255607,0.2700003,29.45808,54.47200799,25.56169,30,0.738
2014,60,1500,-22.48727771,0.156781165,-8.229632718,437.7992102,31.2653,624.6213,842.6274,128.0167,388.2492,478.2385,1108.66,3.464543,0.3034539,29.39077,55.43263568,25.66529,29.4,0.731
2014,60,1530,-19.79711521,0.191530089,-99999,425.5572943,27.726575,552.467,759.6566,118.9301,386.7452,475.0047,996.7762,3.414447,0.3071032,29.1753,56.08448633,26.14952,28.9,0.729
2014,60,1600,-15.69764972,0.170490259,-99999,346.9096955,21.164985,465.0973,659.0786,107.5553,384.3221,470.7481,864.7997,3.53577,0.3295949,29.02863,55.15927507,26.27641,27.8,0.727
2014,60,1630,-11.83795838,0.141960902,-99999,273.758185,15.035585,364.5063,543.2848,92.86124,380.7782,466.6955,715.3027,3.433192,0.2755303,28.68501,56.05853482,26.23208,27.2,0.726
2014,60,1700,-6.710276224,0.138330388,-99999,190.9987157,8.9139895,262.1407,422.3733,75.64587,377.6369,462.2236,554.2291,3.262931,0.2735951,28.26689,57.96100748,26.06404,26.1,0.726
2014,60,1730,-1.730205195,0.140796211,-99999,136.3624038,3.769391,154.3911,291.052,54.77038,374.9398,456.8303,379.9655,3.005416,0.2546032,27.77542,59.48019349,25.93311,25,0.726
2014,60,1800,-99999,0.140965499,-99999,87.77580196,-0.380326,45.88782,152.7343,30.28105,373.3149,449.8804,199.4929,2.479345,0.1995353,27.06989,61.97673826,25.87814,24.4,0.725
2014,60,1830,4.717578944,0.084007732,-51.99831915,46.37008521,-4.301342,-60.98651,15.72274,1.959246,366.8778,441.6278,35.85151,2.47067,0.1866949,25.89594,65.68793033,25.96556,23.3,0.724
2014,60,1900,5.56500779,0.084260797,-57.56312794,50.83510512,-8.0903485,-74.46083,0,1.075205,364.3018,435.5272,0,1.818801,0.1047881,25.25573,66.76142197,25.66352,22.8,0.724
2014,60,1930,4.206121121,0.072674526,-39.41534996,26.00961374,-10.4638115,-74.51729,0,1.188784,363.429,433.3856,0,2.043028,0.197658255,24.79078,68.6502622,25.2037,22.8,0.724
2014,60,2000,5.287599167,0.059671702,-42.64582558,28.56577926,-11.957915,-73.93851,0,1.095751,361.0644,430.2894,0,1.534642,0.160342723,24.3166,71.22659235,24.89067,22.2,0.723
2014,60,2030,4.161720004,0.066666524,-40.92904099,27.00215059,-13.236595,-72.99228,0,1.523893,360.2418,428.5384,0,1.375902,0.1166503,23.94863,72.83573366,24.67936,22.2,0.723
2014,60,2100,4.294565326,0.095452728,-35.11424252,20.15085491,-13.72516,-72.66192,0,1.297654,360.026,428.0753,0,1.652848,0.2067718,23.73038,74.02720785,24.42393,22.2,0.723
2014,60,2130,3.494429765,0.035109662,-33.1550831,18.75007569,-13.84871,-72.84022,0,1.255364,358.7396,426.8604,0,1.505398,0.2007139,23.53144,74.98413258,24.20317,22.2,0.723
2014,60,2200,3.542983731,0.007468401,-26.76197408,14.13658751,-13.635525,-71.28608,0,1.073158,360.1837,426.8906,0,1.558932,0.1723443,23.29149,76.76472679,24.02691,21.7,0.723
2014,60,2230,3.970774957,0.010012423,-29.73101709,13.93413267,-13.23247,-68.00696,0,0.9383938,361.5341,425.1093,0,1.434693,0.183464,22.73707,79.50257212,23.91485,21.7,0.723
2014,60,2300,4.316219372,0.011132849,-25.97817109,8.955336146,-13.16986,-68.33212,0,1.366966,361.0108,424.9688,0,1.512563,0.1917481,22.597,80.49334015,23.79085,21.7,0.722
2014,60,2330,3.222289791,0.011419963,-24.20834211,8.787749335,-13.11751,-69.61052,0,1.294977,358.801,423.8645,0,1.350258,0.1694449,22.51708,80.52769216,23.64427,21.7,0.722
2014,60,2400,5.15429118,0.011742896,-25.89681893,10.57634012,-13.274415,-70.51079,0,1.65995,358.1757,424.0738,0,1.330405,0.1698319,22.56562,80.3663565,23.56453,21.7,0.722
2014,61,30,4.535090437,0.012522312,-27.50804553,13.49924744,-13.455525,-69.33929,0,1.401976,357.7817,422.4697,0,1.0536,0.1672635,22.47864,79.89519712,23.45974,21.1,0.721
2014,61,100,2.257527001,0.002667479,-16.80830476,5.150543985,-13.632145,-66.8535,0,1.393131,359.4196,421.9214,0,1.250616,0.1731741,22.34833,79.81505011,23.34305,21.1,0.721
2014,61,130,2.776210426,0.003084355,-13.54173945,1.683934216,-13.95169,-65.36766,0,1.429577,360.3883,421.4554,0,1.09415,0.1523611,22.27318,79.96276901,23.28521,21.1,0.721
2014,61,200,3.631626454,0.01116917,-15.15327923,0.275790177,-14.008795,-65.13087,0,1.105021,359.0704,419.7657,0,0.9814674,0.1374449,21.73218,82.24332453,23.20519,21.1,0.721
2014,61,230,2.786861999,0.006887112,-12.96294543,0.276266309,-14.055105,-66.21113,0,1.632611,357.7867,419.4953,0,1.066981,0.1298473,21.53554,83.77757421,23.11924,21.1,0.721
2014,61,300,2.602984294,-0.000919005,-10.0277977,-0.709598548,-13.903345,-66.26389,0,1.452129,357.8752,419.6163,0,0.9656148,0.1421314,21.56409,83.7354666,23.01886,21.1,0.72
2014,61,330,3.339682906,0.005607895,-7.758596763,-1.665312853,-14.01001,-65.10187,0,1.877416,358.342,419.1103,0,0.9592422,0.1286219,21.51061,84.35164826,22.93545,21.1,0.72
2014,61,400,-99999,0.034592198,-23.17261535,-3.960081219,-14.466475,-61.90102,0,1.390249,360.0486,417.8552,0,0.6883143,0.06390208,21.53575,83.93509512,22.8765,20.6,0.72
2014,61,430,-99999,0.07310059,-17.6516624,-2.37305641,-15.44637,-61.7784,0,1.366943,359.3087,416.9948,0,0.6805594,0.1120095,21.40286,83.71523486,22.83442,20.6,0.72
2014,61,500,-99999,0.066549295,-43.99476303,-18.68834225,-16.69737,-58.60056,0,1.227776,359.1394,413.3963,0,0.5459472,0.1209317,20.71605,84.55351475,22.7595,20.6,0.72
2014,61,530,2.428592342,0.014459499,-2.164432826,-5.332146028,-17.30664,-61.21399,0,1.594703,357.7351,414.8773,0,0.838264,0.1565698,20.72789,84.80445528,22.6345,20.6,0.719
2014,61,600,-99999,0.045803249,-14.00284774,-1.615570637,-18.31129,-56.87769,0,1.662185,358.0468,410.7159,0,0.6447457,0.1154995,20.03424,86.18055753,22.57432,20,0.719
2014,61,630,-99999,-99999,-8.643369517,-6.806553906,-18.1695,-60.44208,0,1.685644,357.793,414.0811,0,0.8975635,0.1469282,20.58593,85.50815455,22.37798,20,0.719
2014,61,700,-5.31061256,-99999,2.539279538,14.98189434,-17.930395,-51.92575,7.897371,4.673063,355.8347,410.9848,15.49826,0.4811068,0.07895546,19.94387,86.6662462,22.35424,19.4,0.718
2014,61,730,-9.144164061,-99999,26.40589555,57.05058317,-18.834755,-37.54733,51.06017,28.384,357.9626,418.1861,92.08866,0.6596351,0.07797536,21.00649,86.87349698,22.2498,21.1,0.718
2014,61,800,-8.616052259,0.024551626,23.50559179,102.2622365,-14.15742,56.35241,182.4753,52.51057,358.0275,431.6399,238.0963,0.7463325,0.1542514,22.83392,82.81412125,22.15757,22.2,0.718
2014,61,830,-99999,-99999,-99999,-99999,-8.634318,128.6087,283.7564,75.7047,361.1447,440.5877,374.6354302,1.132223,0.1284343,24.1133,76.42612211,22.38672,22.8,0.717
2014,61,900,-13.3887109,0.039741042,45.89277414,-99999,-3.93109,257.5049,436.8549,94.72092,363.8114,448.4406,557.1262,1.349158,0.1268073,24.75192,73.83095419,22.67626,23.9,0.715
2014,61,930,-14.34735452,0.031569437,46.5963117,167.1211562,0.6429475,352.5228,554.4114,111.0601,366.6577,457.4862,711.9003,1.105436,0.1028894,25.6755,71.02495812,22.89038,24.4,0.714
2014,61,1000,-19.42121861,0.025206915,65.88084251,241.8238423,5.388004,448.8457,669.4879,123.6449,369.3204,466.3176,862.0463,1.090608,0.0873803,26.67933,66.48894783,23.17589,25.6,0.713
2014,61,1030,-17.26164501,0.01682013,81.8537649,-99999,10.410711,532.0579,764.5737,133.0181,374.3355,473.8331,986.9683,1.148892,0.1416161,27.5323,62.12709845,23.53844,27.2,0.712
2014,61,1100,-21.04329809,0.04267165,103.9635402,310.6885853,14.766015,611.3069,845.8365,138.9432,385.1349,480.7213,1098.382,1.445111,0.1643338,28.44299,59.31560143,23.87989,28.9,0.71
2014,61,1130,-20.67623585,0.037838032,108.2742592,362.7085073,18.937365,675.3796,915.0259,144.9972,388.8442,483.4933,1189.939,2.026608,0.2286076,28.45673,63.38840769,24.36663,31.7,0.709
2014,61,1200,-21.5140529,0.067795902,102.1667069,395.6600196,23.312815,724.4675,965.924,146.2618,392.3235,487.5182,1262.019,1.963507,0.191821414,29.07613,60.1211778,24.66354,31.7,0.708
2014,61,1230,-20.69931504,0.069161705,95.7672135,397.6159665,29.421025,757.1332,998.7507,146.7004,393.7414,488.6586,1308.013,2.173739,0.207252443,29.23421,58.70399809,25.03382,31.7,0.705
2014,61,1300,-22.82922797,0.19420831,70.53854005,466.5193772,30.97486,771.9001,1008.329,146.0499,397.5484,487.9269,1323.218,3.070278,0.3380676,29.71334,56.5730254,25.33503,32.2,0.701
2014,61,1330,-19.09096038,0.156697218,52.29704436,418.5795775,34.92958,761.9083,995.9987,144.067,398.6347,488.6581,1312.581,3.056015,0.2279537,30.23578,54.38543116,25.58109,32.2,0.698
2014,61,1400,-21.06757671,0.264678906,6.030052196,444.6347806,42.060685,733.1334,960.8967,140.0555,399.643,487.3509,1270.497,3.301045,0.271004,30.52599,51.39122216,25.84422,32.8,0.695
2014,61,1430,-19.69978613,0.310782255,-6.282740659,432.77184,38.42512,693.4489,914.671,135.5596,400.9819,486.6444,1210.097,2.95083,0.2203369,30.61209,50.77144514,26.03126,31.1,0.691
2014,61,1500,-18.50054525,0.376549404,-99999,428.7843137,32.731515,631.8153,842.4589,127.5877,400.2093,483.2651,1113.341,3.079974,0.2404015,30.44432,50.84043122,26.26461,30,0.688
2014,61,1530,-16.58660612,0.386628601,-99999,397.5291717,30.133065,551.7784,756.1524,118.6957,394.2755,479.9537,992.4916,3.082292,0.2721099,30.39551,50.48895467,26.37347,28.9,0.686
2014,61,1600,-13.14596906,0.413490355,-99999,342.2392368,23.815405,471.882,667.6608,108.7541,390.5592,477.584,877.2411,2.632123,0.2335337,30.44042,49.33461327,26.31878,28.9,0.683
2014,61,1630,-8.917953393,0.412444211,-99999,293.3805521,18.544135,369.1726,544.3362,92.36455,390.8586,473.6577,720.2747,2.639698,0.231522,30.27248,50.10316443,26.27192,27.8,0.681
2014,61,1700,-4.164178348,0.389190602,-99999,215.565319,12.35404,265.1391,413.9839,72.8967,392.0269,467.9751,547.7761,2.709537,0.2310503,29.70109,51.89415996,26.16223,26.7,0.679
2014,61,1730,0.569971948,0.350865677,-99999,132.675046,6.049664,154.9326,274.7565,51.01067,392.7036,461.5169,359.3486,2.931572,0.2716394,28.9692,54.28910912,26.11447,25.6,0.678
2014,61,1800,-99999,0.361987916,-99999,83.58844734,1.063193,50.15818,142.3093,27.92144,389.903,454.1327,185.0315,2.334979,0.1812296,27.99033,59.26723086,26.0053,25,0.677
2014,61,1830,-99999,0.145536394,-30.43365334,27.58378099,-2.5438287,-46.13829,17.78947,1.998465,383.6666,445.5959,37.87202,2.086354,0.1728678,26.68583,63.88330526,26.07867,23.9,0.677
2014,61,1900,-99999,0.019614857,-15.26633746,13.09681518,-6.463825,-61.93053,0,0.6053119,378.1651,437.3562,0,0.9941404,0.1220926,25.76711,66.62857054,25.76764,23.3,0.677
2014,61,1930,-99999,0.044755023,-40.17103339,38.33878871,-9.944683,-61.19354,0,0.9076667,375.4547,432.6589,0,1.078206,0.1208992,25.00827,69.18396342,25.41011,22.8,0.676
2014,61,2000,-99999,0.031466247,-30.50080759,35.43235619,-10.9823545,-54.83875,0,0.9267946,381.4148,432.767,0,1.244677,0.163815,24.67379,70.52012767,24.93279,22.8,0.676
2014,61,2030,6.075209865,0.03111695,-41.69516244,42.18982106,-11.3873015,-40.82667,0,0.8681809,395.8092,434.0957,0,1.301237,0.1580098,24.63907,70.66908582,24.58581,22.8,0.676
2014,61,2100,6.070475024,0.031950891,-49.04836691,41.46199334,-11.218353,-47.88976,0,0.6987545,389.9611,435.0571,0,1.711413,0.2146884,24.7414,71.01935005,24.35009,22.8,0.675
2014,61,2130,4.874179105,0.035456707,-35.51571441,25.55328567,-11.238681,-63.12819,0,0.7369341,374.7722,434.1252,0,2.091565,0.2625079,24.43405,74.33920678,24.20926,22.8,0.675
2014,61,2200,3.763641492,0.035949599,-18.7826528,7.29214419,-10.966067,-62.201,0,0.5954093,374.1965,432.5577,0,1.716724,0.2199738,24.06088,77.00051158,24.10182,22.8,0.675
2014,61,2230,5.869092212,0.034247297,-20.63403326,9.52568061,-10.8956385,-60.58459,0,1.199698,373.9278,430.5431,0,1.11668,0.1376081,23.86681,78.2669155,24.05556,22.2,0.674
2014,61,2300,-99999,0.026090451,-18.80263875,2.204580727,-11.1071655,-60.72345,0,1.245362,373.0138,429.8329,0,1.159763,0.1237706,23.85908,78.26934263,24.02754,22.2,0.674
2014,61,2330,3.181029074,0.014800349,-16.79693238,7.588726836,-11.64488,-60.36418,0,0.9035721,371.0648,427.3862,0,0.7313266,0.07639738,23.38412,80.01626219,23.97695,22.2,0.674
2014,61,2400,3.894696377,0.018282959,-10.53619677,-0.36343383,-11.313195,-62.77924,0,1.507777,368.9984,427.7075,0,1.141974,0.1293504,23.27958,80.87063959,23.8471,22.2,0.674
2014,62,30,-99999,0.061033942,-20.38646256,2.608573419,-11.740555,-62.26963,0,1.133192,367.496,425.4891,0,0.7542722,0.1143567,23.01762,81.43112749,23.76767,21.7,0.673
2014,62,100,-99999,0.01467732,-7.059642306,2.984064964,-12.469,-60.44917,0,1.663235,369.0092,425.3176,0,0.7032484,0.1095689,23.05429,81.43670522,23.65925,21.7,0.672
2014,62,130,6.510470993,0.056750864,-19.87210916,-0.571920064,-13.00128,-59.73053,0,1.573381,368.6441,424.3811,0,0.8056031,0.1004683,22.76695,82.34255958,23.57945,21.7,0.672
2014,62,200,4.824821817,0.025919678,-10.07038879,-3.06092461,-12.68785,-61.80102,0,1.544631,367.5463,425.2594,0,1.047523,0.1297171,22.8607,82.38957324,23.45137,21.7,0.672
2014,62,230,3.858427295,0.009530373,-9.981985315,-2.549060118,-12.14459,-61.76863,0,1.2243,366.3824,423.7322,0,0.7374395,0.1056058,22.46083,83.64818833,23.39767,21.1,0.671
2014,62,300,-99999,0.180798235,-19.27353297,-12.76275512,-12.614165,-59.99319,0,1.554649,366.9338,422.752,0,0.7620009,0.09170572,22.31392,84.36102606,23.33418,21.1,0.671
2014,62,330,-99999,0.092876492,-25.21309481,-10.41569539,-13.955765,-58.62447,0,1.406318,365.8098,420.2427,0,0.5655773,0.1167364,21.91918,85.24844189,23.27924,21.1,0.67
2014,62,400,3.033812412,-0.010057155,-6.005691993,-4.481019574,-15.462165,-57.9636,0,1.357445,364.5158,418.2888,0,0.50419,0.09339152,21.62225,85.62461465,23.16716,20.6,0.67
2014,62,430,4.45868873,0.02749252,-4.90269773,-5.707950533,-17.37961,-55.12053,0,1.289255,365.4114,416.5512,0,0.6554297,0.07254376,21.13698,86.59765182,23.02977,20.6,0.669
2014,62,500,-99999,-99999,-7.268659042,-9.491571042,-17.681745,-55.53486,0,0.8504177,364.2054,415.5998,0,0.5416817,0.06889041,20.72398,87.25163081,22.88871,20,0.669
2014,62,530,-99999,-99999,-10.56843843,-10.27233601,-19.53593,-46.45037,0,1.51482,369.2144,412.1478,0,0.4354126,0.07705458,20.32261,88.02447899,22.80497,20,0.667
2014,62,600,-99999,-99999,-4.923747762,-6.264663857,-20.826475,-43.92259,0,1.201714,372.6146,412.8846,0,0.4923091,0.08877281,20.26842,88.4858056,22.58631,20,0.666
2014,62,630,-99999,-99999,-9.330551241,-7.809035222,-21.514735,-42.86029,0,0.9346629,370.623,410.091,0,0.4021071,0.04600869,19.62877,88.74216585,22.47375,19.4,0.666
2014,62,700,0.080245011,-99999,0.830067288,2.522437063,-22.356725,-30.73367,9.916348,4.976406,375.1347,410.8083,15.17631,0.4376968,0.08000448,19.79823,89.16217531,22.31261,20,0.665
2014,62,730,-0.244444123,0.077643151,2.503091039,54.7030639,-21.028065,-13.12569,57.91471,25.59475,375.2209,420.6666,88.66117,0.4578443,0.07455859,21.28186,88.58360716,22.0878,21.1,0.665
2014,62,800,-6.533911342,0.023223872,19.9595106,99.84566031,-15.291605,69.43666,184.7713,50.2711,369.3525,434.416,222.8372,0.715605,0.08770393,23.13465,85.09060279,22.07554,22.2,0.664
2014,62,830,-9.506133803,0.054827096,30.53128715,131.1379968,-8.913337,132.3528,279.2792,75.40536,371.111,442.6322,314.8244,1.284809,0.1492293,24.41651,77.7464136,22.44573,23.3,0.663
2014,62,900,-13.30396217,0.069217567,37.30554808,186.5901181,-3.444965,260.0072,433.8039,93.71688,371.7511,451.8309,552.9819,1.348571,0.1302062,25.25901,74.53169844,22.87778,23.9,0.663
2014,62,930,-15.07526863,0.111987365,40.22989637,222.5608731,2.11135565,358.7555,555.8163,111.9819,373.9596,459.0385,712.9191,1.8209,0.1039261,25.95292,72.21514476,23.27951,25,0.662
2014,62,1000,-99999,-99999,-99999,-99999,7.026934,443.2373,653.1362,124.3909,380.4896,465.9976,836.9225,2.173424,0.169971,26.76263,69.15210428,23.73838,26.1,0.66
2014,62,1030,-99999,0.099024688,65.7979493,252.7117237,11.6462005,443.9579,634.3417,112.0019,389.6169,467.9988,820.6711,2.544212,0.2179535,27.26726,65.24000905,24.18979,26.1,0.659
2014,62,1100,-20.56136322,0.070635495,110.3049672,-99999,13.789615,628.0213,862.2117,148.4674,390.4819,476.2049,1108.741,2.410709,0.1532236,27.78375,64.02723384,24.52859,28.3,0.657
2014,62,1130,-22.63006394,0.096629372,123.9813102,314.9859203,18.3098,682.0834,919.4608,149.1435,392.651,480.8848,1186.068,2.766452,0.2963155,28.33613,62.76815315,24.85724,31.7,0.656
2014,62,1200,-24.21216975,0.184326684,77.14733678,355.2081578,20.782945,718.4478,958.1755,148.5923,391.4404,482.576,1241.367,3.057895,0.3484551,28.76899,59.98783014,25.28852,31.1,0.653
2014,62,1230,-23.02017177,0.248032734,39.33889132,402.6844026,27.135015,751.9056,993.4601,148.6046,391.5091,484.4591,1291.532,3.133184,0.3105425,29.20379,57.12358931,25.69868,31.1,0.651
2014,62,1300,-22.53063071,0.26485039,32.10592276,412.9270813,28.578465,762.2803,1002.665,147.164,391.399,484.6199,1306.21,3.127125,0.2495378,29.49126,53.90028364,26.0254,31.7,0.648
2014,62,1330,-23.12512955,0.324690348,22.55998781,438.3830919,30.48467,754.1751,991.887,145.3044,390.6419,483.0494,1295.712,3.360861,0.2922378,29.52172,52.11897121,26.3236,31.7,0.646
2014,62,1400,-20.63653799,0.332971703,27.00768147,415.8591133,36.996405,724.7983,956.9736,141.1674,391.4774,482.4853,1253.964,3.506927,0.2750286,29.69486,51.40742031,26.51132,32.2,0.644
