startDateTime,endDateTime,RHMean,RHMinimum,RHMaximum,RHVariance,RHNumPts,RHExpUncert,RHStdErMean,RHFinalQF,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF,dewTempMean,dewTempMinimum,dewTempMaximum,dewTempVariance,dewTempNumPts,dewTempExpUncert,dewTempStdErMean,dewTempFinalQF
"2019-08-01T00:00:00Z","2019-08-01T00:30:00Z",53.55,47.93,62.81,13.13,30,1.34,0.66,1,20.756,19.756,21.778,0.401,30,2.212,0.116,0,10.910,9.217,13.618,1.029,30,0.930,0.185,1
"2019-08-01T00:30:00Z","2019-08-01T01:00:00Z",67.12,56.11,74.60,30.05,30,2.01,1.00,1,18.695,17.815,19.707,0.348,30,2.211,0.108,0,12.375,10.519,13.376,0.588,30,0.914,0.140,1
"2019-08-01T01:00:00Z","2019-08-01T01:30:00Z",75.40,73.21,77.21,1.49,30,0.48,0.22,1,17.145,16.464,17.753,0.126,30,2.204,0.065,0,12.710,12.045,13.611,0.101,30,0.885,0.058,0
"2019-08-01T01:30:00Z","2019-08-01T02:00:00Z",76.93,75.26,78.87,0.90,30,0.39,0.17,1,15.894,15.396,16.381,0.112,30,2.203,0.061,0,11.806,11.336,12.594,0.103,30,0.891,0.059,0
"2019-08-01T02:00:00Z","2019-08-01T02:30:00Z",79.16,77.36,80.60,0.66,30,0.35,0.15,1,14.972,14.595,15.327,0.051,30,2.202,0.041,0,11.344,11.002,11.812,0.040,30,0.891,0.036,0
"2019-08-01T02:30:00Z","2019-08-01T03:00:00Z",80.68,78.97,82.78,1.06,30,0.42,0.19,1,14.351,14.073,14.617,0.032,30,2.201,0.033,0,11.027,10.531,11.568,0.063,30,0.897,0.046,0
"2019-08-01T03:00:00Z","2019-08-01T03:30:00Z",82.70,79.60,85.58,3.00,30,0.66,0.32,1,13.763,13.532,14.036,0.020,30,2.201,0.026,0,10.822,10.430,11.205,0.046,30,0.899,0.039,0
"2019-08-01T03:30:00Z","2019-08-01T04:00:00Z",87.26,84.68,90.08,2.32,30,0.59,0.28,1,13.448,13.334,13.594,0.006,30,2.200,0.014,0,11.324,10.924,11.847,0.078,30,0.903,0.051,0
"2019-08-01T04:00:00Z","2019-08-01T04:30:00Z",89.08,87.04,91.63,1.73,30,0.52,0.24,1,13.244,13.030,13.546,0.019,30,2.201,0.025,0,11.435,11.051,12.129,0.060,30,0.904,0.045,0
"2019-08-01T04:30:00Z","2019-08-01T05:00:00Z",92.41,90.77,94.00,0.77,30,0.37,0.16,1,13.122,12.933,13.352,0.012,30,2.200,0.020,0,11.872,11.610,12.214,0.023,30,0.903,0.028,0
"2019-08-01T05:00:00Z","2019-08-01T05:30:00Z",94.59,92.96,95.41,0.55,30,0.33,0.14,1,12.814,12.602,13.110,0.018,30,2.201,0.025,0,11.920,11.599,12.344,0.032,30,0.906,0.033,0
"2019-08-01T05:30:00Z","2019-08-01T06:00:00Z",95.97,95.46,96.42,0.07,30,0.21,0.05,0,12.549,12.053,12.820,0.040,30,2.201,0.037,0,11.877,11.430,12.150,0.034,30,0.909,0.034,0
"2019-08-01T06:00:00Z","2019-08-01T06:30:00Z",96.52,96.02,97.18,0.08,30,0.22,0.05,0,12.142,11.848,12.541,0.027,30,2.201,0.030,0,11.557,11.208,12.058,0.042,30,0.911,0.037,0
"2019-08-01T06:30:00Z","2019-08-01T07:00:00Z",96.47,95.98,97.04,0.09,30,0.22,0.06,1,11.830,11.606,12.120,0.017,30,2.201,0.024,0,11.239,10.939,11.616,0.026,30,0.910,0.029,0
"2019-08-01T07:00:00Z","2019-08-01T07:30:00Z",96.69,96.33,97.05,0.03,30,0.20,0.03,0,11.567,11.378,11.829,0.013,30,2.200,0.021,0,11.011,10.804,11.307,0.016,30,0.911,0.023,0
"2019-08-01T07:30:00Z","2019-08-01T08:00:00Z",96.74,96.46,97.05,0.02,30,0.20,0.03,0,11.443,11.249,11.607,0.007,30,2.200,0.015,0,10.895,10.663,11.107,0.011,30,0.912,0.019,0
"2019-08-01T08:00:00Z","2019-08-01T08:30:00Z",96.76,96.48,97.07,0.02,30,0.20,0.03,0,11.349,11.213,11.505,0.005,30,2.200,0.013,0,10.805,10.626,11.009,0.009,30,0.911,0.017,0
"2019-08-01T08:30:00Z","2019-08-01T09:00:00Z",96.55,96.21,97.05,0.05,30,0.21,0.04,0,11.231,11.097,11.505,0.011,30,2.200,0.019,0,10.655,10.475,11.005,0.019,30,0.913,0.025,0
"2019-08-01T09:00:00Z","2019-08-01T09:30:00Z",96.57,96.14,97.04,0.07,30,0.21,0.05,0,11.222,11.084,11.465,0.011,30,2.200,0.019,0,10.649,10.474,10.962,0.020,30,0.913,0.026,0
"2019-08-01T09:30:00Z","2019-08-01T10:00:00Z",94.88,92.25,96.72,1.92,30,0.54,0.25,1,11.628,11.105,11.973,0.058,30,2.202,0.044,0,10.786,10.498,11.184,0.027,30,0.909,0.030,0
"2019-08-01T10:00:00Z","2019-08-01T10:30:00Z",95.38,93.59,96.67,0.48,30,0.32,0.13,1,11.633,11.373,11.861,0.020,30,2.201,0.026,0,10.871,10.654,11.197,0.024,30,0.910,0.029,0
"2019-08-01T10:30:00Z","2019-08-01T11:00:00Z",95.77,94.57,96.71,0.24,30,0.26,0.09,1,11.736,11.601,11.909,0.009,30,2.200,0.017,0,11.035,10.824,11.239,0.013,30,0.909,0.021,0
"2019-08-01T11:00:00Z","2019-08-01T11:30:00Z",95.94,95.13,96.42,0.13,30,0.23,0.07,1,11.806,11.629,12.019,0.010,30,2.200,0.018,0,11.131,10.909,11.335,0.012,30,0.908,0.020,0
"2019-08-01T11:30:00Z","2019-08-01T12:00:00Z",93.60,91.60,95.66,1.46,30,0.48,0.22,1,12.609,11.956,13.193,0.096,30,2.203,0.057,0,11.556,11.025,12.091,0.065,30,0.905,0.047,0
"2019-08-01T12:00:00Z","2019-08-01T12:30:00Z",88.08,84.91,91.78,3.44,30,0.70,0.34,1,13.896,13.106,14.328,0.157,30,2.205,0.072,0,11.904,11.041,12.586,0.144,30,0.904,0.069,1
"2019-08-01T12:30:00Z","2019-08-01T13:00:00Z",83.06,79.11,89.07,6.65,30,0.96,0.47,1,14.963,14.268,15.366,0.084,30,2.203,0.053,0,12.058,11.641,12.691,0.086,30,0.891,0.054,1
"2019-08-01T13:00:00Z","2019-08-01T13:30:00Z",82.63,80.87,85.00,1.11,30,0.43,0.19,1,15.476,15.278,15.739,0.014,30,2.200,0.022,0,12.486,12.177,12.885,0.032,30,0.887,0.033,0
"2019-08-01T13:30:00Z","2019-08-01T14:00:00Z",78.33,73.25,83.38,9.61,30,1.15,0.57,1,16.324,15.399,17.185,0.295,30,2.209,0.099,0,12.486,12.012,12.908,0.055,30,0.877,0.043,1
"2019-08-01T14:00:00Z","2019-08-01T14:30:00Z",70.97,68.00,74.74,3.54,30,0.71,0.34,1,17.934,17.209,18.636,0.198,30,2.206,0.081,0,12.543,12.068,13.037,0.052,30,0.868,0.042,0
"2019-08-01T14:30:00Z","2019-08-01T15:00:00Z",62.32,55.20,70.40,24.03,30,1.80,0.89,1,19.266,18.586,19.907,0.205,30,2.206,0.083,0,11.797,10.340,13.052,0.747,30,0.909,0.158,1
"2019-08-01T15:00:00Z","2019-08-01T15:30:00Z",54.50,50.15,60.80,6.88,30,0.98,0.48,1,20.246,20.018,20.518,0.029,30,2.201,0.031,0,10.717,9.343,12.367,0.514,30,0.887,0.131,1
"2019-08-01T15:30:00Z","2019-08-01T16:00:00Z",53.38,50.22,56.96,2.52,30,0.61,0.29,1,20.699,20.414,20.917,0.032,30,2.201,0.033,0,10.836,9.871,12.017,0.221,30,0.862,0.086,1
