startDateTime,endDateTime,RHMean,RHMinimum,RHMaximum,RHVariance,RHNumPts,RHExpUncert,RHStdErMean,RHFinalQF,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF,dewTempMean,dewTempMinimum,dewTempMaximum,dewTempVariance,dewTempNumPts,dewTempExpUncert,dewTempStdErMean,dewTempFinalQF
"2019-05-01T00:00:00Z","2019-05-01T00:30:00Z",79.51,77.39,81.51,1.23,30,0.45,0.20,1,3.013,2.979,3.074,0.001,30,2.200,0.005,0,-0.202,-0.545,0.100,0.030,30,0.952,0.032,0
"2019-05-01T00:30:00Z","2019-05-01T01:00:00Z",76.38,75.19,77.57,0.42,30,0.30,0.12,1,2.996,2.956,3.038,0.000,30,2.200,0.004,0,-0.704,-0.912,-0.508,0.013,30,0.950,0.021,0
"2019-05-01T01:00:00Z","2019-05-01T01:30:00Z",75.85,75.05,76.97,0.26,30,0.27,0.09,1,2.946,2.908,2.984,0.001,30,2.200,0.004,0,-0.831,-0.978,-0.623,0.009,30,0.951,0.017,0
"2019-05-01T01:30:00Z","2019-05-01T02:00:00Z",75.98,75.08,77.07,0.29,30,0.27,0.10,1,2.874,2.815,2.931,0.001,30,2.200,0.005,0,-0.871,-0.979,-0.707,0.007,30,0.951,0.015,0
"2019-05-01T02:00:00Z","2019-05-01T02:30:00Z",77.13,75.76,79.08,0.92,30,0.40,0.18,1,2.747,2.639,2.817,0.003,30,2.200,0.009,0,-0.801,-1.007,-0.507,0.019,30,0.954,0.025,0
"2019-05-01T02:30:00Z","2019-05-01T03:00:00Z",80.69,77.88,83.04,2.31,30,0.59,0.28,1,2.409,2.245,2.639,0.013,30,2.200,0.021,0,-0.546,-0.812,-0.251,0.021,30,0.958,0.026,0
"2019-05-01T03:00:00Z","2019-05-01T03:30:00Z",84.31,82.95,85.85,0.64,30,0.35,0.15,0,2.153,2.042,2.244,0.004,30,2.200,0.011,0,-0.233,-0.363,-0.095,0.005,30,0.959,0.013,0
"2019-05-01T03:30:00Z","2019-05-01T04:00:00Z",85.81,85.15,86.55,0.11,30,0.23,0.06,1,2.040,1.996,2.111,0.001,30,2.200,0.005,0,-0.117,-0.211,0.010,0.004,30,0.958,0.011,0
"2019-05-01T04:00:00Z","2019-05-01T04:30:00Z",85.61,85.00,86.23,0.12,30,0.23,0.06,1,2.111,2.085,2.144,0.000,30,2.200,0.003,0,-0.084,-0.182,0.017,0.003,30,0.958,0.010,0
"2019-05-01T04:30:00Z","2019-05-01T05:00:00Z",85.56,84.55,86.57,0.18,30,0.24,0.08,1,2.133,2.080,2.201,0.001,30,2.200,0.006,0,-0.071,-0.225,0.131,0.006,30,0.959,0.014,0
"2019-05-01T05:00:00Z","2019-05-01T05:30:00Z",86.44,85.49,87.56,0.25,30,0.26,0.09,1,2.003,1.921,2.103,0.003,30,2.200,0.010,0,-0.059,-0.167,0.103,0.005,30,0.960,0.013,0
"2019-05-01T05:30:00Z","2019-05-01T06:00:00Z",87.95,86.35,89.38,0.75,30,0.37,0.16,1,1.820,1.676,2.026,0.008,30,2.200,0.016,0,-0.005,-0.155,0.245,0.008,30,0.962,0.016,0
"2019-05-01T06:00:00Z","2019-05-01T06:30:00Z",89.80,89.09,90.54,0.16,30,0.24,0.07,1,1.622,1.573,1.667,0.001,30,2.200,0.005,0,0.080,-0.065,0.237,0.006,30,0.963,0.014,0
"2019-05-01T06:30:00Z","2019-05-01T07:00:00Z",90.73,89.71,92.12,0.36,30,0.29,0.11,0,1.449,1.179,1.579,0.012,30,2.200,0.020,0,0.053,-0.080,0.272,0.005,30,0.966,0.013,0
"2019-05-01T07:00:00Z","2019-05-01T07:30:00Z",93.98,92.52,95.44,0.58,30,0.34,0.14,0,0.767,0.403,1.170,0.076,30,2.202,0.050,0,-0.119,-0.368,0.145,0.028,30,0.973,0.030,0
"2019-05-01T07:30:00Z","2019-05-01T08:00:00Z",96.00,95.45,96.47,0.11,30,0.23,0.06,0,0.205,0.074,0.402,0.007,30,2.200,0.015,0,-0.357,-0.451,-0.253,0.002,30,0.973,0.009,0
"2019-05-01T08:00:00Z","2019-05-01T08:30:00Z",96.67,96.39,96.91,0.02,30,0.20,0.02,0,0.023,-0.046,0.124,0.002,30,2.200,0.008,0,-0.433,-0.489,-0.348,0.002,30,0.974,0.007,0
"2019-05-01T08:30:00Z","2019-05-01T09:00:00Z",96.91,96.79,97.02,0.00,30,0.19,0.01,0,-0.039,-0.087,0.027,0.001,30,2.200,0.005,0,-0.457,-0.507,-0.386,0.001,30,1.104,0.005,0
"2019-05-01T09:00:00Z","2019-05-01T09:30:00Z",97.07,96.92,97.22,0.01,30,0.19,0.01,0,-0.066,-0.140,0.012,0.002,30,2.200,0.007,0,-0.461,-0.538,-0.382,0.001,30,1.105,0.007,0
"2019-05-01T09:30:00Z","2019-05-01T10:00:00Z",97.17,97.10,97.29,0.00,30,0.19,0.01,0,-0.080,-0.141,0.009,0.002,30,2.200,0.008,0,-0.462,-0.524,-0.380,0.002,30,1.104,0.008,0
"2019-05-01T10:00:00Z","2019-05-01T10:30:00Z",96.83,96.61,97.07,0.02,30,0.20,0.03,0,-0.016,-0.091,0.108,0.001,30,2.200,0.007,0,-0.447,-0.501,-0.336,0.001,30,1.104,0.006,0
"2019-05-01T10:30:00Z","2019-05-01T11:00:00Z",96.62,96.45,96.78,0.01,30,0.19,0.02,0,0.003,-0.048,0.071,0.001,30,2.200,0.006,0,-0.456,-0.520,-0.379,0.001,30,0.973,0.006,0
"2019-05-01T11:00:00Z","2019-05-01T11:30:00Z",96.07,95.73,96.51,0.06,30,0.21,0.05,0,0.171,0.038,0.275,0.005,30,2.200,0.012,0,-0.377,-0.463,-0.288,0.002,30,0.972,0.007,0
"2019-05-01T11:30:00Z","2019-05-01T12:00:00Z",95.41,95.08,95.71,0.02,30,0.20,0.03,0,0.335,0.221,0.483,0.005,30,2.200,0.013,0,-0.318,-0.424,-0.226,0.003,30,0.971,0.010,0
"2019-05-01T12:00:00Z","2019-05-01T12:30:00Z",94.94,94.72,95.27,0.01,30,0.20,0.02,0,0.593,0.469,0.729,0.006,30,2.200,0.014,0,-0.151,-0.280,-0.027,0.006,30,0.969,0.014,0
"2019-05-01T12:30:00Z","2019-05-01T13:00:00Z",94.43,94.05,94.71,0.03,30,0.20,0.03,0,0.784,0.706,0.880,0.002,30,2.200,0.008,0,-0.049,-0.127,0.080,0.002,30,0.968,0.009,0
"2019-05-01T13:00:00Z","2019-05-01T13:30:00Z",94.80,94.48,95.20,0.03,30,0.20,0.03,0,0.857,0.809,0.927,0.001,30,2.200,0.006,0,0.069,-0.013,0.195,0.003,30,0.968,0.011,0
"2019-05-01T13:30:00Z","2019-05-01T14:00:00Z",94.81,94.43,95.26,0.06,30,0.21,0.04,0,0.981,0.871,1.094,0.003,30,2.200,0.010,0,0.194,0.083,0.330,0.003,30,0.968,0.010,0
"2019-05-01T14:00:00Z","2019-05-01T14:30:00Z",95.12,94.41,95.64,0.11,30,0.23,0.06,0,0.845,0.789,0.927,0.001,30,2.200,0.006,0,0.105,0.028,0.220,0.002,30,0.969,0.009,0
"2019-05-01T14:30:00Z","2019-05-01T15:00:00Z",94.92,94.10,95.51,0.19,30,0.25,0.08,0,1.072,0.840,1.258,0.016,30,2.200,0.023,0,0.299,0.150,0.409,0.006,30,0.966,0.014,0
"2019-05-01T15:00:00Z","2019-05-01T15:30:00Z",93.72,92.28,94.33,0.26,30,0.27,0.09,0,1.464,1.265,1.664,0.015,30,2.200,0.022,0,0.513,0.387,0.633,0.005,30,0.963,0.013,0
"2019-05-01T15:30:00Z","2019-05-01T16:00:00Z",91.84,90.72,92.97,0.27,30,0.27,0.09,0,1.865,1.703,1.944,0.004,30,2.200,0.011,0,0.631,0.472,0.755,0.008,30,0.962,0.016,0
"2019-05-01T16:00:00Z","2019-05-01T16:30:00Z",91.57,90.80,92.59,0.18,30,0.24,0.08,1,1.856,1.814,1.937,0.001,30,2.200,0.005,0,0.581,0.443,0.783,0.007,30,0.962,0.015,0
"2019-05-01T16:30:00Z","2019-05-01T17:00:00Z",93.67,91.97,94.89,0.74,30,0.37,0.16,0,1.961,1.869,2.068,0.003,30,2.200,0.010,0,1.000,0.708,1.281,0.032,30,0.964,0.032,0
"2019-05-01T17:00:00Z","2019-05-01T17:30:00Z",94.73,94.13,95.21,0.12,30,0.23,0.06,0,2.135,1.989,2.281,0.006,30,2.200,0.014,0,1.329,1.161,1.490,0.004,30,0.961,0.012,0
"2019-05-01T17:30:00Z","2019-05-01T18:00:00Z",93.47,92.58,94.50,0.26,30,0.27,0.09,0,2.178,2.118,2.279,0.002,30,2.200,0.008,0,1.186,1.006,1.439,0.013,30,0.961,0.021,0
"2019-05-01T18:00:00Z","2019-05-01T18:30:00Z",94.31,93.83,94.86,0.05,30,0.21,0.04,0,2.026,1.925,2.124,0.003,30,2.200,0.010,0,1.159,1.024,1.310,0.004,30,0.962,0.012,0
"2019-05-01T18:30:00Z","2019-05-01T19:00:00Z",93.62,92.41,94.26,0.15,30,0.24,0.07,0,2.329,1.997,2.594,0.030,30,2.201,0.032,0,1.358,1.061,1.587,0.019,30,0.959,0.025,0
"2019-05-01T19:00:00Z","2019-05-01T19:30:00Z",90.69,87.90,93.17,1.96,30,0.55,0.26,1,2.798,2.467,3.121,0.037,30,2.201,0.035,0,1.377,1.164,1.659,0.017,30,0.955,0.024,0
"2019-05-01T19:30:00Z","2019-05-01T20:00:00Z",87.73,85.87,90.40,1.84,30,0.53,0.25,1,3.267,3.089,3.548,0.016,30,2.200,0.023,0,1.379,1.002,1.866,0.037,30,0.953,0.035,0
"2019-05-01T20:00:00Z","2019-05-01T20:30:00Z",85.76,83.64,88.08,1.36,30,0.47,0.21,1,3.243,3.112,3.529,0.011,30,2.200,0.019,0,1.040,0.665,1.406,0.045,30,0.955,0.039,0
"2019-05-01T20:30:00Z","2019-05-01T21:00:00Z",85.18,83.85,86.36,0.46,30,0.31,0.12,1,3.245,3.060,3.465,0.011,30,2.200,0.019,0,0.948,0.745,1.137,0.013,30,0.953,0.021,0
"2019-05-01T21:00:00Z","2019-05-01T21:30:00Z",84.65,83.29,86.57,0.83,30,0.38,0.17,1,3.232,3.135,3.362,0.005,30,2.200,0.012,0,0.848,0.596,1.116,0.018,30,0.953,0.024,0
"2019-05-01T21:30:00Z","2019-05-01T22:00:00Z",83.82,82.41,85.16,0.51,30,0.32,0.13,1,3.109,3.024,3.196,0.003,30,2.200,0.011,0,0.591,0.299,0.891,0.029,30,0.954,0.031,0
"2019-05-01T22:00:00Z","2019-05-01T22:30:00Z",83.10,82.32,84.42,0.34,30,0.29,0.11,1,3.050,2.907,3.133,0.004,30,2.200,0.012,0,0.413,0.259,0.707,0.014,30,0.954,0.021,0
"2019-05-01T22:30:00Z","2019-05-01T23:00:00Z",84.02,82.84,85.14,0.47,30,0.31,0.13,1,2.914,2.865,3.004,0.001,30,2.200,0.007,0,0.432,0.234,0.689,0.015,30,0.954,0.023,0
"2019-05-01T23:00:00Z","2019-05-01T23:30:00Z",85.30,84.12,87.21,0.58,30,0.34,0.14,1,2.823,2.715,2.884,0.002,30,2.200,0.008,0,0.553,0.372,0.870,0.017,30,0.956,0.024,0
"2019-05-01T23:30:00Z","2019-05-02T00:00:00Z",86.22,85.06,88.20,0.73,30,0.37,0.16,1,2.676,2.582,2.730,0.001,30,2.200,0.007,0,0.556,0.358,0.797,0.016,30,0.957,0.023,0
"2019-05-02T00:00:00Z","2019-05-02T00:30:00Z",90.60,88.37,93.05,1.97,30,0.55,0.26,1,2.383,2.236,2.590,0.011,30,2.200,0.020,0,0.954,0.699,1.242,0.017,30,0.961,0.024,0
"2019-05-02T00:30:00Z","2019-05-02T01:00:00Z",94.04,92.57,95.24,0.71,30,0.36,0.15,0,2.095,1.941,2.259,0.010,30,2.200,0.018,0,1.187,1.000,1.364,0.011,30,0.963,0.019,0
"2019-05-02T01:00:00Z","2019-05-02T01:30:00Z",95.15,94.91,95.50,0.02,30,0.20,0.03,0,1.851,1.703,2.042,0.010,30,2.200,0.018,0,1.109,0.956,1.351,0.013,30,0.964,0.021,0
"2019-05-02T01:30:00Z","2019-05-02T02:00:00Z",95.69,95.33,96.08,0.06,30,0.21,0.05,0,1.639,1.536,1.761,0.002,30,2.200,0.009,0,0.976,0.900,1.057,0.001,30,0.965,0.006,0
"2019-05-02T02:00:00Z","2019-05-02T02:30:00Z",95.78,95.51,95.95,0.01,30,0.19,0.02,0,1.449,1.385,1.523,0.002,30,2.200,0.008,0,0.800,0.737,0.889,0.002,30,0.965,0.008,0
"2019-05-02T02:30:00Z","2019-05-02T03:00:00Z",95.45,95.12,95.89,0.04,30,0.20,0.04,0,1.392,1.325,1.484,0.002,30,2.200,0.007,0,0.696,0.589,0.801,0.004,30,0.966,0.011,0
"2019-05-02T03:00:00Z","2019-05-02T03:30:00Z",95.76,95.46,95.99,0.03,30,0.20,0.03,0,1.316,1.250,1.384,0.001,30,2.200,0.007,0,0.664,0.602,0.746,0.001,30,0.966,0.006,0
"2019-05-02T03:30:00Z","2019-05-02T04:00:00Z",94.92,94.41,95.61,0.08,30,0.22,0.05,0,1.371,1.294,1.483,0.002,30,2.200,0.008,0,0.599,0.502,0.733,0.004,30,0.965,0.011,0
"2019-05-02T04:00:00Z","2019-05-02T04:30:00Z",94.89,94.44,95.30,0.06,30,0.21,0.05,0,1.394,1.330,1.475,0.002,30,2.200,0.008,0,0.617,0.516,0.756,0.005,30,0.966,0.013,0
"2019-05-02T04:30:00Z","2019-05-02T05:00:00Z",95.88,95.12,96.48,0.16,30,0.24,0.07,0,1.360,1.280,1.534,0.003,30,2.200,0.011,0,0.726,0.623,0.863,0.004,30,0.966,0.012,0
"2019-05-02T05:00:00Z","2019-05-02T05:30:00Z",96.58,96.39,96.72,0.01,30,0.19,0.01,0,1.336,1.221,1.427,0.003,30,2.200,0.010,0,0.803,0.686,0.883,0.003,30,0.966,0.010,0
"2019-05-02T05:30:00Z","2019-05-02T06:00:00Z",96.13,95.82,96.35,0.01,30,0.19,0.02,0,1.422,1.345,1.477,0.001,30,2.200,0.006,0,0.824,0.704,0.910,0.002,30,0.966,0.008,0
"2019-05-02T06:00:00Z","2019-05-02T06:30:00Z",96.13,95.83,96.30,0.02,30,0.20,0.02,0,1.387,1.319,1.465,0.001,30,2.200,0.007,0,0.790,0.686,0.884,0.002,30,0.966,0.009,0
"2019-05-02T06:30:00Z","2019-05-02T07:00:00Z",96.34,96.01,96.77,0.06,30,0.21,0.04,0,1.335,1.219,1.424,0.002,30,2.200,0.009,0,0.768,0.702,0.837,0.001,30,0.967,0.007,0
"2019-05-02T07:00:00Z","2019-05-02T07:30:00Z",97.23,96.81,97.56,0.05,30,0.21,0.04,0,1.281,1.214,1.392,0.002,30,2.200,0.007,0,0.841,0.746,0.961,0.003,30,0.967,0.010,0
"2019-05-02T07:30:00Z","2019-05-02T08:00:00Z",97.69,97.51,97.90,0.01,30,0.19,0.02,0,1.283,1.203,1.379,0.002,30,2.200,0.009,0,0.909,0.807,1.031,0.003,30,0.966,0.011,0
"2019-05-02T08:00:00Z","2019-05-02T08:30:00Z",97.93,97.81,98.08,0.00,30,0.19,0.01,0,1.323,1.262,1.426,0.001,30,2.200,0.007,0,0.983,0.909,1.096,0.002,30,0.966,0.007,0
"2019-05-02T08:30:00Z","2019-05-02T09:00:00Z",98.05,97.98,98.13,0.00,30,0.19,0.01,0,1.372,1.271,1.462,0.002,30,2.200,0.008,0,1.050,0.937,1.150,0.003,30,0.966,0.009,0
"2019-05-02T09:00:00Z","2019-05-02T09:30:00Z",98.08,97.98,98.16,0.00,30,0.19,0.01,0,1.456,1.334,1.556,0.003,30,2.200,0.009,0,1.137,1.013,1.240,0.003,30,0.966,0.010,0
"2019-05-02T09:30:00Z","2019-05-02T10:00:00Z",97.99,97.88,98.11,0.00,30,0.19,0.01,0,1.541,1.466,1.625,0.002,30,2.200,0.007,0,1.210,1.135,1.292,0.002,30,0.965,0.008,0
"2019-05-02T10:00:00Z","2019-05-02T10:30:00Z",97.56,97.26,97.88,0.03,30,0.20,0.03,0,1.607,1.539,1.735,0.002,30,2.200,0.009,0,1.213,1.108,1.366,0.003,30,0.965,0.010,0
"2019-05-02T10:30:00Z","2019-05-02T11:00:00Z",97.28,97.22,97.40,0.00,30,0.19,0.01,0,1.551,1.490,1.682,0.001,30,2.200,0.007,0,1.117,1.049,1.266,0.002,30,0.965,0.008,0
"2019-05-02T11:00:00Z","2019-05-02T11:30:00Z",97.31,97.20,97.46,0.00,30,0.19,0.01,0,1.470,1.361,1.602,0.002,30,2.200,0.009,0,1.041,0.917,1.195,0.003,30,0.966,0.010,0
"2019-05-02T11:30:00Z","2019-05-02T12:00:00Z",97.16,97.07,97.32,0.00,30,0.19,0.01,0,1.400,1.335,1.497,0.002,30,2.200,0.008,0,0.950,0.880,1.055,0.002,30,0.966,0.009,0
"2019-05-02T12:00:00Z","2019-05-02T12:30:00Z",97.26,97.16,97.37,0.00,30,0.19,0.01,0,1.429,1.356,1.505,0.002,30,2.200,0.008,0,0.994,0.909,1.084,0.002,30,0.966,0.009,0
