startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2019-09-01T00:00:00Z","2019-09-01T00:30:00Z",96.57349,96.57082,96.58082,0.00002,30.00000,0.01728,0.00082,1,102.34221,0.07836,1
"2019-09-01T00:30:00Z","2019-09-01T01:00:00Z",96.57082,96.57082,96.57082,0.00000,30.00000,0.01720,0.00000,1,102.36893,0.07896,1
"2019-09-01T01:00:00Z","2019-09-01T01:30:00Z",96.57082,96.57082,96.57082,0.00000,30.00000,0.01720,0.00000,1,102.40085,0.07947,1
"2019-09-01T01:30:00Z","2019-09-01T02:00:00Z",96.56349,96.56082,96.57082,0.00002,30.00000,0.01728,0.00082,1,102.41123,0.07977,1
"2019-09-01T02:00:00Z","2019-09-01T02:30:00Z",96.55815,96.55082,96.57082,0.00003,30.00000,0.01733,0.00107,0,102.40887,0.07983,0
"2019-09-01T02:30:00Z","2019-09-01T03:00:00Z",96.56816,96.56082,96.57082,0.00002,30.00000,0.01728,0.00082,0,102.42575,0.07993,0
"2019-09-01T03:00:00Z","2019-09-01T03:30:00Z",96.57116,96.57082,96.58082,0.00000,30.00000,0.01721,0.00033,0,102.43786,0.08004,0
"2019-09-01T03:30:00Z","2019-09-01T04:00:00Z",96.57316,96.57082,96.58082,0.00002,30.00000,0.01727,0.00079,1,102.44473,0.08013,1
"2019-09-01T04:00:00Z","2019-09-01T04:30:00Z",96.55582,96.54082,96.57082,0.00010,30.00000,0.01759,0.00184,0,102.43367,0.08031,0
"2019-09-01T04:30:00Z","2019-09-01T05:00:00Z",96.53449,96.53082,96.54082,0.00002,30.00000,0.01729,0.00090,0,102.41462,0.08027,0
"2019-09-01T05:00:00Z","2019-09-01T05:30:00Z",96.54016,96.53082,96.54082,0.00001,30.00000,0.01722,0.00046,0,102.42464,0.08031,0
"2019-09-01T05:30:00Z","2019-09-01T06:00:00Z",96.53282,96.52082,96.54082,0.00005,30.00000,0.01740,0.00130,0,102.41904,0.08038,0
"2019-09-01T06:00:00Z","2019-09-01T06:30:00Z",96.50548,96.49082,96.52082,0.00010,30.00000,0.01759,0.00184,0,102.39010,0.08042,0
"2019-09-01T06:30:00Z","2019-09-01T07:00:00Z",96.48215,96.48081,96.49082,0.00001,30.00000,0.01725,0.00063,0,102.36150,0.08027,0
"2019-09-01T07:00:00Z","2019-09-01T07:30:00Z",96.48748,96.48081,96.49082,0.00002,30.00000,0.01729,0.00088,0,102.36374,0.08023,0
"2019-09-01T07:30:00Z","2019-09-01T08:00:00Z",96.47715,96.47082,96.48081,0.00002,30.00000,0.01729,0.00089,0,102.35442,0.08025,0
"2019-09-01T08:00:00Z","2019-09-01T08:30:00Z",96.45415,96.44081,96.47082,0.00007,30.00000,0.01747,0.00154,0,102.31877,0.08010,0
"2019-09-01T08:30:00Z","2019-09-01T09:00:00Z",96.43448,96.42081,96.44081,0.00004,30.00000,0.01737,0.00122,0,102.29777,0.08003,0
"2019-09-01T09:00:00Z","2019-09-01T09:30:00Z",96.40814,96.39081,96.43081,0.00021,30.00000,0.01798,0.00262,0,102.27271,0.08020,0
"2019-09-01T09:30:00Z","2019-09-01T10:00:00Z",96.38114,96.37080,96.39081,0.00004,30.00000,0.01735,0.00112,0,102.24763,0.08007,0
"2019-09-01T10:00:00Z","2019-09-01T10:30:00Z",96.36281,96.35081,96.37080,0.00004,30.00000,0.01737,0.00121,0,102.23148,0.08011,0
"2019-09-01T10:30:00Z","2019-09-01T11:00:00Z",96.33547,96.32081,96.35081,0.00009,30.00000,0.01756,0.00178,0,102.20399,0.08015,0
"2019-09-01T11:00:00Z","2019-09-01T11:30:00Z",96.32980,96.32081,96.33080,0.00001,30.00000,0.01724,0.00056,0,102.20330,0.08016,0
"2019-09-01T11:30:00Z","2019-09-01T12:00:00Z",96.34180,96.33080,96.35081,0.00004,30.00000,0.01734,0.00111,0,102.21373,0.08017,0
"2019-09-01T12:00:00Z","2019-09-01T12:30:00Z",96.35014,96.34080,96.35081,0.00001,30.00000,0.01722,0.00046,0,102.20766,0.07991,0
"2019-09-01T12:30:00Z","2019-09-01T13:00:00Z",96.34781,96.34080,96.35081,0.00002,30.00000,0.01728,0.00085,0,102.19403,0.07969,0
"2019-09-01T13:00:00Z","2019-09-01T13:30:00Z",96.33847,96.33080,96.34080,0.00002,30.00000,0.01727,0.00079,0,102.17476,0.07956,0
"2019-09-01T13:30:00Z","2019-09-01T14:00:00Z",96.32447,96.31080,96.33080,0.00006,30.00000,0.01743,0.00140,0,102.14712,0.07937,0
"2019-09-01T14:00:00Z","2019-09-01T14:30:00Z",96.29714,96.29080,96.31080,0.00005,30.00000,0.01740,0.00131,0,102.10562,0.07913,0
"2019-09-01T14:30:00Z","2019-09-01T15:00:00Z",96.26513,96.25080,96.28080,0.00009,30.00000,0.01754,0.00171,0,102.04684,0.07877,0
"2019-09-01T15:00:00Z","2019-09-01T15:30:00Z",96.25047,96.24080,96.25080,0.00000,30.00000,0.01721,0.00033,0,102.02031,0.07839,0
"2019-09-01T15:30:00Z","2019-09-01T16:00:00Z",96.23380,96.22080,96.25080,0.00005,30.00000,0.01739,0.00128,0,101.99151,0.07826,0
"2019-09-01T16:00:00Z","2019-09-01T16:30:00Z",96.20846,96.19079,96.22080,0.00015,30.00000,0.01777,0.00223,0,101.95275,0.07814,0
"2019-09-01T16:30:00Z","2019-09-01T17:00:00Z",96.16846,96.15079,96.19079,0.00021,30.00000,0.01800,0.00266,0,101.89548,0.07789,1
"2019-09-01T17:00:00Z","2019-09-01T17:30:00Z",96.14079,96.13079,96.15079,0.00003,30.00000,0.01733,0.00107,0,101.85699,0.07757,0
"2019-09-01T17:30:00Z","2019-09-01T18:00:00Z",96.11379,96.09078,96.14079,0.00026,30.00000,0.01817,0.00292,0,101.82248,0.07768,1
"2019-09-01T18:00:00Z","2019-09-01T18:30:00Z",96.08112,96.06078,96.09078,0.00009,30.00000,0.01756,0.00176,0,101.77596,0.07728,1
"2019-09-01T18:30:00Z","2019-09-01T19:00:00Z",96.04345,96.03078,96.06078,0.00014,30.00000,0.01775,0.00219,0,101.73014,0.07721,1
"2019-09-01T19:00:00Z","2019-09-01T19:30:00Z",96.02078,96.01078,96.03078,0.00006,30.00000,0.01744,0.00144,0,101.69936,0.07697,1
"2019-09-01T19:30:00Z","2019-09-01T20:00:00Z",95.99211,95.98077,96.01078,0.00012,30.00000,0.01764,0.00196,0,101.66078,0.07692,0
"2019-09-01T20:00:00Z","2019-09-01T20:30:00Z",95.97478,95.97078,95.98077,0.00002,30.00000,0.01730,0.00091,0,101.64410,0.07680,1
"2019-09-01T20:30:00Z","2019-09-01T21:00:00Z",95.96011,95.95077,95.97078,0.00007,30.00000,0.01746,0.00151,0,101.63246,0.07699,0
"2019-09-01T21:00:00Z","2019-09-01T21:30:00Z",95.94744,95.93078,95.96078,0.00004,30.00000,0.01737,0.00121,0,101.62436,0.07710,1
"2019-09-01T21:30:00Z","2019-09-01T22:00:00Z",95.94244,95.94077,95.95077,0.00001,30.00000,0.01726,0.00069,0,101.63364,0.07709,0
"2019-09-01T22:00:00Z","2019-09-01T22:30:00Z",95.93044,95.92077,95.94077,0.00003,30.00000,0.01732,0.00102,0,101.63275,0.07754,0
"2019-09-01T22:30:00Z","2019-09-01T23:00:00Z",95.92644,95.92077,95.93078,0.00003,30.00000,0.01730,0.00092,0,101.64119,0.07788,1
"2019-09-01T23:00:00Z","2019-09-01T23:30:00Z",95.91111,95.90077,95.93078,0.00007,30.00000,0.01748,0.00155,0,101.62089,0.07788,0
"2019-09-01T23:30:00Z","2019-09-02T00:00:00Z",95.88944,95.88077,95.90077,0.00004,30.00000,0.01735,0.00115,0,101.59348,0.07778,1
"2019-09-02T00:00:00Z","2019-09-02T00:30:00Z",95.88510,95.88077,95.89077,0.00003,30.00000,0.01730,0.00092,0,101.59162,0.07780,0
"2019-09-02T00:30:00Z","2019-09-02T01:00:00Z",95.87643,95.87077,95.88077,0.00003,30.00000,0.01730,0.00092,0,101.58548,0.07786,0
"2019-09-02T01:00:00Z","2019-09-02T01:30:00Z",95.88810,95.88077,95.89077,0.00002,30.00000,0.01728,0.00082,0,101.59912,0.07787,1
"2019-09-02T01:30:00Z","2019-09-02T02:00:00Z",95.88644,95.88077,95.89077,0.00003,30.00000,0.01730,0.00092,0,101.59804,0.07782,0
"2019-09-02T02:00:00Z","2019-09-02T02:30:00Z",95.89411,95.89077,95.90077,0.00002,30.00000,0.01729,0.00088,0,101.60776,0.07786,0
"2019-09-02T02:30:00Z","2019-09-02T03:00:00Z",95.90444,95.89077,95.91077,0.00004,30.00000,0.01737,0.00122,0,101.61965,0.07794,0
"2019-09-02T03:00:00Z","2019-09-02T03:30:00Z",95.89611,95.89077,95.90077,0.00003,30.00000,0.01730,0.00093,0,101.61352,0.07797,0
"2019-09-02T03:30:00Z","2019-09-02T04:00:00Z",95.90344,95.90077,95.91077,0.00002,30.00000,0.01728,0.00082,0,101.62299,0.07803,0
"2019-09-02T04:00:00Z","2019-09-02T04:30:00Z",95.91877,95.91077,95.93078,0.00003,30.00000,0.01732,0.00101,0,101.64272,0.07814,0
"2019-09-02T04:30:00Z","2019-09-02T05:00:00Z",95.91077,95.91077,95.91077,0.00000,30.00000,0.01720,0.00000,0,101.63613,0.07818,0
"2019-09-02T05:00:00Z","2019-09-02T05:30:00Z",95.91977,95.91077,95.92077,0.00001,30.00000,0.01724,0.00056,0,101.64753,0.07827,0
"2019-09-02T05:30:00Z","2019-09-02T06:00:00Z",95.92177,95.92077,95.93078,0.00001,30.00000,0.01724,0.00056,0,101.65135,0.07834,0
"2019-09-02T06:00:00Z","2019-09-02T06:30:00Z",95.92344,95.92077,95.93078,0.00002,30.00000,0.01728,0.00082,0,101.65361,0.07839,0
