startDateTime,endDateTime,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF
"2019-10-01T00:00:00Z","2019-10-01T00:30:00Z",18.798,18.376,19.145,0.036,30,2.201,0.035,0
"2019-10-01T00:30:00Z","2019-10-01T01:00:00Z",19.065,18.802,19.612,0.048,30,2.201,0.040,0
"2019-10-01T01:00:00Z","2019-10-01T01:30:00Z",19.106,18.651,19.640,0.090,30,2.203,0.055,0
"2019-10-01T01:30:00Z","2019-10-01T02:00:00Z",18.849,18.551,19.217,0.026,30,2.201,0.030,0
"2019-10-01T02:00:00Z","2019-10-01T02:30:00Z",19.007,18.535,19.662,0.094,30,2.203,0.056,0
"2019-10-01T02:30:00Z","2019-10-01T03:00:00Z",19.786,18.970,20.525,0.135,30,2.204,0.067,0
"2019-10-01T03:00:00Z","2019-10-01T03:30:00Z",20.945,20.452,21.359,0.058,30,2.202,0.044,0
"2019-10-01T03:30:00Z","2019-10-01T04:00:00Z",21.548,21.157,21.765,0.023,30,2.201,0.028,0
"2019-10-01T04:00:00Z","2019-10-01T04:30:00Z",21.194,20.934,21.407,0.014,30,2.200,0.022,0
"2019-10-01T04:30:00Z","2019-10-01T05:00:00Z",21.071,20.682,21.356,0.041,30,2.201,0.037,0
"2019-10-01T05:00:00Z","2019-10-01T05:30:00Z",21.174,20.414,21.401,0.078,30,2.202,0.051,0
"2019-10-01T05:30:00Z","2019-10-01T06:00:00Z",19.744,19.082,20.682,0.180,30,2.205,0.077,0
"2019-10-01T06:00:00Z","2019-10-01T06:30:00Z",19.860,19.123,20.669,0.239,30,2.207,0.089,0
"2019-10-01T06:30:00Z","2019-10-01T07:00:00Z",20.791,20.376,21.055,0.029,30,2.201,0.031,0
"2019-10-01T07:00:00Z","2019-10-01T07:30:00Z",21.103,20.571,21.341,0.044,30,2.201,0.038,0
"2019-10-01T07:30:00Z","2019-10-01T08:00:00Z",20.986,20.352,21.165,0.043,30,2.201,0.038,0
"2019-10-01T08:00:00Z","2019-10-01T08:30:00Z",19.381,18.707,20.238,0.196,30,2.206,0.081,0
"2019-10-01T08:30:00Z","2019-10-01T09:00:00Z",18.156,17.685,18.656,0.073,30,2.202,0.049,0
"2019-10-01T09:00:00Z","2019-10-01T09:30:00Z",17.132,16.367,17.664,0.139,30,2.204,0.068,0
"2019-10-01T09:30:00Z","2019-10-01T10:00:00Z",15.919,15.651,16.322,0.039,30,2.201,0.036,0
"2019-10-01T10:00:00Z","2019-10-01T10:30:00Z",15.551,15.490,15.643,0.002,30,2.200,0.008,0
"2019-10-01T10:30:00Z","2019-10-01T11:00:00Z",15.353,15.207,15.551,0.007,30,2.200,0.016,0
"2019-10-01T11:00:00Z","2019-10-01T11:30:00Z",14.901,14.381,15.202,0.062,30,2.202,0.046,0
"2019-10-01T11:30:00Z","2019-10-01T12:00:00Z",13.758,13.374,14.306,0.077,30,2.202,0.051,0
"2019-10-01T12:00:00Z","2019-10-01T12:30:00Z",13.136,13.000,13.372,0.015,30,2.200,0.022,0
"2019-10-01T12:30:00Z","2019-10-01T13:00:00Z",12.946,12.865,13.022,0.002,30,2.200,0.009,0
"2019-10-01T13:00:00Z","2019-10-01T13:30:00Z",12.887,12.854,12.931,0.000,30,2.200,0.004,0
"2019-10-01T13:30:00Z","2019-10-01T14:00:00Z",12.857,12.726,12.970,0.004,30,2.200,0.012,0
"2019-10-01T14:00:00Z","2019-10-01T14:30:00Z",12.787,12.717,12.868,0.002,30,2.200,0.008,0
"2019-10-01T14:30:00Z","2019-10-01T15:00:00Z",12.633,12.532,12.854,0.007,30,2.200,0.015,0
"2019-10-01T15:00:00Z","2019-10-01T15:30:00Z",12.769,12.605,12.869,0.006,30,2.200,0.014,0
"2019-10-01T15:30:00Z","2019-10-01T16:00:00Z",13.056,12.847,13.208,0.010,30,2.200,0.019,0
"2019-10-01T16:00:00Z","2019-10-01T16:30:00Z",13.223,12.947,13.445,0.018,30,2.201,0.024,0
"2019-10-01T16:30:00Z","2019-10-01T17:00:00Z",13.325,13.193,13.497,0.009,30,2.200,0.017,0
"2019-10-01T17:00:00Z","2019-10-01T17:30:00Z",13.249,13.127,13.508,0.013,30,2.200,0.021,0
"2019-10-01T17:30:00Z","2019-10-01T18:00:00Z",13.285,13.171,13.477,0.008,30,2.200,0.016,0
"2019-10-01T18:00:00Z","2019-10-01T18:30:00Z",13.690,13.512,13.946,0.017,30,2.201,0.024,0
"2019-10-01T18:30:00Z","2019-10-01T19:00:00Z",13.773,13.318,13.926,0.026,30,2.201,0.029,0
"2019-10-01T19:00:00Z","2019-10-01T19:30:00Z",12.786,12.406,13.251,0.051,30,2.202,0.041,0
"2019-10-01T19:30:00Z","2019-10-01T20:00:00Z",11.910,11.435,12.376,0.098,30,2.203,0.057,0
"2019-10-01T20:00:00Z","2019-10-01T20:30:00Z",11.332,11.213,11.533,0.009,30,2.200,0.018,0
"2019-10-01T20:30:00Z","2019-10-01T21:00:00Z",11.255,11.060,11.342,0.007,30,2.200,0.015,0
"2019-10-01T21:00:00Z","2019-10-01T21:30:00Z",10.979,10.799,11.146,0.010,30,2.200,0.018,0
"2019-10-01T21:30:00Z","2019-10-01T22:00:00Z",10.780,10.597,11.016,0.020,30,2.201,0.026,0
"2019-10-01T22:00:00Z","2019-10-01T22:30:00Z",10.491,10.311,10.654,0.013,30,2.200,0.021,0
"2019-10-01T22:30:00Z","2019-10-01T23:00:00Z",10.130,9.931,10.323,0.012,30,2.200,0.020,0
"2019-10-01T23:00:00Z","2019-10-01T23:30:00Z",9.799,9.576,9.931,0.008,30,2.200,0.016,0
"2019-10-01T23:30:00Z","2019-10-02T00:00:00Z",9.563,9.406,9.638,0.003,30,2.200,0.010,0
"2019-10-02T00:00:00Z","2019-10-02T00:30:00Z",9.275,9.092,9.404,0.007,30,2.200,0.016,0
"2019-10-02T00:30:00Z","2019-10-02T01:00:00Z",9.108,9.054,9.163,0.001,30,2.200,0.006,0
"2019-10-02T01:00:00Z","2019-10-02T01:30:00Z",9.063,8.912,9.291,0.010,30,2.200,0.018,0
"2019-10-02T01:30:00Z","2019-10-02T02:00:00Z",8.927,8.699,9.041,0.009,30,2.200,0.018,0
"2019-10-02T02:00:00Z","2019-10-02T02:30:00Z",8.702,8.622,8.773,0.001,30,2.200,0.006,0
"2019-10-02T02:30:00Z","2019-10-02T03:00:00Z",8.624,8.481,8.796,0.008,30,2.200,0.017,0
"2019-10-02T03:00:00Z","2019-10-02T03:30:00Z",8.774,8.671,8.904,0.004,30,2.200,0.011,0
"2019-10-02T03:30:00Z","2019-10-02T04:00:00Z",8.724,8.599,8.890,0.005,30,2.200,0.013,0
"2019-10-02T04:00:00Z","2019-10-02T04:30:00Z",8.744,8.656,8.845,0.003,30,2.200,0.010,0
"2019-10-02T04:30:00Z","2019-10-02T05:00:00Z",8.684,8.533,8.828,0.006,30,2.200,0.015,0
"2019-10-02T05:00:00Z","2019-10-02T05:30:00Z",8.553,8.459,8.706,0.004,30,2.200,0.011,0
"2019-10-02T05:30:00Z","2019-10-02T06:00:00Z",8.356,8.290,8.571,0.003,30,2.200,0.011,0
"2019-10-02T06:00:00Z","2019-10-02T06:30:00Z",8.377,8.155,8.472,0.011,30,2.200,0.019,0
"2019-10-02T06:30:00Z","2019-10-02T07:00:00Z",8.045,7.892,8.161,0.005,30,2.200,0.013,0
"2019-10-02T07:00:00Z","2019-10-02T07:30:00Z",7.968,7.902,8.097,0.001,30,2.200,0.007,0
"2019-10-02T07:30:00Z","2019-10-02T08:00:00Z",7.758,7.617,7.920,0.008,30,2.200,0.016,0
"2019-10-02T08:00:00Z","2019-10-02T08:30:00Z",7.514,7.421,7.751,0.004,30,2.200,0.012,0
"2019-10-02T08:30:00Z","2019-10-02T09:00:00Z",7.530,7.426,7.634,0.003,30,2.200,0.010,0
"2019-10-02T09:00:00Z","2019-10-02T09:30:00Z",7.533,7.427,7.624,0.003,30,2.200,0.010,0
"2019-10-02T09:30:00Z","2019-10-02T10:00:00Z",7.298,7.186,7.478,0.004,30,2.200,0.011,0
"2019-10-02T10:00:00Z","2019-10-02T10:30:00Z",7.053,6.864,7.367,0.019,30,2.201,0.025,0
"2019-10-02T10:30:00Z","2019-10-02T11:00:00Z",6.776,6.691,6.875,0.002,30,2.200,0.008,0
"2019-10-02T11:00:00Z","2019-10-02T11:30:00Z",6.668,6.481,6.866,0.011,30,2.200,0.019,0
"2019-10-02T11:30:00Z","2019-10-02T12:00:00Z",6.625,6.462,6.810,0.009,30,2.200,0.017,0
"2019-10-02T12:00:00Z","2019-10-02T12:30:00Z",6.585,6.438,6.764,0.006,30,2.200,0.014,0
"2019-10-02T12:30:00Z","2019-10-02T13:00:00Z",6.504,6.344,6.624,0.006,30,2.200,0.014,0
"2019-10-02T13:00:00Z","2019-10-02T13:30:00Z",6.369,6.293,6.471,0.002,30,2.200,0.009,0
"2019-10-02T13:30:00Z","2019-10-02T14:00:00Z",6.482,6.359,6.669,0.008,30,2.200,0.016,0
"2019-10-02T14:00:00Z","2019-10-02T14:30:00Z",6.409,6.253,6.648,0.007,30,2.200,0.015,0
"2019-10-02T14:30:00Z","2019-10-02T15:00:00Z",6.436,6.327,6.556,0.005,30,2.200,0.013,0
"2019-10-02T15:00:00Z","2019-10-02T15:30:00Z",6.496,6.324,6.637,0.007,30,2.200,0.015,0
"2019-10-02T15:30:00Z","2019-10-02T16:00:00Z",6.951,6.420,7.275,0.073,30,2.202,0.049,0
"2019-10-02T16:00:00Z","2019-10-02T16:30:00Z",6.777,6.548,7.002,0.014,30,2.200,0.021,0
"2019-10-02T16:30:00Z","2019-10-02T17:00:00Z",6.973,6.846,7.203,0.009,30,2.200,0.018,0
"2019-10-02T17:00:00Z","2019-10-02T17:30:00Z",6.865,6.718,7.059,0.009,30,2.200,0.018,0
"2019-10-02T17:30:00Z","2019-10-02T18:00:00Z",6.987,6.754,7.245,0.021,30,2.201,0.026,0
"2019-10-02T18:00:00Z","2019-10-02T18:30:00Z",7.308,7.075,7.681,0.023,30,2.201,0.028,0
"2019-10-02T18:30:00Z","2019-10-02T19:00:00Z",7.632,7.441,7.910,0.015,30,2.200,0.022,0
"2019-10-02T19:00:00Z","2019-10-02T19:30:00Z",7.869,7.658,7.993,0.007,30,2.200,0.016,0
"2019-10-02T19:30:00Z","2019-10-02T20:00:00Z",8.061,7.994,8.170,0.002,30,2.200,0.008,0
"2019-10-02T20:00:00Z","2019-10-02T20:30:00Z",7.987,7.851,8.203,0.013,30,2.200,0.021,0
"2019-10-02T20:30:00Z","2019-10-02T21:00:00Z",7.858,7.692,7.994,0.008,30,2.200,0.017,0
"2019-10-02T21:00:00Z","2019-10-02T21:30:00Z",7.466,7.216,7.767,0.031,30,2.201,0.032,0
"2019-10-02T21:30:00Z","2019-10-02T22:00:00Z",6.805,6.464,7.180,0.030,30,2.201,0.032,0
"2019-10-02T22:00:00Z","2019-10-02T22:30:00Z",6.377,6.184,6.488,0.006,30,2.200,0.015,0
"2019-10-02T22:30:00Z","2019-10-02T23:00:00Z",6.041,5.854,6.246,0.015,30,2.200,0.023,0
"2019-10-02T23:00:00Z","2019-10-02T23:30:00Z",5.759,5.588,5.865,0.005,30,2.200,0.013,0
"2019-10-02T23:30:00Z","2019-10-03T00:00:00Z",5.644,5.558,5.743,0.002,30,2.200,0.009,0
"2019-10-03T00:00:00Z","2019-10-03T00:30:00Z",5.571,5.455,5.686,0.004,30,2.200,0.011,0
"2019-10-03T00:30:00Z","2019-10-03T01:00:00Z",5.354,5.099,5.667,0.016,30,2.200,0.023,0
"2019-10-03T01:00:00Z","2019-10-03T01:30:00Z",5.224,5.108,5.346,0.004,30,2.200,0.012,0
"2019-10-03T01:30:00Z","2019-10-03T02:00:00Z",5.278,5.111,5.607,0.012,30,2.200,0.020,0
"2019-10-03T02:00:00Z","2019-10-03T02:30:00Z",5.096,4.964,5.227,0.005,30,2.200,0.013,0
"2019-10-03T02:30:00Z","2019-10-03T03:00:00Z",5.017,4.918,5.119,0.003,30,2.200,0.009,0
"2019-10-03T03:00:00Z","2019-10-03T03:30:00Z",5.049,4.881,5.250,0.006,30,2.200,0.014,0
"2019-10-03T03:30:00Z","2019-10-03T04:00:00Z",5.083,5.021,5.226,0.003,30,2.200,0.009,0
"2019-10-03T04:00:00Z","2019-10-03T04:30:00Z",5.101,5.028,5.175,0.002,30,2.200,0.007,0
"2019-10-03T04:30:00Z","2019-10-03T05:00:00Z",5.141,5.018,5.248,0.004,30,2.200,0.012,0
"2019-10-03T05:00:00Z","2019-10-03T05:30:00Z",5.275,5.168,5.463,0.005,30,2.200,0.013,0
"2019-10-03T05:30:00Z","2019-10-03T06:00:00Z",5.415,5.298,5.597,0.006,30,2.200,0.014,0
"2019-10-03T06:00:00Z","2019-10-03T06:30:00Z",5.520,5.411,5.692,0.006,30,2.200,0.014,0
"2019-10-03T06:30:00Z","2019-10-03T07:00:00Z",5.531,5.421,5.660,0.005,30,2.200,0.012,0
"2019-10-03T07:00:00Z","2019-10-03T07:30:00Z",5.623,5.519,5.798,0.004,30,2.200,0.011,0
"2019-10-03T07:30:00Z","2019-10-03T08:00:00Z",5.702,5.620,5.806,0.003,30,2.200,0.010,0
"2019-10-03T08:00:00Z","2019-10-03T08:30:00Z",5.960,5.789,6.157,0.009,30,2.200,0.018,0
"2019-10-03T08:30:00Z","2019-10-03T09:00:00Z",6.088,5.962,6.239,0.005,30,2.200,0.013,0
"2019-10-03T09:00:00Z","2019-10-03T09:30:00Z",6.234,6.096,6.419,0.006,30,2.200,0.015,0
"2019-10-03T09:30:00Z","2019-10-03T10:00:00Z",6.369,6.253,6.559,0.007,30,2.200,0.015,0
"2019-10-03T10:00:00Z","2019-10-03T10:30:00Z",6.671,6.525,6.784,0.005,30,2.200,0.012,0
"2019-10-03T10:30:00Z","2019-10-03T11:00:00Z",6.724,6.572,6.946,0.010,30,2.200,0.018,0
"2019-10-03T11:00:00Z","2019-10-03T11:30:00Z",6.818,6.678,7.148,0.010,30,2.200,0.019,0
"2019-10-03T11:30:00Z","2019-10-03T12:00:00Z",6.889,6.680,7.053,0.009,30,2.200,0.017,0
"2019-10-03T12:00:00Z","2019-10-03T12:30:00Z",6.944,6.815,7.224,0.011,30,2.200,0.019,0
"2019-10-03T12:30:00Z","2019-10-03T13:00:00Z",6.966,6.863,7.080,0.003,30,2.200,0.010,0
"2019-10-03T13:00:00Z","2019-10-03T13:30:00Z",7.027,6.907,7.241,0.006,30,2.200,0.014,0
"2019-10-03T13:30:00Z","2019-10-03T14:00:00Z",7.194,7.047,7.483,0.008,30,2.200,0.016,0
"2019-10-03T14:00:00Z","2019-10-03T14:30:00Z",7.325,7.150,7.532,0.009,30,2.200,0.017,0
"2019-10-03T14:30:00Z","2019-10-03T15:00:00Z",7.317,7.234,7.442,0.003,30,2.200,0.011,0
"2019-10-03T15:00:00Z","2019-10-03T15:30:00Z",7.716,7.408,7.878,0.013,30,2.200,0.021,0
"2019-10-03T15:30:00Z","2019-10-03T16:00:00Z",7.779,7.573,8.070,0.026,30,2.201,0.030,0
"2019-10-03T16:00:00Z","2019-10-03T16:30:00Z",7.678,7.500,7.856,0.011,30,2.200,0.019,0
"2019-10-03T16:30:00Z","2019-10-03T17:00:00Z",8.114,7.851,8.318,0.017,30,2.201,0.024,0
"2019-10-03T17:00:00Z","2019-10-03T17:30:00Z",8.258,8.026,8.435,0.009,30,2.200,0.017,0
"2019-10-03T17:30:00Z","2019-10-03T18:00:00Z",8.274,8.206,8.336,0.001,30,2.200,0.006,0
"2019-10-03T18:00:00Z","2019-10-03T18:30:00Z",8.622,8.333,8.952,0.041,30,2.201,0.037,0
"2019-10-03T18:30:00Z","2019-10-03T19:00:00Z",8.677,8.542,8.866,0.007,30,2.200,0.016,0
"2019-10-03T19:00:00Z","2019-10-03T19:30:00Z",9.204,8.740,9.502,0.072,30,2.202,0.049,0
