startDateTime,endDateTime,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF
"2018-10-01T00:00:00Z","2018-10-01T00:01:00Z",7.632,7.632,7.632,0.000,1,2.200,,0
"2018-10-01T00:01:00Z","2018-10-01T00:02:00Z",7.644,7.644,7.644,0.000,1,2.200,,0
"2018-10-01T00:02:00Z","2018-10-01T00:03:00Z",7.629,7.629,7.629,0.000,1,2.200,,0
"2018-10-01T00:03:00Z","2018-10-01T00:04:00Z",7.653,7.653,7.653,0.000,1,2.200,,0
"2018-10-01T00:04:00Z","2018-10-01T00:05:00Z",7.568,7.568,7.568,0.000,1,2.200,,0
"2018-10-01T00:05:00Z","2018-10-01T00:06:00Z",7.541,7.541,7.541,0.000,1,2.200,,0
"2018-10-01T00:06:00Z","2018-10-01T00:07:00Z",7.523,7.523,7.523,0.000,1,2.200,,0
"2018-10-01T00:07:00Z","2018-10-01T00:08:00Z",7.531,7.531,7.531,0.000,1,2.200,,0
"2018-10-01T00:08:00Z","2018-10-01T00:09:00Z",7.602,7.602,7.602,0.000,1,2.200,,0
"2018-10-01T00:09:00Z","2018-10-01T00:10:00Z",7.573,7.573,7.573,0.000,1,2.200,,0
"2018-10-01T00:10:00Z","2018-10-01T00:11:00Z",7.506,7.506,7.506,0.000,1,2.200,,0
"2018-10-01T00:11:00Z","2018-10-01T00:12:00Z",7.500,7.500,7.500,0.000,1,2.200,,0
"2018-10-01T00:12:00Z","2018-10-01T00:13:00Z",7.499,7.499,7.499,0.000,1,2.200,,0
"2018-10-01T00:13:00Z","2018-10-01T00:14:00Z",7.550,7.550,7.550,0.000,1,2.200,,0
"2018-10-01T00:14:00Z","2018-10-01T00:15:00Z",7.570,7.570,7.570,0.000,1,2.200,,0
"2018-10-01T00:15:00Z","2018-10-01T00:16:00Z",7.567,7.567,7.567,0.000,1,2.200,,0
"2018-10-01T00:16:00Z","2018-10-01T00:17:00Z",7.503,7.503,7.503,0.000,1,2.200,,0
"2018-10-01T00:17:00Z","2018-10-01T00:18:00Z",7.490,7.490,7.490,0.000,1,2.200,,0
"2018-10-01T00:18:00Z","2018-10-01T00:19:00Z",7.479,7.479,7.479,0.000,1,2.200,,0
"2018-10-01T00:19:00Z","2018-10-01T00:20:00Z",7.396,7.396,7.396,0.000,1,2.200,,0
"2018-10-01T00:20:00Z","2018-10-01T00:21:00Z",7.372,7.372,7.372,0.000,1,2.200,,0
"2018-10-01T00:21:00Z","2018-10-01T00:22:00Z",7.366,7.366,7.366,0.000,1,2.200,,0
"2018-10-01T00:22:00Z","2018-10-01T00:23:00Z",7.344,7.344,7.344,0.000,1,2.200,,0
