startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2018-11-01T00:00:00Z","2018-11-01T00:30:00Z",95.29382,95.29149,95.30148,0.00002,30.00000,0.01727,0.00078,0,101.34544,0.08333,0
"2018-11-01T00:30:00Z","2018-11-01T01:00:00Z",95.29449,95.28151,95.30148,0.00006,30.00000,0.01744,0.00145,0,101.35868,0.08358,0
"2018-11-01T01:00:00Z","2018-11-01T01:30:00Z",95.30581,95.30148,95.32144,0.00003,30.00000,0.01732,0.00104,0,101.38114,0.08375,0
"2018-11-01T01:30:00Z","2018-11-01T02:00:00Z",95.31679,95.30148,95.33143,0.00007,30.00000,0.01748,0.00157,0,101.39805,0.08389,0
"2018-11-01T02:00:00Z","2018-11-01T02:30:00Z",95.34940,95.28151,95.39133,0.00086,30.00000,0.02025,0.00534,0,101.43376,0.08465,0
"2018-11-01T02:30:00Z","2018-11-01T03:00:00Z",95.30547,95.27153,95.34141,0.00075,30.00000,0.01988,0.00499,0,101.39063,0.08460,1
"2018-11-01T03:00:00Z","2018-11-01T03:30:00Z",95.35373,95.32144,95.37137,0.00029,30.00000,0.01830,0.00313,0,101.43272,0.08404,1
"2018-11-01T03:30:00Z","2018-11-01T04:00:00Z",95.37603,95.36138,95.39133,0.00010,30.00000,0.01759,0.00184,0,101.46508,0.08404,1
"2018-11-01T04:00:00Z","2018-11-01T04:30:00Z",95.39333,95.38135,95.41130,0.00005,30.00000,0.01740,0.00130,0,101.49643,0.08416,1
"2018-11-01T04:30:00Z","2018-11-01T05:00:00Z",95.40398,95.39133,95.42128,0.00010,30.00000,0.01759,0.00185,0,101.51334,0.08432,1
"2018-11-01T05:00:00Z","2018-11-01T05:30:00Z",95.39899,95.39133,95.41130,0.00004,30.00000,0.01735,0.00114,0,101.51202,0.08433,1
"2018-11-01T05:30:00Z","2018-11-01T06:00:00Z",95.40564,95.40132,95.41130,0.00003,30.00000,0.01730,0.00092,0,101.52430,0.08441,1
"2018-11-01T06:00:00Z","2018-11-01T06:30:00Z",95.38734,95.38135,95.40132,0.00003,30.00000,0.01732,0.00103,0,101.50820,0.08447,1
"2018-11-01T06:30:00Z","2018-11-01T07:00:00Z",95.39533,95.38135,95.40132,0.00003,30.00000,0.01732,0.00103,0,101.52043,0.08454,1
"2018-11-01T07:00:00Z","2018-11-01T07:30:00Z",95.41130,95.40132,95.42128,0.00005,30.00000,0.01739,0.00127,0,101.54422,0.08468,1
"2018-11-01T07:30:00Z","2018-11-01T08:00:00Z",95.39065,95.37137,95.42128,0.00016,29.00000,0.01784,0.00237,0,101.52147,0.08476,1
"2018-11-01T08:00:00Z","2018-11-01T08:30:00Z",95.37636,95.36138,95.38135,0.00005,30.00000,0.01741,0.00133,0,101.50682,0.08466,1
"2018-11-01T08:30:00Z","2018-11-01T09:00:00Z",95.36371,95.35139,95.39133,0.00027,30.00000,0.01823,0.00302,0,101.49458,0.08487,1
"2018-11-01T09:00:00Z","2018-11-01T09:30:00Z",95.35472,95.34141,95.37137,0.00008,30.00000,0.01750,0.00161,0,101.48610,0.08471,1
"2018-11-01T09:30:00Z","2018-11-01T10:00:00Z",95.34474,95.34141,95.35139,0.00002,30.00000,0.01729,0.00087,1,101.47894,0.08471,1
"2018-11-01T10:00:00Z","2018-11-01T10:30:00Z",95.34341,95.33143,95.36138,0.00009,30.00000,0.01753,0.00169,0,101.48684,0.08494,1
"2018-11-01T10:30:00Z","2018-11-01T11:00:00Z",95.39799,95.36138,95.43127,0.00033,30.00000,0.01842,0.00329,0,101.54501,0.08519,1
"2018-11-01T11:00:00Z","2018-11-01T11:30:00Z",95.41962,95.41130,95.43127,0.00008,30.00000,0.01749,0.00159,0,101.56691,0.08497,1
"2018-11-01T11:30:00Z","2018-11-01T12:00:00Z",95.39366,95.38135,95.42128,0.00008,30.00000,0.01751,0.00164,0,101.53928,0.08495,1
"2018-11-01T12:00:00Z","2018-11-01T12:30:00Z",95.41929,95.40132,95.43127,0.00011,30.00000,0.01761,0.00188,0,101.56194,0.08499,1
"2018-11-01T12:30:00Z","2018-11-01T13:00:00Z",95.43160,95.41130,95.44125,0.00007,30.00000,0.01748,0.00155,0,101.57496,0.08498,1
"2018-11-01T13:00:00Z","2018-11-01T13:30:00Z",95.42128,95.40132,95.44125,0.00018,30.00000,0.01788,0.00244,0,101.54746,0.08478,1
"2018-11-01T13:30:00Z","2018-11-01T14:00:00Z",95.43127,95.41130,95.44125,0.00009,30.00000,0.01754,0.00173,0,101.52935,0.08420,1
"2018-11-01T14:00:00Z","2018-11-01T14:30:00Z",95.45090,95.43127,95.47120,0.00026,30.00000,0.01817,0.00293,0,101.53452,0.08407,1
"2018-11-01T14:30:00Z","2018-11-01T15:00:00Z",95.48818,95.47120,95.50116,0.00008,30.00000,0.01752,0.00167,0,101.55908,0.08366,1
"2018-11-01T15:00:00Z","2018-11-01T15:30:00Z",95.45922,95.43127,95.48119,0.00030,30.00000,0.01832,0.00315,0,101.51363,0.08357,1
"2018-11-01T15:30:00Z","2018-11-01T16:00:00Z",95.43227,95.42128,95.44125,0.00003,30.00000,0.01732,0.00100,1,101.47266,0.08306,1
"2018-11-01T16:00:00Z","2018-11-01T16:30:00Z",95.45457,95.43127,95.46122,0.00006,30.00000,0.01742,0.00138,0,101.48390,0.08284,1
"2018-11-01T16:30:00Z","2018-11-01T17:00:00Z",95.44625,95.42128,95.46122,0.00012,30.00000,0.01764,0.00196,0,101.47048,0.08277,0
