year,DOY,TIME,Fc,Sc,H,LE,Ust,ZL,Rg,Rg_out,Rn,Rd,PPFD,APAR,WD,WS,PA,Ta,Rh,VPD,Ho,PPT,Co,Ts_1cm,Ts_5cm,Ts_10cm,Ts_20cm,Ts_40cm,G,WL,SWC_0_5cm,SWC_0_10cm,SWC_0_20cm,HEIGHTV,EC_height,Ta_height
YYYY,integer,HHMM,micromol m-2 s-1,micromol m-2 s-1,W m-2,W m-2,m s-1,-,W m-2,W m-2,W m-2,W m-2,micromol m-2 s-1,micromol m-2 s-1,degrees,m s-1,kPa,degrees C,%,kPa,mm ,mm ,ppm,degrees C,degrees C,degrees C,degrees C,degrees C,W m-2,mm,m3 m-3,m3 m-3,m3 m-3,m,m,m
2006,219,2030,-99999,-99999,-24.544,20.133,0.154,15.444,0,0,-34.96,-99999,0,-99999,133.54,2.25,101.03,26.868,86.729,0.47,31.322,0,385.213,27.385,26.799,25.999,24.666,-99999,-5.276,20.308,0.524,0.535,0.555,1.235898,3.16,3.75
2006,219,2100,3.937,-99999,-22.864,16.867,0.121,7.926,0,0,-38.442,-99999,0,-99999,127.22,1.723,101.04,26.368,89.019,0.378,31.21,0,388.523,27.287,26.762,26.01,24.697,-99999,-5.26,20.295,0.523,0.535,0.555,1.235989,3.16,3.75
2006,219,2130,3.272,-99999,-22.177,12.025,0.149,14.931,0,0,-37.536,-99999,0,-99999,130.25,1.849,101.05,26.117,90.695,0.315,31.331,0,389.341,27.188,26.717,26.012,24.72,-99999,-5.464,20.192,0.521,0.535,0.556,1.23608,3.16,3.75
2006,219,2200,2.774,-99999,-13.879,5.32,0.103,7.674,0,0,-39.061,-99999,0,-99999,141.61,1.459,101.09,25.954,91.831,0.274,31.409,0,391.885,27.09,26.67,26.008,24.742,-99999,-5.146,20.418,0.524,0.536,0.556,1.236171,3.16,3.75
2006,219,2230,4.952,-99999,-14.959,2.729,0.104,6.94,0,0,-37.548,-99999,0,-99999,149,1.338,101.11,25.821,92.519,0.249,31.39,0,395.481,27,26.625,26.002,24.764,-99999,-4.916,20.175,0.523,0.536,0.554,1.236262,3.16,3.75
2006,219,2300,2.853,-99999,-11.465,-99999,0.101,8.332,0,0,-37.782,-99999,0,-99999,146.27,1.359,101.1,25.708,93.265,0.223,31.436,0,397.326,26.912,26.574,25.989,24.782,-99999,-4.741,20.027,0.522,0.538,0.555,1.236353,3.16,3.75
2006,219,2330,4.805,-99999,-6.455,-1.518,0.053,2.209,0,0,-38.145,-99999,0,-99999,125.82,1.095,101.1,25.562,93.854,0.201,31.36,0,408.424,26.835,26.529,25.977,24.8,-99999,-4.928,20.121,0.522,0.535,0.555,1.236444,3.16,3.75
2006,219,2400,2.964,-99999,-6.314,-99999,0.055,2.316,0,0,-36.536,-99999,0,-99999,108.81,1.053,101.07,25.245,94.96,0.162,31.14,0,416.355,26.757,26.482,25.962,24.817,-99999,-5.774,20.218,0.522,0.536,0.556,1.236535,3.16,3.75
2006,220,30,9.919,-99999,-5.056,-4.599,0.054,3.615,0,0,-34.692,-99999,0,-99999,336.52,0.532,101.07,25.242,95.086,0.158,31.177,0,427.704,26.682,26.44,25.948,24.834,-99999,-6.529,20.313,0.522,0.536,0.555,1.236626,3.16,3.75
2006,220,100,-99999,-99999,-99999,-99999,0.066,-99999,0,0,-31.287,-99999,0,-99999,478.5,0.681,101.05,24.917,95.695,0.136,30.77,0,439.755,26.597,26.393,25.93,24.849,-99999,-7.118,20.405,0.521,0.534,0.555,1.236717,3.16,3.75
2006,220,130,-99999,-99999,-3.607,-99999,0.034,1.632,0,0,-26.779,-99999,0,-99999,186.39,0.264,101.04,24.748,96.397,0.113,30.685,0,436.935,26.506,26.339,25.904,24.853,-99999,-7.425,20.321,0.521,0.534,0.554,1.236808,3.16,3.75
2006,220,200,-99999,-99999,0.705,0.499,0.031,2.74,0,0,-24.015,-99999,0,-99999,414.93,0.147,101.02,24.785,96.426,0.112,30.771,0,448.809,26.426,26.293,25.887,24.866,-99999,-7.47,20.006,0.521,0.535,0.553,1.236899,3.16,3.75
2006,220,230,8.113,-99999,-4.622,-8.367,0.039,1.375,0,0,-21.811,-99999,0,-99999,434.69,0.816,101.02,24.786,96.356,0.114,30.75,0,446.14,26.34,26.242,25.861,24.872,-99999,-7.33,20.069,0.521,0.534,0.554,1.23699,3.16,3.75
2006,220,300,-99999,-99999,-2.081,-2.346,0.01,0.044,0,0,-20.241,-99999,0,-99999,476.01,0.795,101.02,24.518,96.753,0.1,30.375,0,448.766,26.263,26.187,25.836,24.878,-99999,-7.026,20.146,0.52,0.535,0.554,1.237081,3.16,3.75
2006,220,330,-99999,-99999,-99999,-99999,0.054,-99999,0,0,-16.508,-99999,0,-99999,490.06,0.696,101.02,24.527,97.038,0.091,30.484,0,441.412,26.195,26.138,25.809,24.884,-99999,-7.387,20.265,0.52,0.534,0.553,1.237172,3.16,3.75
2006,220,400,-99999,-99999,-7.331,-14.263,0.034,0.474,0,0,-15.29,-99999,0,-99999,268.43,1.139,101.03,24.492,97.116,0.089,30.441,0,448.014,26.121,26.082,25.773,24.881,-99999,-7.172,20.383,0.521,0.534,0.553,1.237263,3.16,3.75
2006,220,430,-99999,-99999,-2.085,-3.874,0.072,15.472,0,0,-14.818,-99999,0,-99999,304.07,0.819,100.99,24.045,97.343,0.08,29.696,0,485.716,26.072,26.039,25.75,24.885,-99999,-5.597,20.44,0.52,0.534,0.553,1.237354,3.16,3.75
2006,220,500,8.253,-99999,-1.954,-99999,0.044,4.51,1.872,1.564,-9.78,-99999,9.537,-99999,410.48,0.559,100.97,24.143,97.564,0.073,29.952,0,466.474,26.024,25.995,25.723,24.888,-99999,-3.715,20.476,0.521,0.534,0.549,1.237446,3.16,3.75
2006,220,530,-99999,-99999,-99999,-99999,0.102,-99999,25.815,9.108,5.795,-99999,55.472,-99999,415.88,1.085,100.98,24.388,97.612,0.073,30.421,0,457.709,25.985,25.948,25.693,24.885,-99999,-1.036,20.412,0.523,0.536,0.546,1.237537,3.16,3.75
2006,220,600,-99999,-99999,-99999,-99999,0.07,-99999,77.696,19.5,48.948,-99999,155.61,-99999,456.93,1.393,101.03,24.948,97.495,0.079,31.433,0,431.051,25.954,25.901,25.663,24.881,-99999,2.71,20.167,0.526,0.535,0.548,1.237628,3.16,3.75
2006,220,630,-5.124,-99999,-99999,31.689,0.16,-99999,100.67,24.341,66.532,-99999,205.01,-99999,291.65,1.961,101.1,25.578,96.932,0.101,32.454,0,414.929,25.96,25.871,25.642,24.883,-99999,7.371,20.186,0.525,0.534,0.547,1.237719,3.16,3.75
2006,220,700,-99999,-99999,-99999,-99999,0.198,-99999,104.96,23.022,71.546,-99999,219.51,-99999,154.4,2.326,101.11,25.974,95.663,0.146,32.796,0.3,420.285,26.028,25.879,25.641,24.9,-99999,10.619,19.95,0.527,0.536,0.549,1.23781,3.16,3.75
2006,220,730,-99999,-99999,-99999,-99999,0.218,-99999,104.68,23.849,67.777,-99999,215.29,-99999,154.91,2.351,101.1,25.611,95.635,0.143,32.07,0.4,389.209,26.116,25.902,25.651,24.927,-99999,9.65,21.507,0.524,0.536,0.547,1.237901,3.16,3.75
2006,220,800,-1.908,-99999,-5.643,17.186,0.149,134.939,112.36,25.391,62.021,-99999,235.15,-99999,171.71,1.545,101.12,25.521,94.183,0.19,31.388,0,418.644,26.137,25.894,25.63,24.92,-99999,7.721,21.849,0.526,0.535,0.547,1.237992,3.16,3.75
2006,220,830,-5.263,-99999,-10.473,61.94,0.172,88.235,99.896,22.69,52.804,-99999,212.84,-99999,152.08,1.955,101.16,25.356,93.309,0.216,30.763,0,431.816,26.165,25.897,25.616,24.912,-99999,6.812,21.77,0.526,0.534,0.549,1.238083,3.16,3.75
2006,220,900,-99999,-99999,-99999,-99999,0.247,-99999,161.07,34.927,108.46,-99999,335.76,-99999,139.37,2.872,101.22,25.184,92.744,0.232,30.232,0.1,463.338,26.182,25.897,25.601,24.903,-99999,5.594,21.785,0.525,0.536,0.548,1.238174,3.16,3.75
2006,220,930,-99999,-99999,-99999,-99999,0.219,-99999,235.78,51.278,167.2,-99999,479.24,-99999,148.29,2.644,101.22,25.115,91.678,0.265,29.748,0.1,387.484,26.188,25.894,25.588,24.894,-99999,5.765,21.29,0.523,0.534,0.549,1.238265,3.16,3.75
2006,220,1000,-10.56,-99999,-3.414,98.62,0.266,-384.111,224.7,45.448,157.3,-99999,474.72,-99999,168.12,2.775,101.22,25.038,89.213,0.342,28.789,0,380.2,26.209,25.891,25.573,24.88,-99999,6.348,20.392,0.522,0.536,0.548,1.238356,3.16,3.75
2006,220,1030,-11.336,-99999,-99999,99.818,0.233,-99999,226.54,44.511,159.96,-99999,488.24,-99999,181.07,2.521,101.24,25.064,87.482,0.398,28.254,0,375.677,26.23,25.888,25.56,24.869,-99999,6.409,19.886,0.526,0.534,0.549,1.238447,3.16,3.75
2006,220,1100,-14.902,-99999,8.25,125.026,0.272,-105.771,293.72,58.608,211.77,-99999,624.56,-99999,179.26,2.774,101.21,25.091,87.104,0.411,28.183,0,375.277,26.252,25.891,25.551,24.857,-99999,6.297,17.812,0.525,0.534,0.549,1.238538,3.16,3.75
2006,220,1130,-19.931,-99999,20.256,151.241,0.234,-38.515,379.8,73.981,278.53,-99999,797.75,-99999,180.29,2.25,101.18,25.489,85.079,0.487,28.196,0,370.914,26.241,25.876,25.53,24.834,-99999,9.199,16.215,0.525,0.535,0.549,1.238629,3.16,3.75
2006,220,1200,-19.814,-99999,14.91,164.725,0.224,-36.475,410.59,79.705,299.84,-99999,869.37,-99999,166.8,2.335,101.18,25.644,81.389,0.613,27.196,0,367.963,26.302,25.891,25.532,24.832,-99999,12.427,14.108,0.523,0.534,0.549,1.23872,3.16,3.75
2006,220,1230,-19.596,-99999,10.582,155.83,0.2,-32.006,365.82,71.163,263.3,-99999,779.95,-99999,150.21,2.228,101.16,25.672,81.093,0.623,27.146,0,369.191,26.385,25.91,25.532,24.825,-99999,13.311,13.619,0.525,0.532,0.546,1.238811,3.16,3.75
2006,220,1300,-20.485,-99999,12.98,160.905,0.218,-38.502,361.89,71.171,263.8,-99999,762.7,-99999,160.78,2.203,101.15,25.727,82.335,0.584,27.668,0,367.503,26.475,25.938,25.534,24.822,-99999,11.764,13.674,0.525,0.534,0.548,1.238902,3.16,3.75
2006,220,1330,-19.922,-99999,17.364,164.665,0.219,-31.963,360.38,71.704,268.14,-99999,737.81,-99999,168.73,2.143,101.15,25.804,81.396,0.618,27.473,0,366.543,26.55,25.964,25.533,24.809,-99999,11.755,13.787,0.522,0.536,0.548,1.238993,3.16,3.75
2006,220,1400,-16.454,-99999,-0.777,145.741,0.267,-136.76,332.85,66.503,235.4,-99999,698.23,-99999,163.86,2.858,101.11,25.572,79.65,0.667,26.502,0,366.817,26.691,26.033,25.566,24.829,-99999,9.631,13.772,0.523,0.536,0.545,1.239084,3.16,3.75
2006,220,1430,-13.034,-99999,-99999,117.129,0.221,-99999,286.61,58.108,197.39,-99999,607.29,-99999,165.06,2.477,101.1,25.276,78.81,0.682,25.749,0,366.649,26.767,26.08,25.58,24.83,-99999,4.55,13.664,0.521,0.535,0.548,1.239175,3.16,3.75
2006,220,1500,-14.837,-99999,-3.087,133.275,0.298,-319.739,280.65,56.122,193.12,-99999,590.82,-99999,154.65,3.118,101.11,25.294,80.521,0.628,26.349,0,365.734,26.804,26.12,25.591,24.826,-99999,2.165,13.849,0.522,0.535,0.548,1.239266,3.16,3.75
2006,220,1530,-10.882,-99999,-11.642,105.971,0.293,929.395,206.23,42.072,134.7,-99999,436.26,-99999,149.07,3.17,101.1,24.986,81.869,0.574,26.305,0,369.165,26.828,26.162,25.617,24.833,-99999,-0.297,13.595,0.522,0.533,0.547,1.239357,3.16,3.75
2006,220,1600,-8.059,-99999,-10.061,89.488,0.258,539.706,167.55,35.189,103.27,-99999,355.13,-99999,144.56,2.958,101.1,24.79,83.278,0.523,26.451,0,370.266,26.799,26.178,25.631,24.83,-99999,-3.238,13.689,0.524,0.534,0.546,1.239448,3.16,3.75
2006,220,1630,-7.742,-99999,-6.931,74.585,0.259,878.271,167.85,35.046,102.5,-99999,351.82,-99999,152.27,3.009,101.12,24.821,83.662,0.512,26.621,0,370.545,26.737,26.181,25.643,24.824,-99999,-4.642,13.734,0.524,0.535,0.548,1.239539,3.16,3.75
2006,220,1700,-4.27,-99999,-13.784,63.636,0.237,149.284,125.52,26.362,66.686,-99999,264.03,-99999,164.59,2.628,101.12,24.779,83.482,0.516,26.494,0,371.22,26.675,26.179,25.655,24.824,-99999,-5.511,13.599,0.521,0.534,0.546,1.23963,3.16,3.75
2006,220,1730,-1.711,-99999,-15.427,50.117,0.187,53.297,83.097,17.877,31.759,-99999,175.13,-99999,182.37,1.983,101.09,24.41,86.184,0.422,26.77,0,373.345,26.605,26.17,25.667,24.829,-99999,-6.912,13.261,0.52,0.532,0.545,1.239721,3.16,3.75
2006,220,1800,-99999,-99999,-16.456,40.229,0.152,25.199,48.347,10.869,4.203,-99999,101.78,-99999,178.13,1.585,101.05,24.158,86.921,0.394,26.601,0,376.224,26.525,26.154,25.674,24.834,-99999,-8.892,13.203,0.524,0.533,0.546,1.239812,3.16,3.75
2006,220,1830,-99999,-99999,-7.789,13.914,0.064,3.793,14.055,4.026,-22.106,-99999,32.742,-99999,157.1,1.078,101.02,23.779,88.724,0.332,26.548,0,382.074,26.421,26.126,25.673,24.838,-99999,-11.108,13.166,0.52,0.534,0.547,1.239903,3.16,3.75
2006,220,1900,-99999,-99999,-99999,-99999,0.05,-99999,1.917,2.071,-32.145,-99999,5.6197,-99999,165.7,0.586,101.02,23.489,91.333,0.251,26.864,0,406.855,26.294,26.089,25.669,24.843,-99999,-13.279,13.112,0.522,0.532,0.546,1.239994,3.16,3.75
2006,220,1930,-99999,-99999,-2.433,3.658,0.05,8.944,0,0,-35.629,-99999,0,-99999,403.74,0.336,101.02,23.099,94.061,0.168,27.027,0,438.427,26.139,26.049,25.668,24.851,-99999,-14.967,13.011,0.521,0.534,0.548,1.240086,3.16,3.75
2006,220,2000,-99999,-99999,-2.288,-99999,0.034,2.15,0,0,-35.949,-99999,0,-99999,493.94,0.757,101.05,22.846,94.578,0.151,26.748,0,434.589,25.97,25.99,25.657,24.854,-99999,-15.438,11.713,0.522,0.531,0.545,1.240177,3.16,3.75
2006,220,2030,-99999,-99999,-99999,-99999,0.074,-99999,0,0,-37.038,-99999,0,-99999,462.53,0.698,101.07,22.575,94.971,0.138,26.408,0,443.066,25.801,25.915,25.639,24.858,-99999,-16.056,12.343,0.522,0.532,0.545,1.240268,3.16,3.75
2006,220,2100,-1.428,-99999,-2.312,1.409,0.03,1.011,0,0,-33.147,-99999,0,-99999,468.81,0.631,101.06,22.573,95.19,0.132,26.469,0,431.274,25.621,25.822,25.61,24.859,-99999,-16.468,11.337,0.522,0.533,0.545,1.240359,3.16,3.75
2006,220,2130,-99999,-99999,-99999,-99999,0.035,-99999,0,0,-32.737,-99999,0,-99999,464.59,0.406,101.06,22.545,95.102,0.134,26.398,0,434.653,25.452,25.717,25.576,24.858,-99999,-15.94,11.807,0.525,0.53,0.547,1.24045,3.16,3.75
2006,220,2200,5.635,-99999,-2.308,0.886,0.049,4.569,0,0,-26.367,-99999,0,-99999,407.57,0.658,101.04,22.333,95.695,0.116,26.224,0,457.904,25.309,25.611,25.541,24.862,-99999,-15.649,12.761,0.522,0.531,0.545,1.240541,3.16,3.75
2006,220,2230,-99999,-99999,-99999,-99999,0.06,-99999,0,0,-24.53,-99999,0,-99999,436.92,0.181,101.03,22.376,95.968,0.109,26.374,0,454.578,25.172,25.499,25.498,24.859,-99999,-14.967,12.999,0.526,0.533,0.547,1.240632,3.16,3.75
2006,220,2300,-99999,-99999,-99999,-99999,0.015,-99999,0,0,-22.266,-99999,0,-99999,459.16,0.227,101.02,22.345,95.773,0.114,26.271,0,461.516,25.06,25.384,25.45,24.856,-99999,-14.186,12.953,0.526,0.533,0.545,1.240723,3.16,3.75
2006,220,2330,-99999,-99999,-99999,-99999,0.009,-99999,0,0,-15.683,-99999,0,-99999,475.78,0.42,101.05,22.47,95.817,0.114,26.481,0,441.088,24.948,25.271,25.397,24.848,-99999,-13.046,12.461,0.523,0.532,0.546,1.240814,3.16,3.75
2006,220,2400,-99999,-99999,-4.125,-99999,0.053,3.704,0,0,-17.431,-99999,0,-99999,441.19,0.714,101.04,22.526,95.969,0.11,26.619,0,433.903,24.857,25.181,25.347,24.843,-99999,-11.679,13.016,0.526,0.533,0.546,1.240905,3.16,3.75
2006,221,30,4.666,-99999,-4.403,-99999,0.009,0.015,0,0,-18.564,-99999,0,-99999,496.86,0.817,101.03,22.484,96.419,0.098,26.68,0,426.35,24.776,25.098,25.297,24.836,-99999,-10.396,13.083,0.525,0.533,0.547,1.240996,3.16,3.75
2006,221,100,4.38,-99999,-3.347,-99999,0.078,13.721,0,0,-13.034,-99999,0,-99999,433.67,0.516,101.03,22.435,96.676,0.09,26.671,0,442.01,24.713,25.03,25.247,24.829,-99999,-9.451,13.061,0.524,0.533,0.544,1.241087,3.16,3.75
2006,221,130,0.29,-99999,-2.243,4.981,0.066,9.524,0,0,-6.831,-99999,0,-99999,91.463,0.718,100.99,22.671,96.878,0.086,27.136,0,429.471,24.644,24.958,25.192,24.812,-99999,-8.482,13.009,0.524,0.533,0.545,1.241178,3.16,3.75
2006,221,200,3.471,-99999,-11.951,-99999,0.147,27.044,0,0,-8.044,-99999,0,-99999,86.74,1.581,100.93,22.979,96.905,0.087,27.686,0,421.101,24.587,24.898,25.139,24.795,-99999,-6.451,13.525,0.525,0.534,0.547,1.241269,3.16,3.75
2006,221,230,-99999,-99999,-99999,-99999,0.133,-99999,0,0,-6.461,-99999,0,-99999,73.868,1.652,100.94,23.192,96.754,0.092,28.007,1.2,398.611,24.571,24.86,25.095,24.783,-99999,-4.387,13.007,0.527,0.532,0.546,1.24136,3.16,3.75
2006,221,300,-99999,-99999,-99999,-99999,0.172,-99999,0,0,-1.775,-99999,6.8775,-99999,64.118,1.751,100.93,23.184,96.871,0.089,28.03,1.1,415.339,24.561,24.833,25.056,24.772,-99999,-3.401,13.508,0.526,0.532,0.546,1.241451,3.16,3.75
2006,221,330,-99999,-99999,-99999,-99999,0.175,-99999,0,0,-1.176,-99999,7.4907,-99999,69.223,1.707,100.9,23.067,97.285,0.077,27.958,2.3,472.616,24.551,24.804,25.018,24.76,-99999,-2.751,34.207,0.525,0.533,0.545,1.241542,3.16,3.75
2006,221,400,-99999,-99999,-99999,-99999,0.18,-99999,0,0,-1.192,-99999,7.5309,-99999,66.117,1.698,100.88,23.137,97.515,0.07,28.154,0.3,510.048,24.532,24.774,24.981,24.744,-99999,-2.345,18.033,0.527,0.533,0.546,1.241633,3.16,3.75
2006,221,430,-99999,-99999,-99999,-99999,0.171,-99999,0,0,-1.243,-99999,7.643,-99999,66.491,1.715,100.87,23.224,97.609,0.068,28.338,0.9,478.932,24.519,24.746,24.948,24.73,-99999,-1.816,48.84,0.525,0.533,0.546,1.241724,3.16,3.75
2006,221,500,-99999,-99999,-99999,-99999,0.177,-99999,0.066,0.621,-1.099,-99999,9.1731,-99999,78.971,1.722,100.85,23.206,97.608,0.068,28.311,0.8,470.51,24.514,24.729,24.919,24.717,-99999,-1.676,22.84,0.526,0.533,0.548,1.241815,3.16,3.75
2006,221,530,-99999,-99999,-99999,-99999,0.25,-99999,1.014,0.801,-0.322,-99999,11.264,-99999,415.08,2.174,100.86,23.225,97.604,0.068,28.341,0.9,446.7,24.509,24.711,24.896,24.708,-99999,-1.462,20.584,0.526,0.533,0.55,1.241906,3.16,3.75
2006,221,600,-99999,-99999,-99999,-99999,0.286,-99999,9.592,2.188,6.848,-99999,30.544,-99999,423.18,2.599,100.87,23.264,97.618,0.068,28.411,2.3,438.771,24.502,24.692,24.865,24.691,-99999,-1.835,27.343,0.526,0.535,0.551,1.241997,3.16,3.75
2006,221,630,-99999,-99999,-99999,-99999,0.267,-99999,20.316,4.281,14.231,-99999,54.053,-99999,427.35,2.632,100.84,23.469,97.484,0.073,28.743,1.4,405.848,24.487,24.672,24.839,24.672,-99999,-1.477,17.347,0.525,0.534,0.553,1.242088,3.16,3.75
2006,221,700,-99999,-99999,-99999,-99999,0.251,-99999,10.565,1.971,7.477,-99999,35.543,-99999,421.56,2.403,100.81,23.407,97.296,0.078,28.584,3.8,383.607,24.486,24.66,24.817,24.66,-99999,-1.207,18.2,0.526,0.534,0.554,1.242179,3.16,3.75
2006,221,730,-99999,-99999,-99999,-99999,0.283,-99999,15.313,2.744,11.164,-99999,45.997,-99999,420.38,2.751,100.8,23.368,97.436,0.074,28.56,4.1,377.509,24.473,24.642,24.793,24.644,-99999,-1.411,19.863,0.527,0.534,0.554,1.24227,3.16,3.75
2006,221,800,-99999,-99999,-99999,-99999,0.324,-99999,34.503,6.403,23.85,-99999,89.128,-99999,418.5,2.933,100.77,23.445,97.435,0.074,28.705,1.4,419.864,24.454,24.621,24.768,24.626,-99999,-0.846,19.343,0.525,0.532,0.553,1.242361,3.16,3.75
2006,221,830,-99999,-99999,-99999,-99999,0.339,-99999,25.479,4.506,18.527,-99999,69.659,-99999,416.93,3.087,100.75,23.502,97.268,0.079,28.762,2.3,413.526,24.455,24.61,24.75,24.613,-99999,0.263,18.523,0.528,0.534,0.553,1.242452,3.16,3.75
2006,221,900,-99999,-99999,-99999,-99999,0.392,-99999,28.029,5.298,20.774,-99999,73.137,-99999,412.33,3.392,100.71,23.504,97.25,0.08,28.772,3.5,408.408,24.462,24.603,24.733,24.601,-99999,1.582,19.942,0.526,0.534,0.552,1.242543,3.16,3.75
2006,221,930,-99999,-99999,-99999,-99999,0.354,-99999,47.093,9.114,34.622,-99999,115.45,-99999,423.32,3.735,100.71,23.617,97.15,0.083,28.944,1.7,422.879,24.461,24.589,24.716,24.587,-99999,3.606,18.461,0.526,0.535,0.554,1.242634,3.16,3.75
2006,221,1000,-99999,-99999,-99999,-99999,0.41,-99999,156.19,31.549,120.5,-99999,345.64,-99999,413.6,3.858,100.67,23.757,96.982,0.089,29.155,1.7,409.766,24.471,24.582,24.697,24.57,-99999,6.192,18.552,0.525,0.533,0.551,1.242726,3.16,3.75
2006,221,1030,-99999,-99999,-99999,-99999,0.394,-99999,221.85,46.074,170.99,-99999,472.79,-99999,421.01,3.707,100.64,24.142,96.492,0.106,29.711,0.2,400.47,24.508,24.589,24.684,24.555,-99999,10.152,17.182,0.526,0.532,0.551,1.242817,3.16,3.75
2006,221,1100,-99999,-99999,-99999,-99999,0.39,-99999,239.66,49.01,184.07,-99999,515.78,-99999,417.79,3.655,100.62,24.147,95.887,0.124,29.535,0.7,444.616,24.586,24.613,24.682,24.551,-99999,11.431,16.359,0.527,0.535,0.55,1.242908,3.16,3.75
2006,221,1130,-99999,-99999,-99999,-99999,0.503,-99999,255.09,54.155,197.91,-99999,525.88,-99999,412.01,4.533,100.57,23.802,95.611,0.129,28.841,0.3,412.285,24.669,24.634,24.677,24.547,-99999,10.01,15.54,0.526,0.532,0.55,1.242999,3.16,3.75
2006,221,1200,-99999,-99999,-99999,-99999,0.507,-99999,219.5,46.093,170.23,-99999,459.14,-99999,405.98,4.638,100.55,23.79,95.569,0.131,28.812,0.1,408.894,24.735,24.646,24.657,24.521,-99999,7.803,14.37,0.526,0.534,0.55,1.24309,3.16,3.75
2006,221,1230,-99999,-99999,-99999,-99999,0.537,-99999,205.46,42.045,159.12,-99999,446.65,-99999,404.13,4.978,100.51,23.896,94.685,0.158,28.738,0.1,390.798,24.8,24.67,24.649,24.502,-99999,5.052,13.86,0.525,0.532,0.55,1.243181,3.16,3.75
2006,221,1300,-12.652,-99999,-15.287,212.011,0.564,-99999,172.5,33.755,136.34,-99999,385.9,-99999,393.75,5.21,100.5,24.025,92.238,0.232,28.201,0,373.823,24.838,24.69,24.64,24.485,-99999,3.122,13.47,0.527,0.532,0.551,1.243272,3.16,3.75
2006,221,1330,-99999,-99999,-99999,-99999,0.404,-99999,148.36,30.173,112.67,-99999,327.91,-99999,377.23,4.458,100.48,24.036,91.684,0.249,28.051,0.2,377.312,24.869,24.707,24.633,24.46,-99999,1.939,12.935,0.525,0.533,0.551,1.243363,3.16,3.75
2006,221,1400,-99999,-99999,-99999,-99999,0.401,-99999,111.29,22.405,86.251,-99999,248.81,-99999,351.34,3.887,100.48,23.816,93.04,0.205,28.094,0.5,440.962,24.894,24.727,24.634,24.445,-99999,1.109,13.633,0.528,0.532,0.55,1.243454,3.16,3.75
2006,221,1430,-99999,-99999,-99999,-99999,0.411,-99999,173.26,34.085,134.03,-99999,380.93,-99999,364.87,4.644,100.45,23.734,92.079,0.233,27.664,0.3,408.847,24.902,24.74,24.632,24.428,-99999,1.88,13.806,0.527,0.533,0.549,1.243545,3.16,3.75
2006,221,1500,-99999,-99999,-99999,-99999,0.371,-99999,145.19,29.511,111.17,-99999,316.73,-99999,353.47,3.777,100.48,23.733,92.848,0.21,27.891,0.6,412.707,24.909,24.751,24.633,24.412,-99999,2.752,13.943,0.528,0.533,0.55,1.243636,3.16,3.75
2006,221,1530,-99999,-99999,-99999,-99999,0.39,-99999,216.45,44.536,165.43,-99999,466.08,-99999,353.21,4.085,100.51,23.769,94.57,0.16,28.477,0.7,438.737,24.911,24.76,24.635,24.4,-99999,4.608,13.979,0.53,0.531,0.548,1.243727,3.16,3.75
2006,221,1600,-99999,-99999,-99999,-99999,0.351,-99999,260.53,54.986,196.17,-99999,529.9,-99999,348.49,3.487,100.52,24.153,94.002,0.181,28.978,0.2,423.813,24.917,24.765,24.637,24.389,-99999,7.802,13.749,0.527,0.533,0.548,1.243818,3.16,3.75
2006,221,1630,-99999,-99999,-99999,-99999,0.386,-99999,270.55,59.786,195.72,-99999,540.53,-99999,339.3,3.62,100.54,24.413,92.528,0.229,28.965,0,421.352,24.96,24.786,24.653,24.394,-99999,8.242,13.792,0.528,0.533,0.545,1.243909,3.16,3.75
2006,221,1700,-7.986,-99999,-19.376,124.65,0.363,432.582,136.37,28.073,91.481,-99999,283.52,-99999,337.14,3.239,100.55,24.809,90.339,0.302,28.953,0,389.232,25.009,24.811,24.67,24.401,-99999,7.562,13.773,0.528,0.531,0.545,1.244,3.16,3.75
2006,221,1730,-4.298,-99999,-14.282,75.311,0.31,263.301,148.46,35.584,81.96,-99999,310.7,-99999,324.29,3.079,100.57,24.98,89.256,0.34,28.892,0,372.943,25.046,24.829,24.676,24.398,-99999,4.377,13.819,0.53,0.533,0.544,1.244091,3.16,3.75
2006,221,1800,-0.71,-99999,-31.426,79.61,0.355,165.234,82.333,20.328,28.7,-99999,179.07,-99999,330.2,3.623,100.58,25.181,87.655,0.395,28.707,0,372.788,25.06,24.84,24.677,24.387,-99999,1.812,13.75,0.526,0.532,0.546,1.244182,3.16,3.75
2006,221,1830,4.114,-99999,-35.13,45.327,0.265,56.629,22.184,5.153,-6.429,-99999,52.414,-99999,330.37,2.914,100.57,24.827,87.881,0.38,28.169,0,378.449,25.063,24.856,24.682,24.382,-99999,-0.753,13.849,0.527,0.533,0.547,1.244273,3.16,3.75
2006,221,1900,-99999,-99999,-31.1,37.195,0.23,40.858,1.481,0.99,-20.706,-99999,8.0601,-99999,320.26,1.802,100.6,24.518,88.919,0.341,27.967,0,386.445,25.042,24.862,24.684,24.372,-99999,-2.716,13.641,0.529,0.531,0.546,1.244364,3.16,3.75
2006,221,1930,4.951,-99999,-3.487,-99999,0.054,4.287,0,0,-24.985,-99999,0,-99999,311.55,0.669,100.64,24.181,91.642,0.252,28.244,0,410.148,24.999,24.857,24.682,24.359,-99999,-3.924,13.919,0.529,0.533,0.549,1.244455,3.16,3.75
