year,DOY,TIME,Fc,Sc,H,LE,Ust,ZL,Rg,Rg_out,Rn,Rd,PPFD,APAR,WD,WS,PA,Ta,Rh,VPD,Ho,PPT,Co,Ts_1cm,Ts_5cm,Ts_10cm,Ts_20cm,Ts_40cm,G,WL,SWC_0_5cm,SWC_0_10cm,SWC_0_20cm,HEIGHTV,EC_height,Ta_height
YYYY,integer,HHMM,micromol m-2 s-1,micromol m-2 s-1,W m-2,W m-2,m s-1,-,W m-2,W m-2,W m-2,W m-2,micromol m-2 s-1,micromol m-2 s-1,degrees,m s-1,kPa,degrees C,%,kPa,mm ,mm ,ppm,degrees C,degrees C,degrees C,degrees C,degrees C,W m-2,mm,m3 m-3,m3 m-3,m3 m-3,m,m,m
2006,1,30,-99999,-99999,-99999,-99999,0.035,-99999,0,0,-45.722,-99999,0,-99999,338.83,0.129,102.64,-6.109,82.123,0.069,3.106,0,428.128,-0.765,1.317,2.996,4.146,-99999,-99999,-99999,0.263,0.289,0.34,0,3.145,3.75
2006,1,100,-99999,-99999,-99999,-99999,0.056,-99999,0.053,3.388,-42.503,-99999,0,-99999,296.97,0.117,102.65,-5.515,80.068,0.081,3.169,0,421.564,-0.771,1.261,2.933,4.13,-99999,-99999,-99999,0.262,0.287,0.337,0,3.145,3.75
2006,1,130,5.999,-99999,16.905,-99999,0.053,1.345,0.762,3.59,-37.354,-99999,0,-99999,321.84,0.43,102.67,-5.173,77.345,0.095,3.141,0,422.691,-0.753,1.209,2.864,4.103,-99999,-99999,-99999,0.259,0.286,0.339,0,3.145,3.75
2006,1,200,-99999,-99999,-99999,-99999,0.005,-99999,1.074,2.579,-19.381,-99999,0,-99999,219.91,0.392,102.67,-4.591,73.999,0.113,3.141,0,417.466,-0.66,1.176,2.811,4.087,-99999,-99999,-99999,0.259,0.288,0.338,0,3.145,3.75
2006,1,230,0.464,-99999,-2.395,6.022,0.087,-12.585,1.572,2.917,-19.944,-99999,0,-99999,363.1,1.351,102.63,-3.389,69.933,0.143,3.251,0,408.177,-0.534,1.12,2.72,4.019,-99999,-99999,-99999,0.259,0.286,0.335,0,3.145,3.75
2006,1,300,-99999,-99999,-7.276,10.269,0.128,27.492,0.141,1.591,-24.357,-99999,0,-99999,359.21,2.333,102.58,-2.587,67.216,0.166,3.32,0,399.563,-0.438,1.107,2.666,3.978,-99999,-99999,-99999,0.256,0.286,0.34,0,3.145,3.75
2006,1,330,-99999,-99999,-99999,-99999,0.088,-99999,0,0,-25.12,-99999,0,-99999,342.3,1.944,102.57,-2.125,64.806,0.184,3.313,0,394.366,-0.423,1.089,2.637,3.984,-99999,-99999,-99999,0.259,0.284,0.338,0,3.145,3.75
2006,1,400,-99999,-99999,-99999,-99999,0.071,-99999,0,0,-24.624,-99999,0,-99999,298.09,1.603,102.58,-2.569,67.89,0.163,3.357,0,400.417,-0.423,1.059,2.621,4,-99999,-99999,-99999,0.259,0.284,0.338,0,3.145,3.75
2006,1,430,-99999,-99999,-2.117,1.082,0.077,12.171,0,0,-24.89,-99999,0,-99999,298.4,1.57,102.58,-3.091,70.218,0.145,3.34,0,408.349,-0.47,1.032,2.592,3.997,-99999,-99999,-99999,0.256,0.285,0.336,0,3.145,3.75
2006,1,500,-99999,-99999,-0.601,-99999,0.024,1.303,0,0,-22.74,-99999,0,-99999,305.6,0.924,102.54,-2.91,68.885,0.153,3.323,0,406.269,-0.478,1,2.557,3.984,-99999,-99999,-99999,0.258,0.285,0.336,0,3.145,3.75
2006,1,530,-99999,-99999,-99999,-99999,0.01,-99999,0,0,-24.026,-99999,0,-99999,284.24,0.947,102.54,-2.822,68.636,0.156,3.332,0,402.655,-0.484,0.972,2.521,3.963,-99999,-99999,-99999,0.256,0.286,0.337,0,3.145,3.75
2006,1,600,-99999,-99999,1.309,-99999,0.049,2.369,0,0,-26.633,-99999,0,-99999,305.62,1.346,102.54,-2.676,65.955,0.171,3.237,0,398.493,-0.537,0.947,2.487,3.943,-99999,-99999,-99999,0.255,0.284,0.337,0,3.145,3.75
2006,1,630,-99999,-99999,-6.703,-99999,0.036,0.786,0,0,-25.63,-99999,0,-99999,342.02,0.76,102.55,-2.753,67.372,0.163,3.287,0,397.028,-0.527,0.918,2.447,3.915,-99999,-99999,-99999,0.255,0.283,0.337,0,3.145,3.75
2006,1,700,0.776,-99999,-4.473,-99999,0.042,5.508,2.054,1.883,-30.832,-99999,6.3111,-99999,315.95,0.874,102.55,-2.821,68.323,0.157,3.317,0,393.1,-0.548,0.898,2.42,3.898,-99999,-99999,-99999,0.255,0.284,0.336,0,3.145,3.75
2006,1,730,-99999,-99999,0.317,-99999,0.061,11.061,25.911,5.562,-11.862,-99999,55.143,-99999,304.05,1.072,102.54,-3.027,69.681,0.148,3.332,0,396.139,-0.56,0.879,2.394,3.88,-99999,-99999,-99999,0.254,0.282,0.334,0,3.145,3.75
2006,1,800,-99999,-99999,-99999,-99999,0.119,-99999,68.295,12.252,18.201,-99999,147.05,-99999,310.1,1.374,102.54,-2.771,70.976,0.145,3.46,0,397.712,-0.433,0.859,2.35,3.839,-99999,-99999,-99999,0.255,0.284,0.336,0,3.145,3.75
2006,1,830,0.533,-99999,6.367,7.239,0.091,-7.767,84.684,13.979,31.713,-99999,190.47,-99999,324.7,1.22,102.54,-2.135,67.447,0.17,3.446,0,395.134,-0.259,0.854,2.315,3.808,-99999,-99999,-99999,0.254,0.283,0.336,0,3.145,3.75
2006,1,900,-99999,-99999,20.527,10.15,0.103,-9.333,122.99,19.35,61.378,-99999,276.62,-99999,328.82,1.025,102.54,-1.477,65.018,0.192,3.488,0,393.695,-0.075,0.856,2.281,3.779,-99999,-99999,-99999,0.256,0.283,0.335,0,3.145,3.75
2006,1,930,0.192,-99999,31.973,16.828,0.084,-2.717,158.88,24.113,91.043,-99999,357.26,-99999,335.78,1.263,102.54,-0.543,60.864,0.23,3.497,0,391.17,0.109,0.868,2.254,3.744,-99999,-99999,-99999,0.255,0.282,0.337,0,3.145,3.75
2006,1,1000,0.439,-99999,40.536,20.21,0.098,-2.53,191.55,28.418,114.72,-99999,429.39,-99999,336.39,1.392,102.51,0.444,55.851,0.279,3.449,0,387.787,0.295,0.885,2.227,3.711,-99999,-99999,-99999,0.257,0.285,0.339,0,3.145,3.75
2006,1,1030,-99999,-99999,49.258,23.21,0.03,-0.06,241.42,35.285,157.23,-99999,532.17,-99999,336.89,1.281,102.48,1.285,51.883,0.323,3.405,0,385.631,0.539,0.905,2.202,3.676,-99999,-99999,-99999,0.258,0.287,0.337,0,3.145,3.75
2006,1,1100,0.083,-99999,56.706,20.087,0.07,-0.646,206.42,29.02,143.92,-99999,469.21,-99999,343.82,1.596,102.44,2.075,48.639,0.364,3.38,0,384.37,0.741,0.958,2.215,3.688,-99999,-99999,-99999,0.261,0.288,0.334,0,3.145,3.75
2006,1,1130,0.317,-99999,73.022,25.988,0.129,-3.217,266.68,38.457,183.91,-99999,594.66,-99999,342.72,1.98,102.37,2.941,45.858,0.409,3.392,0,383.633,0.976,0.991,2.208,3.671,-99999,-99999,-99999,0.263,0.292,0.335,0,3.145,3.75
2006,1,1200,0.097,-99999,63.809,22.336,0.115,-2.992,222.04,31.55,151.04,-99999,497.72,-99999,342.55,2,102.31,3.482,43.119,0.446,3.315,0,382.774,1.195,1.03,2.205,3.663,-99999,-99999,-99999,0.263,0.292,0.335,0,3.145,3.75
2006,1,1230,-99999,-99999,48.596,18.536,0.066,-0.615,208.37,30.075,139.1,-99999,466.21,-99999,350.41,1.721,102.24,3.781,41.937,0.465,3.296,0,382.722,1.353,1.086,2.208,3.662,-99999,-99999,-99999,0.266,0.295,0.336,0,3.145,3.75
2006,1,1300,-99999,-99999,57.53,18.707,0.028,-0.041,237.64,33.455,150.48,-99999,525.61,-99999,376.04,1.279,102.16,4.191,43.848,0.463,3.55,0,382.303,1.943,1.164,2.174,3.611,-99999,-99999,-99999,0.268,0.297,0.337,0,3.145,3.75
2006,1,1330,-99999,-99999,35.709,12.939,0.102,-3.653,111.57,14.158,68.203,-99999,264.16,-99999,368.21,1.258,102.16,4.409,45.392,0.457,3.733,0,382.799,2.706,1.424,2.21,3.625,-99999,-99999,-99999,0.268,0.295,0.335,0,3.145,3.75
2006,1,1400,0.478,-99999,15.238,8.52,0.098,-6.481,65.149,8.344,36.993,-99999,159.96,-99999,333.89,1.666,102.17,4.456,44.857,0.463,3.7,0,382.397,2.879,1.758,2.268,3.646,-99999,-99999,-99999,0.269,0.295,0.337,0,3.145,3.75
2006,1,1430,0.188,-99999,6.715,4.498,0.065,-3.225,61.75,8.45,33.716,-99999,149.18,-99999,345.52,1.01,102.14,4.509,45.064,0.463,3.733,0,382.572,2.998,2.027,2.326,3.626,-99999,-99999,-99999,0.27,0.295,0.334,0,3.145,3.75
2006,1,1500,0.477,-99999,2.459,4.665,0.058,-5.058,36.618,4.806,15.207,-99999,91.335,-99999,352.37,0.884,102.14,4.57,45.647,0.46,3.797,0,382.929,3.122,2.251,2.411,3.612,-99999,-99999,-99999,0.268,0.295,0.336,0,3.145,3.75
2006,1,1530,0.532,-99999,-99999,6.165,0.055,-99999,25.167,3.293,8.9,-99999,62.883,-99999,353.75,1.235,102.13,4.451,47.54,0.44,3.923,0,383.564,3.128,2.439,2.512,3.612,-99999,-99999,-99999,0.271,0.295,0.337,0,3.145,3.75
2006,1,1600,0.8,-99999,-2.384,4.97,0.022,0.969,17.372,2.377,3.777,-99999,42.701,-99999,357.88,0.914,102.11,4.312,48.332,0.429,3.95,0,384.671,3.127,2.588,2.608,3.611,-99999,-99999,-99999,0.27,0.295,0.336,0,3.145,3.75
2006,1,1630,1.129,-99999,-4.55,3.083,0.026,1.534,7.586,0.98,-4.081,-99999,20.334,-99999,364.16,0.958,102.1,4.107,49.162,0.416,3.961,0,386.11,3.079,2.697,2.699,3.614,-99999,-99999,-99999,0.27,0.295,0.336,0,3.145,3.75
2006,1,1700,-99999,-99999,-99999,-99999,0.048,-99999,0.105,0.122,-7.463,-99999,0,-99999,402.81,0.881,102.05,3.923,48.858,0.413,3.888,0,386.519,2.956,2.767,2.783,3.624,-99999,-99999,-99999,0.271,0.294,0.336,0,3.145,3.75
2006,1,1730,-99999,-99999,-99999,-99999,0.07,-99999,0,0,-6.207,-99999,0,-99999,320.88,0.835,102.01,3.388,53.508,0.362,4.102,0,391.156,2.816,2.806,2.867,3.648,-99999,-99999,-99999,0.272,0.294,0.336,0,3.145,3.75
2006,1,1800,1.178,-99999,-3.691,4.155,0.079,11.896,0.138,0.267,-2.276,-99999,0,-99999,335.58,1.831,102.04,3.318,54.939,0.349,4.19,0,391.169,2.727,2.807,2.924,3.658,-99999,-99999,-99999,0.271,0.296,0.337,0,3.145,3.75
2006,1,1830,0.386,-99999,-6.463,3.947,0.153,102.887,0.111,0.324,-2.865,-99999,0,-99999,328.59,1.892,102.08,3.512,53.9,0.362,4.166,0,392.693,2.703,2.8,2.965,3.663,-99999,-99999,-99999,0.273,0.295,0.335,0,3.145,3.75
2006,1,1900,-99999,-99999,-99999,-99999,0.156,-99999,0,0,-3.007,-99999,0,-99999,314.52,1.357,102.07,3.517,54.584,0.357,4.221,0,394.985,2.715,2.801,3.003,3.678,-99999,-99999,-99999,0.27,0.297,0.336,0,3.145,3.75
2006,1,1930,-99999,-99999,-99999,-99999,0.129,-99999,0,0,-4.564,-99999,0,-99999,350.47,0.821,102.05,3.319,56.343,0.338,4.298,0,394.956,2.712,2.805,3.033,3.694,-99999,-99999,-99999,0.27,0.296,0.336,0,3.145,3.75
2006,1,2000,-99999,-99999,-99999,-99999,0.116,-99999,0,0,-6.729,-99999,0,-99999,306.75,0.664,102,3.367,55.165,0.349,4.224,0,394.596,2.663,2.813,3.064,3.717,-99999,-99999,-99999,0.272,0.296,0.339,0,3.145,3.75
2006,1,2030,1.021,-99999,-0.505,1.627,0.109,25.093,0.118,0.167,-0.7,-99999,0,-99999,305.68,1.295,101.97,3.144,58.123,0.321,4.383,0,395.926,2.616,2.81,3.086,3.731,-99999,-99999,-99999,0.272,0.295,0.337,0,3.145,3.75
2006,1,2100,0.479,-99999,-99999,4.523,0.111,-99999,0.061,0.198,-1.116,-99999,0,-99999,311.04,1.709,101.93,3.236,57.294,0.329,4.35,0,396.499,2.648,2.808,3.105,3.739,-99999,-99999,-99999,0.272,0.295,0.337,0,3.145,3.75
2006,1,2130,-99999,-99999,-2.739,7.492,0.097,21.704,0.038,0.159,-1.115,-99999,0,-99999,315.03,1.796,101.92,3.29,57.851,0.326,4.41,0,396.691,2.662,2.816,3.121,3.756,-99999,-99999,-99999,0.271,0.297,0.337,0,3.145,3.75
2006,1,2200,-99999,-99999,-99999,-99999,0.141,-99999,0,0,-3.558,-99999,0,-99999,314.93,2.385,101.93,3.382,60.411,0.308,4.636,0.2,410.11,2.677,2.829,3.135,3.769,-99999,-99999,-99999,0.271,0.298,0.338,0,3.145,3.75
2006,1,2230,-99999,-99999,-99999,-99999,0.116,-99999,0,0,-6.134,-99999,0,-99999,326.01,1.604,101.91,2.825,71.345,0.214,5.267,0.2,433.23,2.673,2.837,3.15,3.787,-99999,-99999,-99999,0.272,0.299,0.34,0,3.145,3.75
2006,1,2300,-99999,-99999,-99999,-99999,0.136,-99999,0,0,-6.02,-99999,0,-99999,305.32,2.135,101.9,2.551,76.383,0.173,5.532,0.3,425.307,2.621,2.849,3.168,3.802,-99999,-99999,-99999,0.274,0.3,0.342,0,3.145,3.75
2006,1,2330,-99999,-99999,-99999,-99999,0.198,-99999,0,0,-4.541,-99999,0,-99999,313.53,1.678,101.86,2.127,82.378,0.126,5.792,0.3,444.934,2.578,2.853,3.183,3.815,-99999,-99999,-99999,0.275,0.302,0.343,0,3.145,3.75
2006,1,2400,-99999,-99999,-99999,-99999,0.126,-99999,0,0,-2.906,-99999,0,-99999,347.62,1.165,101.76,1.638,87.193,0.088,5.926,0,446.099,2.497,2.848,3.199,3.832,-99999,-99999,-99999,0.275,0.301,0.342,0,3.145,3.75
2006,2,30,0.639,-99999,-99999,-99999,0.11,-99999,0,0,-1.263,-99999,0,-99999,300.37,1.619,101.68,1.466,87.958,0.082,5.91,0,437.447,2.292,2.836,3.225,3.862,-99999,-99999,-99999,0.276,0.302,0.343,0,3.145,3.75
2006,2,100,-99999,-99999,-99999,-99999,0.102,-99999,1.067,1.619,-1.049,-99999,0,-99999,306.44,1.203,101.67,1.395,87.46,0.085,5.846,0,434.156,2.103,2.775,3.228,3.866,-99999,-99999,-99999,0.274,0.302,0.339,0,3.145,3.75
2006,2,130,-99999,-99999,-99999,-99999,0.035,-99999,1.723,1.637,-1.237,-99999,0,-99999,273.86,1.071,101.65,1.691,85.024,0.103,5.807,0,413.277,2.193,2.715,3.222,3.867,-99999,-99999,-99999,0.275,0.301,0.341,0,3.145,3.75
2006,2,200,1.193,-99999,-6.082,11.359,0.061,4.672,1.4,1.747,-1.258,-99999,0,-99999,289.1,1.473,101.61,1.709,81.882,0.125,5.6,0,408.598,2.235,2.689,3.215,3.876,-99999,-99999,-99999,0.274,0.3,0.342,0,3.145,3.75
2006,2,230,0.302,-99999,-3.282,2.131,0.064,8.66,0,0,-0.783,-99999,0,-99999,274.75,0.646,101.53,1.582,80.395,0.134,5.452,0,409.957,2.154,2.685,3.22,3.898,-99999,-99999,-99999,0.275,0.3,0.341,0,3.145,3.75
2006,2,300,-99999,-99999,-99999,-99999,0.054,-99999,0.414,2.233,0.996,-99999,0,-99999,245.89,0.947,101.47,1.394,79.269,0.14,5.306,0,412.641,1.869,2.657,3.226,3.92,-99999,-99999,-99999,0.273,0.299,0.342,0,3.145,3.75
2006,2,330,0.775,-99999,-9.783,3.849,0.091,8.958,0.331,1.868,-0.119,-99999,0,-99999,291.78,1.931,101.42,0.683,79.969,0.129,5.087,0,417.53,1.593,2.579,3.222,3.931,-99999,-99999,-99999,0.273,0.3,0.341,0,3.145,3.75
2006,2,400,-99999,-99999,-18.596,12.189,0.182,30.721,0.863,2.159,-2.105,-99999,0,-99999,312.13,3.041,101.39,0.509,78.164,0.138,4.91,0,413.418,1.358,2.481,3.206,3.932,-99999,-99999,-99999,0.275,0.299,0.344,0,3.145,3.75
2006,2,430,0.36,-99999,-7.014,3.648,0.124,27.127,0,0,-16.397,-99999,0,-99999,317.52,1.207,101.32,0.223,79.767,0.126,4.911,0,411.195,1.245,2.37,3.185,3.938,-99999,-99999,-99999,0.274,0.3,0.341,0,3.145,3.75
2006,2,500,-99999,-99999,-99999,-99999,0.034,-99999,0.206,2.01,-24.517,-99999,0,-99999,397.35,0.788,101.25,0.215,80.027,0.124,4.928,0,411.102,1.192,2.27,3.152,3.939,-99999,-99999,-99999,0.276,0.298,0.341,0,3.145,3.75
2006,2,530,-99999,-99999,-99999,-99999,0.119,-99999,0.718,1.625,-14.333,-99999,0,-99999,324.71,1.34,101.23,0.271,80.829,0.12,4.999,0,412.71,1.142,2.202,3.129,3.95,-99999,-99999,-99999,0.276,0.298,0.342,0,3.145,3.75
2006,2,600,-99999,-99999,-99999,-99999,0.078,-99999,0.451,1.389,-14.46,-99999,0,-99999,231.89,0.914,101.17,0.221,81.716,0.113,5.039,0,412.393,1.128,2.146,3.099,3.957,-99999,-99999,-99999,0.274,0.298,0.341,0,3.145,3.75
2006,2,630,-99999,-99999,-99999,-99999,0.102,-99999,0.151,0.798,-9.621,-99999,0,-99999,325.52,0.947,101.16,-0.142,85.317,0.089,5.124,0,414.964,1.092,2.091,3.062,3.95,-99999,-99999,-99999,0.273,0.3,0.342,0,3.145,3.75
2006,2,700,0.286,-99999,-99999,2.427,0.049,-99999,0.791,0.857,-7.42,-99999,0,-99999,309.55,0.542,101.12,-0.128,84.988,0.091,5.112,0,416.198,1.087,2.054,3.036,3.955,-99999,-99999,-99999,0.275,0.299,0.343,0,3.145,3.75
2006,2,730,-99999,-99999,-99999,-99999,0.116,-99999,4.972,1.382,-2.994,-99999,10.044,-99999,321.75,1.253,101.11,0.055,84.243,0.097,5.136,0,413.17,1.091,2.024,3.007,3.949,-99999,-99999,-99999,0.274,0.298,0.34,0,3.145,3.75
2006,2,800,-99999,-99999,-2.967,-99999,0.095,65.708,13.184,2.171,3.315,-99999,29.631,-99999,303.03,1.616,101.1,0.242,82.728,0.107,5.113,0,410.232,1.11,2.002,2.98,3.941,-99999,-99999,-99999,0.274,0.299,0.343,0,3.145,3.75
2006,2,830,-99999,-99999,-99999,9.661,0.214,-99999,32.87,4.381,20.292,-99999,72.969,-99999,329.4,2.296,101.07,0.906,84.933,0.098,5.511,0,407.218,1.196,1.988,2.947,3.922,-99999,-99999,-99999,0.274,0.299,0.341,0,3.145,3.75
2006,2,900,-99999,-99999,-8.187,12.05,0.183,85.356,27.402,3.36,15.516,-99999,65.058,-99999,317.08,2.677,101.07,1.532,84.995,0.102,5.772,0,403.605,1.466,2.004,2.921,3.906,-99999,-99999,-99999,0.273,0.298,0.342,0,3.145,3.75
2006,2,930,-99999,-99999,-99999,14.6,0.221,-99999,40.828,4.816,25.126,-99999,96.442,-99999,302.14,3.04,101.04,1.919,84.28,0.11,5.886,0,401.784,1.751,2.068,2.91,3.902,-99999,-99999,-99999,0.274,0.299,0.342,0,3.145,3.75
2006,2,1000,0.757,-99999,-99999,18.717,0.237,-99999,73.513,8.658,52.941,-99999,169.75,-99999,301.9,2.954,101.04,2.424,83.373,0.121,6.038,0,400.021,2.093,2.164,2.905,3.894,-99999,-99999,-99999,0.274,0.298,0.34,0,3.145,3.75
2006,2,1030,1.135,-99999,7.275,26.549,0.184,-42.45,108.38,12.842,80.523,-99999,248.75,-99999,306.36,2.146,101.02,2.838,81.795,0.136,6.102,0,399.926,2.548,2.299,2.912,3.882,-99999,-99999,-99999,0.272,0.299,0.341,0,3.145,3.75
2006,2,1100,0.446,-99999,11.416,21.489,0.095,-5.963,88.948,9.965,55.564,-99999,208.44,-99999,335.06,1.084,100.96,3.105,79.852,0.154,6.075,0,399.319,3.139,2.494,2.934,3.874,-99999,-99999,-99999,0.272,0.298,0.34,0,3.145,3.75
2006,2,1130,0.432,-99999,4.667,17.357,0.162,-100.689,54.68,5.896,33.194,-99999,137.16,-99999,331.44,2.408,100.89,3.298,80.656,0.15,6.226,0,399.554,3.324,2.733,2.99,3.893,-99999,-99999,-99999,0.272,0.298,0.34,0,3.145,3.75
2006,2,1200,-99999,-99999,-99999,13.067,0.176,-99999,48.658,5.575,30.575,-99999,123.61,-99999,294.07,2.371,100.9,3.532,79.939,0.158,6.273,0,398.415,3.371,2.927,3.05,3.895,-99999,-99999,-99999,0.273,0.297,0.34,0,3.145,3.75
2006,2,1230,0.869,-99999,2.287,18.436,0.069,-7.722,43.215,4.735,26.685,-99999,111.83,-99999,316.73,1.673,100.83,3.663,79.71,0.161,6.318,0,398.222,3.506,3.068,3.114,3.889,-99999,-99999,-99999,0.274,0.296,0.34,0,3.145,3.75
2006,2,1300,0.573,-99999,0.636,17.383,0.131,-105.737,38.265,4.655,24.554,-99999,100.16,-99999,325.83,2.002,100.74,3.652,80.391,0.156,6.373,0,410.613,3.58,3.186,3.185,3.895,-99999,-99999,-99999,0.273,0.297,0.338,0,3.145,3.75
2006,2,1330,-99999,-99999,-99999,-99999,0.103,-99999,40.3,5.37,30.933,-99999,101.98,-99999,324.17,1.296,100.67,3.613,83.494,0.131,6.607,0.2,442.128,3.642,3.283,3.246,3.896,-99999,-99999,-99999,0.274,0.298,0.341,0,3.145,3.75
2006,2,1400,-99999,-99999,-99999,-99999,0.074,-99999,43.442,5.281,34.824,-99999,106.65,-99999,205.86,0.815,100.61,3.543,86.16,0.109,6.789,0.4,429.002,3.808,3.387,3.32,3.914,-99999,-99999,-99999,0.275,0.301,0.345,0,3.145,3.75
2006,2,1430,-99999,-99999,-99999,-99999,0.076,-99999,46.99,5.521,37.989,-99999,110.77,-99999,178.99,1.457,100.56,3.452,89.782,0.08,7.035,0.2,418.496,3.969,3.493,3.391,3.935,-99999,-99999,-99999,0.279,0.303,0.347,0,3.145,3.75
2006,2,1500,-99999,-99999,-99999,-99999,0.19,-99999,48.167,5.618,39.219,-99999,109.4,-99999,217.08,2.395,100.55,3.499,91.779,0.065,7.217,0.1,415,4.064,3.589,3.445,3.942,-99999,-99999,-99999,0.277,0.302,0.346,0,3.145,3.75
2006,2,1530,-99999,-99999,-99999,143.776,0.217,-99999,52.528,6.415,44.216,-99999,113.6,-99999,310.13,3.547,100.57,3.37,92,0.062,7.167,0,417.842,4.053,3.674,3.497,3.95,-99999,-99999,-99999,0.276,0.302,0.344,0,3.145,3.75
2006,2,1600,-99999,-99999,-99999,-99999,0.138,-99999,63.582,10.219,52.129,-99999,125.92,-99999,329.95,2.319,100.53,3.142,91.022,0.069,6.979,0,469.569,3.984,3.731,3.551,3.965,-99999,-99999,-99999,0.277,0.302,0.343,0,3.145,3.75
2006,2,1630,-99999,-99999,-99999,-99999,0.106,-99999,29.53,6.245,25.071,-99999,58.111,-99999,319.29,1.853,100.52,3.013,90.47,0.072,6.873,0,450.055,3.893,3.763,3.6,3.978,-99999,-99999,-99999,0.278,0.301,0.341,0,3.145,3.75
2006,2,1700,0.432,-99999,-8.438,-99999,0.043,1.388,0.642,1.725,3.026,-99999,6.6218,-99999,300.88,1.678,100.51,2.247,91.519,0.061,6.583,0,403.657,3.375,3.764,3.677,4.035,-99999,-99999,-99999,0.275,0.301,0.344,0,3.145,3.75
2006,2,1730,-3.759,-99999,1.907,-99999,0.022,0.35,0,0,-0.923,-99999,0,-99999,298.38,1.011,100.53,1.776,92.722,0.051,6.446,0,402.9,2.729,3.644,3.719,4.066,-99999,-99999,-99999,0.278,0.3,0.344,0,3.145,3.75
2006,2,1800,-99999,-99999,-99999,-99999,0.105,-99999,0,0,-1.067,-99999,0,-99999,297.04,1.442,100.57,1.19,93.252,0.045,6.212,0,406.558,2.26,3.441,3.729,4.08,-99999,-99999,-99999,0.277,0.301,0.342,0,3.145,3.75
2006,2,1830,-99999,-99999,-8.15,-99999,0.084,17.839,0,0,-3.486,-99999,0,-99999,360.05,0.546,100.58,0.686,95.348,0.03,6.123,0,395.574,1.922,3.222,3.713,4.093,-99999,-99999,-99999,0.277,0.301,0.342,0,3.145,3.75
2006,2,1900,-99999,-99999,-99999,-99999,0.052,-99999,0,0,-0.961,-99999,0,-99999,313,0.505,100.56,0.739,94.505,0.035,6.094,0,395.643,1.632,3.021,3.684,4.114,-99999,-99999,-99999,0.277,0.302,0.344,0,3.145,3.75
2006,2,1930,-99999,-99999,-99999,-99999,0.084,-99999,0,0,-1.698,-99999,0,-99999,324.57,0.951,100.55,0.073,95.189,0.03,5.847,0,402.615,1.391,2.84,3.646,4.142,-99999,-99999,-99999,0.276,0.302,0.34,0,3.145,3.75
2006,2,2000,-99999,-99999,-99999,-99999,0.023,-99999,0,0,-1.978,-99999,0,-99999,321.73,0.47,100.54,0.122,95.567,0.027,5.892,0,378.18,1.177,2.672,3.593,4.157,-99999,-99999,-99999,0.276,0.3,0.343,0,3.145,3.75
2006,2,2030,-99999,-99999,-14.669,-99999,0.055,1.993,0,0,-0.991,-99999,0,-99999,284.02,1.068,100.56,0.203,94.957,0.031,5.888,0,381.682,0.953,2.514,3.534,4.164,-99999,-99999,-99999,0.274,0.301,0.343,0,3.145,3.75
2006,2,2100,-99999,-99999,-99999,-99999,0.094,-99999,0,0,-2.045,-99999,0,-99999,306.92,0.86,100.56,-0.717,96.332,0.021,5.584,0,362.515,0.709,2.364,3.481,4.178,-99999,-99999,-99999,0.276,0.3,0.343,0,3.145,3.75
2006,2,2130,-99999,-99999,-99999,-99999,0.139,-99999,0,0,-2.54,-99999,0,-99999,386.73,0.673,100.56,-0.276,96.701,0.02,5.79,0,291.198,0.42,2.205,3.415,4.179,-99999,-99999,-99999,0.275,0.297,0.34,0,3.145,3.75
2006,2,2200,-99999,-99999,-99999,-99999,0.169,-99999,0,0,-2.84,-99999,0,-99999,229.45,0.887,100.57,-0.739,96.305,0.021,5.573,0,322.386,0.186,2.063,3.359,4.188,-99999,-99999,-99999,0.274,0.298,0.341,0,3.145,3.75
2006,2,2230,-99999,-99999,-99999,-99999,0.053,-99999,0,0,-3.253,-99999,0,-99999,291.03,0.627,100.56,-1.399,97.396,0.014,5.369,0,338.835,0.01,1.927,3.294,4.191,-99999,-99999,-99999,0.273,0.297,0.34,0,3.145,3.75
2006,2,2300,-99999,-99999,-99999,-99999,0.154,-99999,0,0,-4.099,-99999,0,-99999,288.07,0.764,100.52,-2.203,98.336,0.009,5.108,0,264.548,-0.161,1.817,3.239,4.198,-99999,-99999,-99999,0.274,0.297,0.341,0,3.145,3.75
2006,2,2330,-99999,-99999,-99999,-99999,0.104,-99999,0,0,-4.222,-99999,0,-99999,363.47,0.699,100.5,-2.015,98.898,0.006,5.211,0,225.501,-0.296,1.709,3.171,4.184,-99999,-99999,-99999,0.272,0.297,0.343,0,3.145,3.75
2006,2,2400,-99999,-99999,-99999,-99999,0.091,-99999,0,0,-5.013,-99999,0,-99999,162.52,0.754,100.45,-2.307,99.237,0.004,5.119,0,338.997,-0.362,1.643,3.135,4.201,-99999,-99999,-99999,0.271,0.296,0.341,0,3.145,3.75
2006,3,30,-99999,-99999,-99999,-99999,0.064,-99999,0,0,-5.063,-99999,0,-99999,186.93,0.673,100.41,-2.831,99.546,0.002,4.94,0,446.879,-0.415,1.565,3.08,4.193,-99999,-99999,-99999,0.27,0.295,0.34,0,3.145,3.75
2006,3,100,-99999,-99999,-99999,-99999,0.043,-99999,0,0,-5.855,-99999,0,-99999,271.18,0.311,100.42,-3.268,99.75,0.001,4.79,0,666.032,-0.483,1.493,3.026,4.181,-99999,-99999,-99999,0.272,0.294,0.341,0,3.145,3.75
