startDateTime,endDateTime,inSWMean,inSWMinimum,inSWMaximum,inSWVariance,inSWNumPts,inSWExpUncert,inSWStdErMean,inSWFinalQF,outSWMean,outSWMinimum,outSWMaximum,outSWVariance,outSWNumPts,outSWExpUncert,outSWStdErMean,outSWFinalQF,inLWMean,inLWMinimum,inLWMaximum,inLWVariance,inLWNumPts,inLWExpUncert,inLWStdErMean,inLWFinalQF,outLWMean,outLWMinimum,outLWMaximum,outLWVariance,outLWNumPts,outLWExpUncert,outLWStdErMean,outLWFinalQF
"2018-11-01T00:00:00Z","2018-11-01T00:30:00Z",-4.99,-4.99,-4.99,0.00,1,0.22,,1,2.18,1.80,2.54,0.03,60,0.12,0.02,0,,,,,,,,1,,,,,,,,1
"2018-11-01T00:30:00Z","2018-11-01T01:00:00Z",-4.94,-4.99,-4.89,0.00,9,0.22,0.02,1,2.28,1.85,2.76,0.04,60,0.13,0.03,0,,,,,,,,1,,,,,,,,1
"2018-11-01T01:00:00Z","2018-11-01T01:30:00Z",-4.96,-4.99,-4.91,0.00,14,0.22,0.01,1,2.24,1.94,2.46,0.02,60,0.11,0.02,0,,,,,,,,1,,,,,,,,1
"2018-11-01T01:30:00Z","2018-11-01T02:00:00Z",-4.89,-4.97,-4.78,0.00,35,0.22,0.01,1,2.55,2.13,3.31,0.07,60,0.16,0.03,0,,,,,,,,1,,,,,,,,1
"2018-11-01T02:00:00Z","2018-11-01T02:30:00Z",-4.64,-4.99,-4.31,0.04,53,0.22,0.03,0,2.55,1.82,3.34,0.11,60,0.17,0.04,0,,,,,,,,1,,,,,,,,1
"2018-11-01T02:30:00Z","2018-11-01T03:00:00Z",-4.38,-4.81,-3.98,0.04,33,0.22,0.04,1,2.68,2.10,3.21,0.13,60,0.17,0.05,0,,,,,,,,1,,,,,,,,1
"2018-11-01T03:00:00Z","2018-11-01T03:30:00Z",-4.71,-4.93,-4.51,0.01,51,0.22,0.01,0,2.57,2.26,3.10,0.05,60,0.15,0.03,0,,,,,,,,1,,,,,,,,1
"2018-11-01T03:30:00Z","2018-11-01T04:00:00Z",-4.88,-4.99,-4.63,0.01,38,0.22,0.02,1,2.35,2.18,2.55,0.01,60,0.11,0.01,0,,,,,,,,1,,,,,,,,1
"2018-11-01T04:00:00Z","2018-11-01T04:30:00Z",-4.79,-4.99,-4.43,0.02,52,0.22,0.02,0,2.42,2.12,2.76,0.01,60,0.12,0.02,0,,,,,,,,1,,,,,,,,1
"2018-11-01T04:30:00Z","2018-11-01T05:00:00Z",-4.86,-4.99,-4.61,0.01,35,0.22,0.02,1,2.31,1.82,2.62,0.03,60,0.12,0.02,0,,,,,,,,1,,,,,,,,1
"2018-11-01T05:00:00Z","2018-11-01T05:30:00Z",-4.94,-4.94,-4.94,0.00,1,0.21,,1,2.25,2.01,2.54,0.01,60,0.12,0.02,0,,,,,,,,1,,,,,,,,1
"2018-11-01T05:30:00Z","2018-11-01T06:00:00Z",,,,,,,,1,2.33,2.02,2.63,0.01,60,0.12,0.02,0,,,,,,,,1,,,,,,,,1
"2018-11-01T06:00:00Z","2018-11-01T06:30:00Z",,,,,,,,1,2.41,2.13,2.70,0.02,60,0.12,0.02,0,,,,,,,,1,,,,,,,,1
"2018-11-01T06:30:00Z","2018-11-01T07:00:00Z",,,,,,,,1,2.53,2.10,3.28,0.10,60,0.17,0.04,0,,,,,,,,1,,,,,,,,1
"2018-11-01T07:00:00Z","2018-11-01T07:30:00Z",,,,,,,,1,2.38,2.10,2.60,0.01,60,0.12,0.01,0,,,,,,,,1,,,,,,,,1
"2018-11-01T07:30:00Z","2018-11-01T08:00:00Z",,,,,,,,1,2.73,2.19,3.31,0.06,60,0.16,0.03,0,,,,,,,,1,,,,,,,,1
"2018-11-01T08:00:00Z","2018-11-01T08:30:00Z",,,,,,,,1,2.76,2.29,3.31,0.07,60,0.16,0.03,0,,,,,,,,1,,,,,,,,1
"2018-11-01T08:30:00Z","2018-11-01T09:00:00Z",2.00,-4.35,16.41,51.74,16,3.67,1.80,1,2.76,2.34,3.23,0.05,60,0.15,0.03,0,,,,,,,,1,,,,,,,,1
"2018-11-01T09:00:00Z","2018-11-01T09:30:00Z",-4.70,-4.99,-4.23,0.04,56,0.22,0.03,0,2.66,2.15,3.34,0.07,60,0.16,0.04,0,,,,,,,,1,,,,,,,,1
"2018-11-01T09:30:00Z","2018-11-01T10:00:00Z",-4.91,-4.98,-4.73,0.01,13,0.22,0.02,1,2.53,2.18,3.12,0.06,60,0.15,0.03,0,,,,,,,,1,,,,,,,,1
"2018-11-01T10:00:00Z","2018-11-01T10:30:00Z",-4.86,-4.99,-4.60,0.01,16,0.22,0.03,1,2.58,2.05,3.03,0.05,60,0.14,0.03,0,,,,,,,,1,,,,,,,,1
"2018-11-01T10:30:00Z","2018-11-01T11:00:00Z",-4.79,-4.99,-4.41,0.02,41,0.22,0.02,1,2.55,2.21,3.15,0.03,60,0.15,0.02,0,,,,,,,,1,,,,,,,,1
"2018-11-01T11:00:00Z","2018-11-01T11:30:00Z",-4.79,-4.98,-4.55,0.02,13,0.23,0.03,1,2.88,2.32,3.76,0.12,60,0.19,0.05,0,,,,,,,,1,,,,,,,,1
"2018-11-01T11:30:00Z","2018-11-01T12:00:00Z",-4.99,-4.99,-4.98,0.00,3,0.22,0.01,1,2.70,2.23,3.51,0.10,60,0.17,0.04,0,,,,,,,,1,,,,,,,,1
"2018-11-01T12:00:00Z","2018-11-01T12:30:00Z",-4.62,-4.98,-4.25,0.06,14,0.25,0.07,1,2.87,2.54,3.45,0.06,60,0.16,0.03,0,,,,,,,,1,,,,,,,,1
"2018-11-01T12:30:00Z","2018-11-01T13:00:00Z",0.41,-4.21,6.01,10.90,60,0.89,0.43,0,2.97,2.48,3.40,0.05,60,0.16,0.03,0,,,,,,,,1,,,,,,,,1
"2018-11-01T13:00:00Z","2018-11-01T13:30:00Z",21.27,6.21,42.42,160.55,60,3.75,1.64,0,4.83,2.68,7.93,3.22,60,0.58,0.23,0,,,,,,,,1,,,,,,,,1
"2018-11-01T13:30:00Z","2018-11-01T14:00:00Z",49.76,38.46,61.24,40.75,60,3.12,0.82,0,8.55,7.34,9.56,0.37,60,0.44,0.08,0,,,,,,,,1,,,,,,,,1
"2018-11-01T14:00:00Z","2018-11-01T14:30:00Z",68.39,61.42,85.68,46.84,60,4.11,0.88,0,9.96,9.22,11.85,0.50,60,0.54,0.09,0,,,,,,,,1,,,,,,,,1
"2018-11-01T14:30:00Z","2018-11-01T15:00:00Z",91.78,79.67,108.08,65.52,60,5.12,1.05,0,12.37,10.80,14.53,0.96,60,0.68,0.13,0,,,,,,,,1,,,,,,,,1
"2018-11-01T15:00:00Z","2018-11-01T15:30:00Z",123.22,106.49,143.60,131.58,60,6.88,1.48,0,14.27,13.67,14.91,0.08,60,0.65,0.04,0,309.5,308.9,310.2,0.1,50,12.4,0.1,1,337.9,336.5,339.1,0.8,50,12.4,0.1,1
"2018-11-01T15:30:00Z","2018-11-01T16:00:00Z",175.61,143.35,215.92,564.44,60,11.18,3.07,0,17.27,14.39,21.44,4.98,60,1.09,0.29,0,309.4,308.0,310.7,0.6,60,12.4,0.1,0,340.5,339.1,342.3,1.1,60,12.4,0.1,0
"2018-11-01T16:00:00Z","2018-11-01T16:30:00Z",235.20,207.26,267.05,265.36,60,12.30,2.10,0,22.53,20.55,25.09,1.73,60,1.14,0.17,0,302.7,295.3,308.7,18.4,60,12.4,0.6,0,342.7,342.0,343.3,0.1,60,12.4,0.0,0
"2018-11-01T16:30:00Z","2018-11-01T17:00:00Z",296.84,269.74,355.85,336.40,60,16.11,2.37,0,27.81,24.95,37.71,8.66,60,1.80,0.38,0,299.9,294.2,305.0,12.3,60,12.4,0.5,0,343.6,342.7,344.5,0.3,60,12.4,0.1,0
"2018-11-01T17:00:00Z","2018-11-01T17:30:00Z",254.35,201.28,336.23,1555.07,60,17.76,5.09,0,22.39,17.77,33.24,16.11,60,1.77,0.52,0,310.8,305.2,315.1,12.1,60,12.4,0.4,0,344.5,343.9,345.0,0.1,60,12.4,0.0,0
"2018-11-01T17:30:00Z","2018-11-01T18:00:00Z",230.06,200.77,265.90,403.45,60,12.62,2.59,0,20.65,17.63,24.77,5.33,60,1.23,0.30,0,312.2,304.4,315.1,8.5,60,12.4,0.4,0,344.4,343.9,345.0,0.1,60,12.4,0.0,0
"2018-11-01T18:00:00Z","2018-11-01T18:30:00Z",229.47,213.38,256.75,212.65,60,11.73,1.88,0,21.25,19.51,23.58,1.55,60,1.07,0.16,0,303.2,299.6,306.7,4.2,60,12.4,0.3,0,344.3,343.6,345.2,0.1,60,12.4,0.0,0
"2018-11-01T18:30:00Z","2018-11-01T19:00:00Z",331.35,217.36,730.65,17385.66,60,46.47,17.02,0,37.58,21.26,106.48,502.06,60,7.40,2.89,0,301.8,298.4,305.3,4.2,60,12.4,0.3,0,346.6,344.1,349.1,2.6,60,12.4,0.2,0
"2018-11-01T19:00:00Z","2018-11-01T19:30:00Z",353.11,206.85,651.13,30985.70,60,53.48,22.73,0,53.26,19.49,119.90,1592.66,60,11.54,5.15,0,284.1,269.2,302.2,117.9,60,12.7,1.4,0,346.3,343.3,350.6,4.2,60,12.4,0.3,0
"2018-11-01T19:30:00Z","2018-11-01T20:00:00Z",492.05,172.14,600.92,11942.22,60,38.37,14.11,0,79.47,20.98,116.52,619.47,60,8.17,3.21,0,249.2,229.6,269.5,175.9,60,12.9,1.7,0,348.9,345.4,350.5,2.0,60,12.4,0.2,0
"2018-11-01T20:00:00Z","2018-11-01T20:30:00Z",354.28,90.60,427.53,5216.86,60,26.27,9.32,0,54.94,8.16,74.30,165.32,60,4.62,1.66,0,229.4,228.5,230.1,0.1,60,12.4,0.0,0,344.4,343.4,345.2,0.2,60,12.4,0.1,0
