startDateTime,endDateTime,RHMean,RHMinimum,RHMaximum,RHVariance,RHNumPts,RHExpUncert,RHStdErMean,RHFinalQF,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF,dewTempMean,dewTempMinimum,dewTempMaximum,dewTempVariance,dewTempNumPts,dewTempExpUncert,dewTempStdErMean,dewTempFinalQF
"2018-10-01T00:00:00Z","2018-10-01T00:30:00Z",81.99,77.00,86.09,6.61,30,0.96,0.47,1,7.462,7.186,7.653,0.020,30,2.201,0.026,0,4.535,3.812,5.132,0.126,30,0.938,0.065,0
"2018-10-01T00:30:00Z","2018-10-01T01:00:00Z",84.79,80.96,86.86,1.85,30,0.53,0.25,1,7.185,6.985,7.444,0.019,30,2.201,0.025,0,4.748,4.082,5.319,0.071,30,0.933,0.049,1
"2018-10-01T01:00:00Z","2018-10-01T01:30:00Z",86.17,83.01,88.61,1.56,30,0.49,0.23,1,7.165,6.929,7.431,0.022,30,2.201,0.027,0,4.961,4.449,5.268,0.041,30,0.934,0.037,0
"2018-10-01T01:30:00Z","2018-10-01T02:00:00Z",86.56,83.61,89.08,2.28,30,0.58,0.28,1,6.929,6.815,7.129,0.006,30,2.200,0.015,0,4.793,4.252,5.405,0.083,30,0.938,0.052,0
"2018-10-01T02:00:00Z","2018-10-01T02:30:00Z",86.29,84.37,88.89,1.58,30,0.50,0.23,1,6.911,6.752,7.031,0.009,30,2.200,0.017,0,4.730,4.413,5.256,0.059,30,0.936,0.044,0
"2018-10-01T02:30:00Z","2018-10-01T03:00:00Z",87.24,85.43,89.29,1.11,30,0.43,0.19,1,6.826,6.708,6.996,0.005,30,2.200,0.013,0,4.806,4.499,5.133,0.032,30,0.935,0.033,0
"2018-10-01T03:00:00Z","2018-10-01T03:30:00Z",79.35,69.68,88.47,51.16,30,2.62,1.31,1,7.146,6.673,7.475,0.097,30,2.203,0.057,0,3.713,2.212,4.962,0.999,30,0.992,0.182,1
"2018-10-01T03:30:00Z","2018-10-01T04:00:00Z",73.53,70.80,77.23,2.07,30,0.56,0.26,1,7.264,7.063,7.450,0.013,30,2.200,0.021,0,2.799,2.347,3.393,0.057,30,0.931,0.044,1
"2018-10-01T04:00:00Z","2018-10-01T04:30:00Z",78.78,75.58,81.04,2.59,30,0.62,0.29,1,6.945,6.762,7.111,0.008,30,2.200,0.016,0,3.466,3.026,3.838,0.054,30,0.934,0.043,0
"2018-10-01T04:30:00Z","2018-10-01T05:00:00Z",82.20,79.85,83.68,0.90,30,0.40,0.17,1,6.625,6.459,6.746,0.006,30,2.200,0.015,0,3.758,3.453,3.964,0.016,30,0.934,0.023,0
"2018-10-01T05:00:00Z","2018-10-01T05:30:00Z",82.89,81.69,84.77,0.54,30,0.33,0.13,1,6.331,6.229,6.467,0.004,30,2.200,0.012,0,3.590,3.337,3.921,0.024,30,0.935,0.028,0
"2018-10-01T05:30:00Z","2018-10-01T06:00:00Z",83.73,81.24,86.36,1.35,30,0.46,0.21,1,6.354,6.267,6.535,0.004,30,2.200,0.012,0,3.756,3.312,4.288,0.056,30,0.937,0.043,0
"2018-10-01T06:00:00Z","2018-10-01T06:30:00Z",81.28,79.43,83.53,1.12,30,0.43,0.19,1,6.082,5.957,6.255,0.007,30,2.200,0.015,0,3.068,2.626,3.455,0.038,30,0.937,0.036,0
"2018-10-01T06:30:00Z","2018-10-01T07:00:00Z",77.91,73.36,81.72,4.53,30,0.80,0.39,1,5.915,5.823,6.070,0.003,30,2.200,0.011,0,2.305,1.460,3.133,0.174,30,0.946,0.076,0
"2018-10-01T07:00:00Z","2018-10-01T07:30:00Z",76.40,74.15,78.07,1.20,30,0.44,0.20,1,5.750,5.580,5.881,0.006,30,2.200,0.014,0,1.874,1.524,2.100,0.026,30,0.937,0.029,0
"2018-10-01T07:30:00Z","2018-10-01T08:00:00Z",78.91,77.01,82.19,1.33,30,0.46,0.21,1,5.648,5.600,5.771,0.002,30,2.200,0.007,0,2.227,1.873,2.810,0.047,30,0.940,0.040,0
"2018-10-01T08:00:00Z","2018-10-01T08:30:00Z",80.86,77.99,84.25,1.84,30,0.53,0.25,1,5.367,5.163,5.638,0.020,30,2.201,0.026,0,2.296,1.978,2.783,0.033,30,0.942,0.033,0
"2018-10-01T08:30:00Z","2018-10-01T09:00:00Z",84.23,81.75,88.05,1.94,30,0.54,0.25,1,5.035,4.862,5.183,0.006,30,2.200,0.014,0,2.547,2.216,3.228,0.050,30,0.946,0.041,0
"2018-10-01T09:00:00Z","2018-10-01T09:30:00Z",85.33,83.55,87.83,1.53,30,0.49,0.23,1,5.030,4.898,5.194,0.005,30,2.200,0.013,0,2.724,2.377,3.295,0.056,30,0.946,0.043,0
"2018-10-01T09:30:00Z","2018-10-01T10:00:00Z",86.73,84.81,88.56,0.86,30,0.39,0.17,1,4.918,4.837,4.991,0.001,30,2.200,0.007,0,2.844,2.558,3.146,0.027,30,0.944,0.030,0
"2018-10-01T10:00:00Z","2018-10-01T10:30:00Z",86.54,85.13,87.68,0.42,30,0.30,0.12,1,4.941,4.849,5.059,0.004,30,2.200,0.011,0,2.837,2.572,3.109,0.018,30,0.943,0.025,0
"2018-10-01T10:30:00Z","2018-10-01T11:00:00Z",85.74,84.31,87.34,0.66,30,0.35,0.15,1,4.983,4.889,5.092,0.003,30,2.200,0.010,0,2.746,2.489,3.115,0.025,30,0.944,0.029,0
"2018-10-01T11:00:00Z","2018-10-01T11:30:00Z",84.62,82.93,87.30,0.99,30,0.41,0.18,1,4.972,4.807,5.061,0.003,30,2.200,0.010,0,2.549,2.221,3.048,0.040,30,0.945,0.037,0
"2018-10-01T11:30:00Z","2018-10-01T12:00:00Z",85.48,83.86,87.36,0.87,30,0.39,0.17,1,4.743,4.606,4.903,0.007,30,2.200,0.015,0,2.466,2.178,2.843,0.031,30,0.946,0.032,0
