startDateTime,endDateTime,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF
"2019-09-01T00:00:00Z","2019-09-01T00:01:00Z",16.194,16.194,16.194,0.000,1,2.200,,0
"2019-09-01T00:01:00Z","2019-09-01T00:02:00Z",16.047,16.047,16.047,0.000,1,2.200,,0
"2019-09-01T00:02:00Z","2019-09-01T00:03:00Z",15.933,15.933,15.933,0.000,1,2.200,,0
"2019-09-01T00:03:00Z","2019-09-01T00:04:00Z",15.887,15.887,15.887,0.000,1,2.200,,0
"2019-09-01T00:04:00Z","2019-09-01T00:05:00Z",15.872,15.872,15.872,0.000,1,2.200,,0
"2019-09-01T00:05:00Z","2019-09-01T00:06:00Z",15.836,15.836,15.836,0.000,1,2.200,,0
"2019-09-01T00:06:00Z","2019-09-01T00:07:00Z",15.817,15.817,15.817,0.000,1,2.200,,0
"2019-09-01T00:07:00Z","2019-09-01T00:08:00Z",15.964,15.964,15.964,0.000,1,2.200,,0
"2019-09-01T00:08:00Z","2019-09-01T00:09:00Z",15.952,15.952,15.952,0.000,1,2.200,,0
"2019-09-01T00:09:00Z","2019-09-01T00:10:00Z",15.885,15.885,15.885,0.000,1,2.200,,0
"2019-09-01T00:10:00Z","2019-09-01T00:11:00Z",15.913,15.913,15.913,0.000,1,2.200,,0
"2019-09-01T00:11:00Z","2019-09-01T00:12:00Z",16.021,16.021,16.021,0.000,1,2.200,,0
"2019-09-01T00:12:00Z","2019-09-01T00:13:00Z",16.002,16.002,16.002,0.000,1,2.200,,0
"2019-09-01T00:13:00Z","2019-09-01T00:14:00Z",15.787,15.787,15.787,0.000,1,2.200,,0
"2019-09-01T00:14:00Z","2019-09-01T00:15:00Z",15.738,15.738,15.738,0.000,1,2.200,,0
"2019-09-01T00:15:00Z","2019-09-01T00:16:00Z",15.665,15.665,15.665,0.000,1,2.200,,0
"2019-09-01T00:16:00Z","2019-09-01T00:17:00Z",15.755,15.755,15.755,0.000,1,2.200,,0
"2019-09-01T00:17:00Z","2019-09-01T00:18:00Z",15.706,15.706,15.706,0.000,1,2.200,,0
"2019-09-01T00:18:00Z","2019-09-01T00:19:00Z",15.635,15.635,15.635,0.000,1,2.200,,0
"2019-09-01T00:19:00Z","2019-09-01T00:20:00Z",15.503,15.503,15.503,0.000,1,2.200,,0
"2019-09-01T00:20:00Z","2019-09-01T00:21:00Z",15.436,15.436,15.436,0.000,1,2.200,,0
"2019-09-01T00:21:00Z","2019-09-01T00:22:00Z",15.428,15.428,15.428,0.000,1,2.200,,0
"2019-09-01T00:22:00Z","2019-09-01T00:23:00Z",15.348,15.348,15.348,0.000,1,2.200,,0
"2019-09-01T00:23:00Z","2019-09-01T00:24:00Z",15.304,15.304,15.304,0.000,1,2.200,,0
"2019-09-01T00:24:00Z","2019-09-01T00:25:00Z",15.311,15.311,15.311,0.000,1,2.200,,0
"2019-09-01T00:25:00Z","2019-09-01T00:26:00Z",15.309,15.309,15.309,0.000,1,2.200,,0
"2019-09-01T00:26:00Z","2019-09-01T00:27:00Z",15.239,15.239,15.239,0.000,1,2.200,,0
"2019-09-01T00:27:00Z","2019-09-01T00:28:00Z",15.180,15.180,15.180,0.000,1,2.200,,0
"2019-09-01T00:28:00Z","2019-09-01T00:29:00Z",15.159,15.159,15.159,0.000,1,2.200,,0
"2019-09-01T00:29:00Z","2019-09-01T00:30:00Z",15.123,15.123,15.123,0.000,1,2.200,,0
"2019-09-01T00:30:00Z","2019-09-01T00:31:00Z",15.044,15.044,15.044,0.000,1,2.200,,0
"2019-09-01T00:31:00Z","2019-09-01T00:32:00Z",14.976,14.976,14.976,0.000,1,2.200,,0
"2019-09-01T00:32:00Z","2019-09-01T00:33:00Z",14.945,14.945,14.945,0.000,1,2.200,,0
"2019-09-01T00:33:00Z","2019-09-01T00:34:00Z",14.920,14.920,14.920,0.000,1,2.200,,0
"2019-09-01T00:34:00Z","2019-09-01T00:35:00Z",14.841,14.841,14.841,0.000,1,2.200,,0
"2019-09-01T00:35:00Z","2019-09-01T00:36:00Z",14.774,14.774,14.774,0.000,1,2.200,,0
"2019-09-01T00:36:00Z","2019-09-01T00:37:00Z",14.689,14.689,14.689,0.000,1,2.200,,0
"2019-09-01T00:37:00Z","2019-09-01T00:38:00Z",14.667,14.667,14.667,0.000,1,2.200,,0
"2019-09-01T00:38:00Z","2019-09-01T00:39:00Z",14.639,14.639,14.639,0.000,1,2.200,,0
"2019-09-01T00:39:00Z","2019-09-01T00:40:00Z",14.597,14.597,14.597,0.000,1,2.200,,0
"2019-09-01T00:40:00Z","2019-09-01T00:41:00Z",14.570,14.570,14.570,0.000,1,2.200,,0
"2019-09-01T00:41:00Z","2019-09-01T00:42:00Z",14.530,14.530,14.530,0.000,1,2.200,,0
