startDateTime,endDateTime,buoyWindSpeedMean,buoyWindSpeedMinimum,buoyWindSpeedMaximum,buoyWindSpeedVariance,buoyWindSpeedNumPts,buoyWindSpeedExpUncert,buoyWindSpeedStdErMean,buoyWindSpeedFinalQF,buoyWindDirMean,buoyWindDirVariance,buoyWindDirNumPts,buoyWindDirExpUncert,buoyWindDirStdErMean,buoyWindDirFinalQF
"2019-05-01T00:00:00Z","2019-05-01T00:30:00Z",1.10,0.00,5.37,0.61,450,0.16,0.04,,,,,,,
"2019-05-01T00:30:00Z","2019-05-01T01:00:00Z",1.21,0.00,3.50,0.62,450,0.16,0.04,,,,,,,
"2019-05-01T01:00:00Z","2019-05-01T01:30:00Z",1.50,0.00,5.08,0.62,450,0.16,0.04,,,,,,,
"2019-05-01T01:30:00Z","2019-05-01T02:00:00Z",1.14,0.00,4.90,0.88,450,0.17,0.04,,,,,,,
"2019-05-01T02:00:00Z","2019-05-01T02:30:00Z",1.89,0.00,5.83,1.02,450,0.17,0.05,,,,,,,
"2019-05-01T04:00:00Z","2019-05-01T04:30:00Z",1.70,0.00,5.00,1.06,450,0.17,0.05,,,,,,,
"2019-05-01T04:30:00Z","2019-05-01T05:00:00Z",1.61,0.00,4.04,0.73,450,0.16,0.04,,,,,,,
"2019-05-01T05:00:00Z","2019-05-01T05:30:00Z",1.66,0.00,4.21,0.63,450,0.16,0.04,,,,,,,
"2019-05-01T05:30:00Z","2019-05-01T06:00:00Z",1.63,0.00,3.37,0.49,450,0.15,0.03,,,,,,,
"2019-05-01T06:00:00Z","2019-05-01T06:30:00Z",1.09,0.00,3.29,0.31,450,0.15,0.03,,,,,,,
"2019-05-01T08:00:00Z","2019-05-01T08:30:00Z",1.11,0.00,2.62,0.22,449,0.15,0.02,,,,,,,
"2019-05-01T08:30:00Z","2019-05-01T09:00:00Z",1.31,0.00,3.00,0.31,450,0.15,0.03,,,,,,,
"2019-05-01T09:00:00Z","2019-05-01T09:30:00Z",1.41,0.00,2.96,0.27,447,0.15,0.02,,,,,,,
"2019-05-01T09:30:00Z","2019-05-01T10:00:00Z",1.35,0.00,3.33,0.32,450,0.15,0.03,,,,,,,
"2019-05-01T10:00:00Z","2019-05-01T10:30:00Z",1.65,0.00,3.87,0.48,448,0.15,0.03,,,,,,,
"2019-05-01T12:00:00Z","2019-05-01T12:30:00Z",1.79,0.00,4.90,0.50,449,0.16,0.03,,,,,,,
"2019-05-01T12:30:00Z","2019-05-01T13:00:00Z",1.71,0.00,4.12,0.62,449,0.16,0.04,,,,,,,
"2019-05-01T13:00:00Z","2019-05-01T13:30:00Z",1.47,0.00,3.42,0.39,450,0.15,0.03,,,,,,,
"2019-05-01T13:30:00Z","2019-05-01T14:00:00Z",1.68,0.33,4.52,0.43,450,0.15,0.03,,,,,,,
"2019-05-01T14:00:00Z","2019-05-01T14:30:00Z",2.40,0.17,6.02,1.11,449,0.17,0.05,,,,,,,
"2019-05-01T16:00:00Z","2019-05-01T16:30:00Z",1.35,0.00,3.87,0.74,450,0.16,0.04,,,,,,,
"2019-05-01T16:30:00Z","2019-05-01T17:00:00Z",1.17,0.00,3.79,0.59,450,0.16,0.04,,,,,,,
"2019-05-01T17:00:00Z","2019-05-01T17:30:00Z",1.52,0.00,3.83,0.50,450,0.16,0.03,,,,,,,
"2019-05-01T17:30:00Z","2019-05-01T18:00:00Z",1.81,0.00,4.33,0.50,450,0.16,0.03,,,,,,,
"2019-05-01T18:00:00Z","2019-05-01T18:30:00Z",1.75,0.00,4.83,0.78,450,0.16,0.04,,,,,,,
"2019-05-01T20:00:00Z","2019-05-01T20:30:00Z",2.15,0.00,5.21,0.84,450,0.16,0.04,,,,,,,
"2019-05-01T20:30:00Z","2019-05-01T21:00:00Z",1.57,0.00,3.92,0.55,450,0.16,0.03,,,,,,,
"2019-05-01T21:00:00Z","2019-05-01T21:30:00Z",1.57,0.00,4.21,0.68,450,0.16,0.04,,,,,,,
"2019-05-01T21:30:00Z","2019-05-01T22:00:00Z",1.11,0.00,3.33,0.48,450,0.15,0.03,,,,,,,
"2019-05-01T22:00:00Z","2019-05-01T22:30:00Z",0.78,0.00,2.62,0.27,450,0.15,0.02,,,,,,,
"2019-05-02T00:00:00Z","2019-05-02T00:30:00Z",0.65,0.00,1.92,0.21,449,0.15,0.02,,,,,,,
"2019-05-02T00:30:00Z","2019-05-02T01:00:00Z",0.68,0.00,1.67,0.20,450,0.15,0.02,,,,,,,
"2019-05-02T01:00:00Z","2019-05-02T01:30:00Z",0.92,0.00,2.54,0.21,450,0.15,0.02,,,,,,,
"2019-05-02T01:30:00Z","2019-05-02T02:00:00Z",0.91,0.00,2.83,0.40,450,0.15,0.03,,,,,,,
"2019-05-02T02:00:00Z","2019-05-02T02:30:00Z",0.90,0.00,2.50,0.33,450,0.15,0.03,,,,,,,
"2019-05-02T04:00:00Z","2019-05-02T04:30:00Z",0.49,0.00,2.46,0.22,450,0.15,0.02,,,,,,,
"2019-05-02T04:30:00Z","2019-05-02T05:00:00Z",0.32,0.00,2.25,0.12,450,0.14,0.02,,,,,,,
"2019-05-02T05:00:00Z","2019-05-02T05:30:00Z",0.75,0.00,2.67,0.30,449,0.15,0.03,,,,,,,
"2019-05-02T05:30:00Z","2019-05-02T06:00:00Z",0.79,0.00,2.50,0.48,449,0.15,0.03,,,,,,,
"2019-05-02T06:00:00Z","2019-05-02T06:30:00Z",1.00,0.00,2.92,0.34,450,0.15,0.03,,,,,,,
"2019-05-02T08:00:00Z","2019-05-02T08:30:00Z",0.86,0.00,2.67,0.44,450,0.15,0.03,,,,,,,
"2019-05-02T08:30:00Z","2019-05-02T09:00:00Z",0.93,0.00,2.25,0.25,450,0.15,0.02,,,,,,,
"2019-05-02T09:00:00Z","2019-05-02T09:30:00Z",0.82,0.00,3.25,0.32,450,0.15,0.03,,,,,,,
"2019-05-02T09:30:00Z","2019-05-02T10:00:00Z",1.20,0.00,2.67,0.28,450,0.15,0.02,,,,,,,
"2019-05-02T10:00:00Z","2019-05-02T10:30:00Z",1.31,0.00,3.25,0.40,450,0.15,0.03,,,,,,,
"2019-05-02T12:00:00Z","2019-05-02T12:30:00Z",1.68,0.00,3.37,0.32,450,0.15,0.03,,,,,,,
"2019-05-02T12:30:00Z","2019-05-02T13:00:00Z",1.89,0.00,4.21,0.63,450,0.16,0.04,,,,,,,
"2019-05-02T13:00:00Z","2019-05-02T13:30:00Z",1.89,0.00,4.08,0.50,449,0.15,0.03,,,,,,,
"2019-05-02T13:30:00Z","2019-05-02T14:00:00Z",2.32,0.79,4.50,0.53,449,0.16,0.03,,,,,,,
"2019-05-02T14:00:00Z","2019-05-02T14:30:00Z",2.57,0.71,5.29,0.57,450,0.16,0.04,,,,,,,
"2019-05-02T16:00:00Z","2019-05-02T16:30:00Z",2.20,0.00,4.33,0.67,450,0.16,0.04,,,,,,,
"2019-05-02T16:30:00Z","2019-05-02T17:00:00Z",1.90,0.00,4.75,0.66,450,0.16,0.04,,,,,,,
"2019-05-02T17:00:00Z","2019-05-02T17:30:00Z",1.78,0.00,5.17,0.85,450,0.16,0.04,,,,,,,
"2019-05-02T17:30:00Z","2019-05-02T18:00:00Z",1.62,0.00,4.58,0.92,450,0.17,0.05,,,,,,,
"2019-05-02T18:00:00Z","2019-05-02T18:30:00Z",1.61,0.00,4.54,0.78,449,0.16,0.04,,,,,,,
"2019-05-02T20:00:00Z","2019-05-02T20:30:00Z",1.32,0.00,4.08,0.66,448,0.16,0.04,,,,,,,
"2019-05-02T20:30:00Z","2019-05-02T21:00:00Z",0.85,0.00,3.67,0.41,449,0.15,0.03,,,,,,,
"2019-05-02T21:00:00Z","2019-05-02T21:30:00Z",0.88,0.00,3.29,0.52,450,0.16,0.03,,,,,,,
"2019-05-02T21:30:00Z","2019-05-02T22:00:00Z",0.97,0.00,3.46,0.49,450,0.15,0.03,,,,,,,
"2019-05-02T22:00:00Z","2019-05-02T22:30:00Z",0.57,0.00,2.81,0.27,450,0.15,0.02,,,,,,,
"2019-05-03T00:00:00Z","2019-05-03T00:30:00Z",1.06,0.00,2.54,0.39,450,0.15,0.03,,,,,,,
"2019-05-03T00:30:00Z","2019-05-03T01:00:00Z",0.71,0.00,2.46,0.29,450,0.15,0.03,,,,,,,
"2019-05-03T01:00:00Z","2019-05-03T01:30:00Z",0.22,0.00,1.33,0.11,442,0.14,0.02,,,,,,,
"2019-05-03T01:30:00Z","2019-05-03T02:00:00Z",0.07,0.00,0.92,0.03,434,0.14,0.01,,,,,,,
"2019-05-03T02:00:00Z","2019-05-03T02:30:00Z",0.14,0.00,1.04,0.06,439,0.14,0.01,,,,,,,
"2019-05-03T04:00:00Z","2019-05-03T04:30:00Z",0.47,0.00,1.37,0.15,450,0.14,0.02,,,,,,,
"2019-05-03T04:30:00Z","2019-05-03T05:00:00Z",0.60,0.00,1.67,0.17,450,0.15,0.02,,,,,,,
"2019-05-03T05:00:00Z","2019-05-03T05:30:00Z",0.10,0.00,0.62,0.04,443,0.14,0.01,,,,,,,
"2019-05-03T05:30:00Z","2019-05-03T06:00:00Z",0.37,0.00,1.04,0.11,450,0.14,0.02,,,,,,,
"2019-05-03T06:00:00Z","2019-05-03T06:30:00Z",0.31,0.00,0.87,0.08,450,0.14,0.01,,,,,,,
"2019-05-03T08:00:00Z","2019-05-03T08:30:00Z",0.08,0.00,0.62,0.03,438,0.14,0.01,,,,,,,
"2019-05-03T08:30:00Z","2019-05-03T09:00:00Z",0.25,0.00,0.96,0.08,443,0.14,0.01,,,,,,,
"2019-05-03T09:00:00Z","2019-05-03T09:30:00Z",0.23,0.00,1.37,0.13,434,0.14,0.02,,,,,,,
"2019-05-03T09:30:00Z","2019-05-03T10:00:00Z",0.42,0.00,1.33,0.14,446,0.14,0.02,,,,,,,
"2019-05-03T10:00:00Z","2019-05-03T10:30:00Z",0.07,0.00,0.83,0.03,446,0.14,0.01,,,,,,,
"2019-05-03T12:00:00Z","2019-05-03T12:30:00Z",0.06,0.00,0.75,0.02,440,0.14,0.01,,,,,,,
"2019-05-03T12:30:00Z","2019-05-03T13:00:00Z",0.66,0.00,3.08,0.34,450,0.15,0.03,,,,,,,
"2019-05-03T13:00:00Z","2019-05-03T13:30:00Z",0.99,0.00,3.58,0.68,450,0.16,0.04,,,,,,,
"2019-05-03T13:30:00Z","2019-05-03T14:00:00Z",0.79,0.00,2.90,0.43,449,0.15,0.03,,,,,,,
"2019-05-03T14:00:00Z","2019-05-03T14:30:00Z",0.80,0.00,3.33,0.51,449,0.16,0.03,,,,,,,
"2019-05-03T16:00:00Z","2019-05-03T16:30:00Z",1.50,0.00,3.62,0.69,450,0.16,0.04,,,,,,,
"2019-05-03T16:30:00Z","2019-05-03T17:00:00Z",1.04,0.00,3.62,0.62,450,0.16,0.04,,,,,,,
"2019-05-03T17:00:00Z","2019-05-03T17:30:00Z",1.12,0.00,5.00,0.91,448,0.17,0.04,,,,,,,
"2019-05-03T17:30:00Z","2019-05-03T18:00:00Z",1.56,0.00,3.92,0.75,450,0.16,0.04,,,,,,,
"2019-05-03T18:00:00Z","2019-05-03T18:30:00Z",1.20,0.00,3.29,0.66,450,0.16,0.04,,,,,,,
"2019-05-03T20:00:00Z","2019-05-03T20:30:00Z",1.42,0.00,4.62,0.76,450,0.16,0.04,,,,,,,
"2019-05-03T20:30:00Z","2019-05-03T21:00:00Z",1.88,0.00,5.54,1.13,450,0.17,0.05,,,,,,,
"2019-05-03T21:00:00Z","2019-05-03T21:30:00Z",1.85,0.00,4.87,1.10,450,0.17,0.05,,,,,,,
"2019-05-03T21:30:00Z","2019-05-03T22:00:00Z",1.57,0.00,4.63,0.69,450,0.16,0.04,,,,,,,
"2019-05-03T22:00:00Z","2019-05-03T22:30:00Z",1.99,0.00,5.33,1.11,450,0.17,0.05,,,,,,,
"2019-05-04T00:00:00Z","2019-05-04T00:30:00Z",1.55,0.00,4.12,0.53,450,0.16,0.03,,,,,,,
"2019-05-04T00:30:00Z","2019-05-04T01:00:00Z",1.22,0.00,3.27,0.29,450,0.15,0.03,,,,,,,
"2019-05-04T01:00:00Z","2019-05-04T01:30:00Z",0.92,0.00,1.71,0.09,450,0.14,0.01,,,,,,,
"2019-05-04T01:30:00Z","2019-05-04T02:00:00Z",0.83,0.00,1.83,0.17,450,0.15,0.02,,,,,,,
"2019-05-04T02:00:00Z","2019-05-04T02:30:00Z",0.89,0.00,1.67,0.10,450,0.14,0.01,,,,,,,
"2019-05-04T04:00:00Z","2019-05-04T04:30:00Z",0.69,0.00,1.67,0.14,450,0.14,0.02,,,,,,,
"2019-05-04T04:30:00Z","2019-05-04T05:00:00Z",1.28,0.00,3.83,0.37,450,0.15,0.03,,,,,,,
"2019-05-04T05:00:00Z","2019-05-04T05:30:00Z",2.32,0.08,4.42,0.60,450,0.16,0.04,,,,,,,
"2019-05-04T05:30:00Z","2019-05-04T06:00:00Z",2.20,0.00,4.92,1.00,450,0.17,0.05,,,,,,,
"2019-05-04T06:00:00Z","2019-05-04T06:30:00Z",0.65,0.00,2.04,0.20,450,0.15,0.02,,,,,,,
"2019-05-04T08:00:00Z","2019-05-04T08:30:00Z",1.87,0.17,4.00,0.41,450,0.15,0.03,,,,,,,
"2019-05-04T08:30:00Z","2019-05-04T09:00:00Z",2.13,0.00,4.33,0.61,450,0.16,0.04,,,,,,,
"2019-05-04T09:00:00Z","2019-05-04T09:30:00Z",1.45,0.00,2.92,0.49,450,0.15,0.03,,,,,,,
"2019-05-04T09:30:00Z","2019-05-04T10:00:00Z",1.07,0.00,1.92,0.15,450,0.14,0.02,,,,,,,
"2019-05-04T10:00:00Z","2019-05-04T10:30:00Z",1.31,0.00,2.12,0.13,450,0.14,0.02,,,,,,,
"2019-05-04T12:00:00Z","2019-05-04T12:30:00Z",2.40,0.00,4.33,0.56,449,0.16,0.04,,,,,,,
"2019-05-04T12:30:00Z","2019-05-04T13:00:00Z",2.05,0.29,4.29,0.66,450,0.16,0.04,,,,,,,
"2019-05-04T13:00:00Z","2019-05-04T13:30:00Z",1.87,0.00,4.33,0.96,450,0.17,0.05,,,,,,,
"2019-05-04T13:30:00Z","2019-05-04T14:00:00Z",2.05,0.00,5.50,0.90,450,0.17,0.04,,,,,,,
"2019-05-04T14:00:00Z","2019-05-04T14:30:00Z",2.48,0.00,6.29,1.60,450,0.18,0.06,,,,,,,
"2019-05-04T16:00:00Z","2019-05-04T16:30:00Z",2.80,0.00,7.25,2.12,450,0.20,0.07,,,,,,,
"2019-05-04T16:30:00Z","2019-05-04T17:00:00Z",2.45,0.00,7.17,2.02,450,0.19,0.07,,,,,,,
"2019-05-04T17:00:00Z","2019-05-04T17:30:00Z",2.33,0.00,6.67,2.05,450,0.19,0.07,,,,,,,
"2019-05-04T17:30:00Z","2019-05-04T18:00:00Z",2.56,0.00,7.58,2.36,450,0.20,0.07,,,,,,,
"2019-05-04T18:00:00Z","2019-05-04T18:30:00Z",2.97,0.00,7.00,1.64,450,0.18,0.06,,,,,,,
"2019-05-04T20:00:00Z","2019-05-04T20:30:00Z",2.57,0.00,8.58,2.11,450,0.20,0.07,,,,,,,
"2019-05-04T20:30:00Z","2019-05-04T21:00:00Z",2.52,0.00,6.67,1.90,450,0.19,0.06,,,,,,,
"2019-05-04T21:00:00Z","2019-05-04T21:30:00Z",2.63,0.00,8.62,1.81,450,0.19,0.06,,,,,,,
"2019-05-04T21:30:00Z","2019-05-04T22:00:00Z",2.72,0.00,5.79,1.30,450,0.18,0.05,,,,,,,
"2019-05-04T22:00:00Z","2019-05-04T22:30:00Z",2.19,0.00,5.08,1.09,450,0.17,0.05,,,,,,,
"2019-05-05T00:00:00Z","2019-05-05T00:30:00Z",1.47,0.00,4.54,0.48,450,0.15,0.03,,,,,,,
"2019-05-05T00:30:00Z","2019-05-05T01:00:00Z",0.92,0.00,1.94,0.13,450,0.14,0.02,,,,,,,
"2019-05-05T01:00:00Z","2019-05-05T01:30:00Z",0.53,0.00,1.75,0.21,450,0.15,0.02,,,,,,,
"2019-05-05T01:30:00Z","2019-05-05T02:00:00Z",0.06,0.00,0.92,0.03,439,0.14,0.01,,,,,,,
"2019-05-05T02:00:00Z","2019-05-05T02:30:00Z",0.63,0.00,1.62,0.20,450,0.15,0.02,,,,,,,
"2019-05-05T04:00:00Z","2019-05-05T04:30:00Z",1.46,0.62,2.17,0.06,450,0.14,0.01,,,,,,,
"2019-05-05T04:30:00Z","2019-05-05T05:00:00Z",0.86,0.00,2.25,0.46,450,0.15,0.03,,,,,,,
"2019-05-05T05:00:00Z","2019-05-05T05:30:00Z",0.66,0.00,2.25,0.25,450,0.15,0.02,,,,,,,
"2019-05-05T05:30:00Z","2019-05-05T06:00:00Z",0.52,0.00,2.17,0.31,450,0.15,0.03,,,,,,,
"2019-05-05T06:00:00Z","2019-05-05T06:30:00Z",0.58,0.00,1.33,0.11,450,0.14,0.02,,,,,,,
"2019-05-05T08:00:00Z","2019-05-05T08:30:00Z",0.29,0.00,1.08,0.11,449,0.14,0.02,,,,,,,
"2019-05-05T08:30:00Z","2019-05-05T09:00:00Z",0.41,0.00,1.29,0.15,450,0.14,0.02,,,,,,,
"2019-05-05T09:00:00Z","2019-05-05T09:30:00Z",0.38,0.00,1.25,0.13,450,0.14,0.02,,,,,,,
"2019-05-05T09:30:00Z","2019-05-05T10:00:00Z",0.52,0.00,1.40,0.18,450,0.15,0.02,,,,,,,
"2019-05-05T10:00:00Z","2019-05-05T10:30:00Z",0.31,0.00,1.12,0.10,450,0.14,0.02,,,,,,,
"2019-05-05T12:00:00Z","2019-05-05T12:30:00Z",0.41,0.00,1.54,0.18,449,0.15,0.02,,,,,,,
"2019-05-05T12:30:00Z","2019-05-05T13:00:00Z",1.14,0.00,2.42,0.26,450,0.15,0.02,,,,,,,
"2019-05-05T13:00:00Z","2019-05-05T13:30:00Z",1.88,0.00,4.25,0.51,450,0.16,0.03,,,,,,,
"2019-05-05T13:30:00Z","2019-05-05T14:00:00Z",1.89,0.00,3.92,0.48,450,0.15,0.03,,,,,,,
