Year,DOY,TIME,Fc,H,LE,E,USt,TAU wu,TAU wv,ZL,Rg,Rg_out,Rgl,Rgl_out,Rn,Alb,WD,WS,Pa,Ta,Rh,VPD, VP ,Ho,Co,Tw(1),Tw(2),Tw(3)
2015,193,1930,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,411.8183,459.3937,-50.5845,-99999,143.6,1.025,92.497,26.58967,62.92857,1.289940374,2.189667437,23.90740876,394.5952591,27.04003,26.08047,25.6935
2015,193,2000,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,421.6912,456.1662,-37.68797,-99999,121.5,0.981,92.518,25.95392,66.6321,1.118301526,2.23312762,24.40947257,396.0111273,26.56254,25.89646,25.65857
2015,193,2030,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,427.3844,453.1849,-28.09989,-99999,172.7,1.224,92.585,25.24356,70.36169,0.952306946,2.260787681,24.75047842,395.1105383,26.11616,25.83201,25.5292
2015,193,2100,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,413.8389,450.703,-40.13134,-99999,153.7,0.695,92.617,25.08897,70.26051,0.946803839,2.236854789,24.46895883,394.0002789,25.99483,25.6601,25.33741
2015,193,2130,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,401.2056,448.0646,-51.17806,-99999,201.7,0.879,92.629,24.75638,72.53091,0.857344719,2.263780587,24.73099516,396.1990877,25.85708,25.65236,25.29954
2015,193,2200,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,390.5015,445.0876,-59.95539,-99999,177.4,0.596,92.626,24.37732,73.96704,0.794308235,2.256855501,24.67215238,398.3159231,25.72438,25.6471,25.29339
2015,193,2230,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,411.7069,445.0914,-36.58266,-99999,165.8,0.719,92.625,24.15137,75.18209,0.747047723,2.263067646,24.76036927,398.7425144,25.60853,25.59646,25.3896
2015,193,2300,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,414.8475,445.0034,-33.08531,-99999,112.7,0.529,92.617,23.90894,77.88858,0.655959565,2.310650291,-99999,-99999,25.56961,25.56303,25.34515
2015,193,2330,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,421.9245,444.4336,-24.6547,-99999,203.1,1.181,92.595,23.38529,79.7479,0.582147962,2.29235869,-99999,-99999,25.53402,25.52786,25.32168
2015,193,2400,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,421.9426,443.9092,-24.09245,-99999,192.7,0.944,92.613,23.22033,80.57175,0.552930779,2.293083549,-99999,-99999,25.49972,25.49543,25.38893
2015,194,30,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,418.6982,443.5585,-27.18747,-99999,219.3,1.226,92.589,23.13869,81.2502,0.53099522,2.301009496,-99999,-99999,25.50077,25.49502,25.41395
2015,194,100,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,414.886,442.5225,-30.08132,-99999,223.3,1.52,92.575,22.72606,82.27551,0.489570624,2.2725434,24.92940912,423.6086199,25.49475,25.49111,25.41862
2015,194,130,-99999,14.47147547,107.6341514,2.438829404,0.193517784,0.020537449,-0.034870173,-0.110227239,0,0,411.7271,442.0327,-32.80678,-99999,7.1,3.02,92.557,22.64511,78.83414,0.581760818,2.166820236,23.69699735,398.3797631,25.44847,25.44132,25.27529
2015,194,200,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,407.7557,440.9875,-36.47374,-99999,319.8,0.768,92.539,22.4683,78.36036,0.588430236,2.130793541,23.22731711,401.8059186,25.40543,25.4026,25.32942
2015,194,230,-1.065946354,16.07701101,82.71401535,1.874006759,0.20741307,0.035430932,-0.030112942,-0.089797496,0,0,417.1392,441.4251,-26.65722,-99999,4,1.944,92.534,22.54571,78.18504,0.595994073,2.136048858,23.38807725,398.5924485,25.38858,25.38709,25.31015
2015,194,300,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,418.8859,441.7934,-25.04387,-99999,47.6,1.68,92.516,22.699,76.69527,0.642647449,2.114936306,23.07111791,396.8330526,25.43993,25.43182,25.33573
2015,194,330,-99999,16.30611191,89.73680634,2.032891444,0.159881529,0.027386203,0.003720866,-0.202226098,0,0,417.2781,441.4872,-26.29907,-99999,292.1,2.276,92.526,22.42305,78.8697,0.573001905,2.138752804,23.38924518,398.9311816,25.39491,25.39116,25.30426
2015,194,400,-99999,-99999,-99999,-99999,0.133878323,0.017850488,-0.007586405,-0.310199529,0,0,415.5761,440.6712,-27.35289,-99999,337.3,1.611,92.531,22.17625,80.24134,0.52781941,2.143512605,-99999,-99999,25.36428,25.36179,25.29126
2015,194,430,-99999,7.729620177,37.72594926,0.854443905,0.093755473,0.00066593,-0.009487815,-0.461685395,0,0,408.4484,439.7675,-34.2636,-99999,29.3,1.185,92.51,22.16944,79.34638,0.551497945,2.118726186,22.93699688,400.066949,25.35758,25.35925,25.29062
2015,194,500,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.5770676,1.479063,418.226,440.2866,-22.96261,-99999,354,1.268,92.507,22.23151,79.58779,0.547115987,2.133220866,23.08702148,402.4984395,25.39058,25.38361,25.29538
2015,194,530,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,10.60678,1.66106,420.4194,441.221,-11.85595,0.1773458,345.3,1.811,92.511,22.36098,79.13427,0.56369572,2.137842736,23.1595526,401.75687,25.3838,25.37825,25.28174
2015,194,600,-1.193456675,14.64162832,90.34438313,2.046550652,0.157768075,0.014878427,0.022434416,-0.194809869,35.6508,2.884081,419.9673,441.6878,11.04626,0.0830611,271.9,2.9,92.531,22.36677,78.75721,0.57408428,2.128405742,23.04147389,398.3943302,25.34336,25.34114,25.25172
2015,194,630,-0.294089383,10.93438144,70.89246249,1.605931226,0.102713901,0.011404678,-0.000332575,-0.534596514,93.08175,7.112781,412.3491,442.3943,55.92377,0.07652692,301.4,2.126,92.531,22.38079,78.73793,0.575095485,2.129699887,22.98064051,398.4880669,25.30461,25.29731,25.21612
2015,194,700,0.425764454,12.50261507,70.72367889,1.602134698,0.086066302,0.007522846,-0.002743893,-1.001084707,158.2444,11.24947,398.9339,443.321,102.6078,0.07113609,338.9,1.955,92.509,22.39927,79.47476,0.555789985,2.152046733,23.25007236,397.5017845,25.28155,25.27508,25.18058
2015,194,730,-0.538693298,9.07564643,67.83449272,1.537044266,0.140685247,0.013237481,-0.016782033,-0.180309986,153.1086,12.71712,387.4669,443.3255,84.53291,0.08280418,10.2,2.702,92.503,22.6564,78.92553,0.579645921,2.170819077,23.51539286,394.0436115,25.24649,25.23748,25.14063
2015,194,800,-1.167634278,13.01687953,114.5126246,2.595681173,0.208837959,0.029055843,-0.036983992,-0.083523646,591.9931,37.34335,398.2193,452.3969,500.4721,0.06434534,7.2,3.763,92.501,23.06669,77.13136,0.644826898,2.174872472,23.96984599,392.6054497,25.31347,25.27613,25.15052
2015,194,830,-0.662300167,3.376208452,101.1806808,2.294910279,0.061423314,-0.003040606,0.002689643,-1.58068169,604.2902,27.22094,397.9492,459.2723,515.7463,0.04502602,343.5,2.394,92.488,23.74973,72.35474,0.812311228,2.126026948,23.36902244,389.9295367,25.49596,25.41726,25.19081
2015,194,900,0.399916861,0.857306613,75.05243164,1.703145326,0.098931506,0.009853569,-0.003654992,-0.216865911,597.5792,23.92059,398.7985,462.8712,509.586,0.03966384,2.1,2.213,92.47,24.30272,69.88985,0.914613108,2.122944353,23.27008992,387.8731664,25.6855,25.52535,25.2382
2015,194,930,-99999,-99999,-99999,-99999,0.15572378,-0.005727895,-0.0253483,-0.095712181,707.9975,27.47364,402.0442,468.9477,613.6203,0.03864811,3.6,1.949,92.467,24.94548,65.70811,1.082439619,2.074107364,22.71540611,386.154428,25.83013,25.70965,25.4054
2015,194,1000,-99999,-1.753240144,65.81380303,1.495095911,0.089199022,-0.006030265,-0.00600517,-0.127264648,777.7215,30.24502,413.8606,476.8908,684.4462,0.03864095,7.3,1.897,92.459,25.47721,63.89372,1.176355305,2.081679876,22.67290399,384.2670035,26.09766,25.96365,25.57027
2015,194,1030,-99999,-99999,-99999,-99999,0.135903427,0.016512461,-0.010745971,-0.085347854,572.4122,26.93439,430.1615,478.0464,497.5928,0.04856686,358.3,1.21,92.413,26.14706,61.48394,1.30566634,2.084260718,22.83674204,381.5410223,26.25167,26.09085,25.70142
2015,194,1100,-2.125362213,-7.973743241,142.0014476,3.230070886,0.331762911,0.009891091,0.116648886,-0.00105027,760.8048,35.61941,426.037,477.3076,673.9148,0.0476094,260.8,3.646,92.406,26.90778,60.60701,1.396612608,2.148720224,23.49913917,380.5848618,26.6871,26.3903,25.84107
2015,194,1130,-0.544476731,-4.521660938,139.2432727,3.166964146,0.25610329,0.053808517,0.044433859,-0.009656059,486.3902,27.80231,435.0381,470.853,422.7729,0.05883751,264.8,4,92.407,26.78085,61.80942,1.343918553,2.175060611,23.78712634,379.6089374,26.81407,26.65926,26.0985
2015,194,1200,-3.201170748,-7.665973104,176.9448515,4.024758799,0.346488606,0.012979833,0.12705294,-0.003212798,517.5522,32.8326,435.2177,469.1573,450.78,0.06395764,257.9,4.432,92.411,26.86404,60.86165,1.384022866,2.152209158,23.43299355,378.8242149,26.71517,26.67057,26.39466
2015,194,1230,-0.295920063,-5.8484654,124.3723773,2.828919847,0.237181609,0.01594403,0.057679618,-0.005733222,589.46,36.40026,429.7621,471.9752,510.8466,0.062167,272.1,3.222,92.405,26.85088,60.95187,1.379764838,2.153733023,23.53540445,377.5856041,26.85965,26.77543,26.48652
2015,194,1300,-99999,-99999,-99999,-99999,0.350411882,0.015495416,0.129480911,0.003375763,636.6651,40.10999,425.9823,476.8615,545.6759,0.06301008,270.9,2.138,92.387,27.30347,58.9435,1.489773716,2.138820334,23.31577164,378.0574653,26.9302,26.83424,26.43301
2015,194,1330,-99999,-99999,-99999,-99999,0.266398371,0.017881938,0.073089849,-0.01191285,601.3792,38.82915,421.5285,478.3646,505.7141,0.06459689,268.8,2.603,92.368,27.81321,55.60396,1.659683899,2.078676322,22.6621866,378.0206916,27.18627,27.01458,26.51581
2015,194,1400,-8.14466799,-42.62470027,258.6682513,5.893001907,0.494302474,0.113517049,0.231943245,0.008224038,734.599,47.9855,419.6738,478.9124,627.375,0.06534186,247.8,4.664,92.297,28.60568,51.87689,1.883899592,2.030850706,22.10089743,379.4935777,27.14246,27.08072,26.7806
2015,194,1430,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,566.5521,40.09405,427.3952,480.1091,473.7442,0.07111532,225.3,4.238,92.29,29.14124,48.62771,2.074422303,1.96359567,21.40540494,381.8936772,27.21945,27.17098,26.80254
2015,194,1500,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,603.162,44.23042,420.5753,481.7989,497.7081,0.07306543,218.9,3.86,92.287,29.27746,47.83009,2.123265553,1.94663902,21.22361636,381.7109831,27.20006,27.11534,26.75266
2015,194,1530,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,354.8277,28.26677,420.2288,477.243,269.5468,0.07976088,200.6,2.862,92.261,29.20499,47.67889,2.120529342,1.93238418,20.99606188,383.0070658,27.24982,27.0292,26.67945
2015,194,1600,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,395.5883,33.68068,417.5222,474.4653,304.9645,0.08513948,227.5,3.561,92.281,28.76938,48.98055,2.016327525,1.935748644,21.00053874,382.1782443,27.07782,26.98234,26.67594
2015,194,1630,-99999,-99999,-99999,-99999,0.423872555,0.060625546,0.180179193,0.004423018,343.6718,30.90392,412.9946,472.7175,253.045,0.09003043,252.9,2.731,92.278,28.27004,51.36399,1.86722292,1.971954924,21.58625387,379.9037762,27.17933,27.09211,26.68367
2015,194,1700,-4.263347684,-7.396857554,129.7735685,2.955998704,0.378906453,0.029911646,0.148846087,-0.000608018,253.3008,25.21365,411.9893,470.5657,169.5108,0.09969848,233.5,2.635,92.26,28.41576,50.3261,1.923289274,1.948541353,21.28854641,382.0627171,27.23479,27.18381,26.76652
2015,194,1730,-4.579114282,-21.63124851,221.0825782,5.033716494,0.3967158,0.046605081,0.160006042,0.004607651,184.8236,19.64198,409.5902,466.9364,107.8354,0.1063865,240.9,3.27,92.262,27.95314,52.97692,1.772296833,1.996696676,21.73754687,382.2854519,27.14444,27.11564,26.85108
2015,194,1800,-2.672787484,-8.06209647,111.1209756,2.529377289,0.220525375,0.002840684,0.051475806,0.003522704,108.0476,13.02602,406.8924,463.4158,38.49822,0.1207251,241.3,2.347,92.268,27.65934,53.38342,1.727109632,1.977816023,21.5298027,380.9364285,27.03243,27.01896,26.86568
2015,194,1830,-1.186721256,-8.918613027,157.0156517,3.571676945,0.165257913,0.0122265,0.026314746,-0.008560672,59.862,8.89771,402.3511,459.5775,-6.262106,0.1492653,275.6,2.891,92.304,26.93284,59.59265,1.434685652,2.115870502,22.98226882,379.7447191,26.93599,26.92636,26.83057
2015,194,1900,-4.490244352,-1.28317875,152.3677331,3.464096198,0.26543478,0.02011838,0.072278525,-0.016882986,26.28482,6.614406,397.6361,456.5278,-39.22128,0.2774491,260.4,3.742,92.336,26.34723,62.04359,1.301993082,2.12823934,23.34724051,381.4201572,26.83637,26.82834,26.75208
2015,194,1930,-99999,-99999,-99999,-99999,0.170932882,0.021669008,0.022422209,-0.081355791,0,0,393.737,453.5331,-62.32818,-99999,251,2.984,92.373,25.88036,62.13036,1.263659607,2.073207623,22.63647709,384.2509149,26.76369,26.75868,26.68349
2015,194,2000,-0.994927561,0.631287826,76.75339898,1.743588571,0.155004661,0.012054645,0.022679959,-0.055545933,0,0,390.5742,451.2359,-66.52502,-99999,296.9,1.135,92.375,25.4629,61.6897,1.247102594,2.008164511,21.65526157,385.4660041,26.70761,26.70391,26.6218
2015,194,2030,-0.534648993,3.044608073,74.73245245,1.696760707,0.081412799,0.00708354,-0.000460268,-0.542495352,0,0,387.8223,449.4604,-67.64003,-99999,290.9,1.831,92.394,24.86957,66.67792,1.047074998,2.095210832,22.68587062,386.3019931,26.64068,26.63461,26.52733
2015,194,2100,-99999,-99999,-99999,-99999,0.212712647,0.048523301,-0.001096007,-0.063023818,0,0,386.6053,448.8311,-67.50288,-99999,330.8,3.465,92.436,24.528,68.09749,0.982217194,2.096591319,-99999,-99999,26.56699,26.55643,26.45459
2015,194,2130,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,389.068,447.4577,-63.87828,-99999,122.4,0.425,92.467,24.28748,67.49786,0.986369863,2.048414501,-99999,-99999,26.5061,26.49833,26.42329
2015,194,2200,-0.690548653,10.37486483,138.5759105,3.144816537,0.17033731,-0.004963889,-0.030754617,-0.145749916,0,0,398.1689,448.0667,-54.43218,-99999,9.1,2.902,92.469,24.35485,68.95918,0.945832364,2.101227488,22.8020991,384.0191698,26.45885,26.45115,26.37659
2015,194,2230,-99999,13.68849668,125.4334821,2.845873502,0.174804416,0.029871651,-0.013624702,-0.152370665,0,0,401.3695,447.8293,-50.10536,-99999,10.5,3.188,92.468,24.08839,71.2887,0.860982989,2.137777043,23.26569734,388.7695212,26.39767,26.39042,26.31431
2015,194,2300,-1.768795076,12.18725973,97.05952441,2.201677187,0.209356515,0.038538059,-0.027120901,-0.075160314,0,0,391.8614,446.5822,-59.26113,-99999,358.5,2.969,92.468,23.86946,72.97984,0.799682483,2.159894673,23.62076344,389.8585658,26.32323,26.31403,26.24142
2015,194,2330,-99999,10.67655591,75.17647454,1.70490474,0.084241107,0.007633783,-0.000192854,-0.971693331,0,0,383.388,445.153,-67.42471,-99999,316,2.008,92.458,23.62346,73.24026,0.78033632,2.135747021,23.25997275,386.5257369,26.25828,26.25253,26.18267
2015,194,2400,-99999,17.06045112,81.11481475,1.839004767,0.221456914,0.04413776,-0.029015415,-0.076924038,0,0,381.7453,443.9272,-67.42502,-99999,13.2,3.052,92.459,23.28089,76.91959,0.659279362,2.197166264,23.94183218,390.2749686,26.19558,26.1873,26.1139
2015,195,30,-99999,-99999,-99999,-99999,0.231444501,0.035431347,-0.045543194,-0.084235583,0,0,382.0238,443.2715,-66.30487,-99999,11.5,2.947,92.444,23.16692,77.89256,0.627153192,2.209689029,-99999,-99999,26.08328,26.07795,26.00695
2015,195,100,-4.015330851,18.14065355,93.61738649,2.122098671,0.378588271,0.123292269,-0.092917525,-0.016693068,0,0,382.3981,442.9506,-65.42708,-99999,27.1,3.111,92.414,23.09472,78.10268,0.618486376,2.205997971,24.09975298,392.0497206,26.01413,26.00753,25.93013
2015,195,130,-99999,-99999,-99999,-99999,0.19062821,0.038437318,-0.00740507,-0.081360192,0,0,384.6645,442.7793,-63.38004,-99999,350.5,1.999,92.413,23.09101,77.69654,0.629816391,2.194034218,-99999,-99999,25.9676,25.95741,25.87905
2015,195,200,-99999,-99999,-99999,-99999,0.173473129,0.030113608,0.012047215,-0.165542371,0,0,382.8904,442.4393,-64.81287,-99999,278.9,2.676,92.412,22.91231,78.80849,0.591978891,2.201493074,-99999,-99999,25.91337,25.90581,25.83095
2015,195,230,-0.947390349,16.13224434,101.3903239,2.29789282,0.17509388,0.032660464,0.004962426,-0.158041825,0,0,378.6962,442.3452,-68.96603,-99999,282.2,3.212,92.383,22.90298,78.37176,0.603837482,2.188056273,23.68983618,391.9201765,25.84941,25.84178,25.7739
2015,195,300,-1.106251733,20.66708225,115.0735981,2.607515129,0.188049041,0.03461946,0.015973499,-0.158174802,0,0,375.9213,441.344,-71.1484,-99999,289.6,2.619,92.377,22.69524,79.84367,0.555700905,2.201253881,23.77380819,392.8403883,25.81596,25.81129,25.73907
2015,195,330,0.025859122,18.50140499,101.6887036,2.303755802,0.211946497,0.002912135,0.048402139,-0.098527729,0,0,375.8032,440.535,-70.41552,-99999,249.4,2.019,92.405,22.47405,79.90018,0.546750112,2.173424059,23.62329719,394.0321529,25.79659,25.79003,25.7105
2015,195,400,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,373.7444,439.5898,-71.46925,-99999,43.7,2.512,92.409,22.41928,79.72787,0.549604454,2.16152878,23.45547435,396.328234,25.77219,25.76374,25.68451
2015,195,430,-99999,-99999,-99999,-99999,0.379385357,0.090543395,-0.126388597,-0.009821453,0,0,372.3281,439.3039,-72.79958,-99999,3.2,1.745,92.422,22.37926,78.70792,0.57585361,2.128690097,-99999,-99999,25.71791,25.70995,25.6197
2015,195,500,-99999,3.145248515,107.2069583,2.428168772,0.263202149,0.041506541,-0.06238365,-0.020321046,0.6347148,3.115235,372.3323,438.2124,-68.36068,-99999,34,1.015,92.461,22.20112,76.77848,0.621264228,2.054117176,22.17004424,395.8685052,25.66259,25.6544,25.57054
2015,195,530,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,19.20897,4.993715,372.5004,438.7349,-52.01923,0.2921069,28.2,0.484,92.463,22.35603,73.20657,0.723616909,1.977108264,21.30627917,395.1429844,25.61387,25.60375,25.52617
2015,195,600,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,73.90553,20.21298,371.2367,439.8651,-14.9358,0.2505247,358.2,1.393,92.469,22.28252,73.25001,0.71921967,1.969452998,21.28927231,394.6574277,25.59161,25.58473,25.50138
2015,195,630,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,229.0797,50.49387,373.472,445.5699,106.4879,0.22328,58,1.311,92.482,22.63068,69.71786,0.831600493,1.914574291,20.68977129,392.6925051,25.57296,25.56214,25.46487
2015,195,700,-0.963518025,15.44327212,96.20887429,2.180247625,0.204508371,0.011925688,-0.043575961,-0.094790203,318.5378,45.42115,376.1997,449.2718,200.0446,0.1423793,20.5,2.186,92.492,22.79529,70.88917,0.807456938,1.966276884,21.41545645,391.5444576,25.59092,25.57107,25.42546
2015,195,730,-0.061495746,13.28653838,112.7299516,2.554805493,0.130356893,0.015921994,-0.009119547,-0.34656996,404.8628,35.13803,375.6527,450.368,295.0095,0.08723371,8.5,3.432,92.493,22.8657,72.02731,0.77920598,2.006389472,21.935956,389.7919014,25.64142,25.62073,25.45533
2015,195,800,1.238292595,5.775922384,94.80500958,2.149377231,0.188121081,0.003030005,-0.038034717,-0.066367674,521.3603,28.34027,377.5029,454.6505,415.8724,0.05474842,16.6,2.942,92.486,23.27756,70.68719,0.837136092,2.018735084,22.26850494,387.8709594,25.71714,25.68653,25.42476
2015,195,830,-0.951277103,9.41573835,118.7478625,2.69363511,0.149903091,0.015379145,-0.018641733,-0.189300028,615.793,23.41261,380.4293,459.3661,513.4437,0.03809886,15.7,2.872,92.414,23.86309,66.04314,1.004594623,1.953849188,21.58801907,387.1428728,25.81913,25.7653,25.48281
2015,195,900,-0.042038431,3.650664468,109.9431546,2.495310126,0.128854217,-0.017291901,-0.004292802,-0.186728943,704.2106,23.76629,383.528,465.3095,598.6628,0.03378449,9.5,2.487,92.386,24.47803,62.45486,1.152491833,1.917124722,21.01612003,385.6251597,26.09902,25.90545,25.57173
2015,195,930,-1.414955838,9.988780243,122.8589267,2.79008983,0.163037774,0.024243991,-0.014905536,-0.154917365,783.5002,24.41071,387.0315,468.8843,677.2367,0.03117218,2.9,2.782,92.38,25.12232,60.32615,1.265591426,1.924397511,20.96758729,384.8578788,26.38424,26.19516,25.75574
2015,195,1000,-2.000045352,5.061490131,154.9792098,3.521388151,0.225589502,0.048182396,-0.025202059,-0.048942997,853.4116,26.74381,390.4008,471.5673,745.5012,0.0313221,341.9,3.084,92.376,25.70026,58.74643,1.361964872,1.939482426,21.19581234,383.3565741,26.5668,26.50937,26.04229
2015,195,1030,-1.171449903,-15.30864937,241.6916932,5.496887483,0.406810301,0.086693094,0.153419493,1.12E-05,917.0182,27.9395,394.647,475.0703,808.6553,0.03047625,264.8,4.02,92.376,26.74606,54.8825,1.584429961,1.927355845,20.87432032,381.5535123,26.76529,26.71123,26.40126
2015,195,1100,-1.897919549,-12.08218456,167.5366187,3.812015226,0.29731742,0.059352933,0.072856666,0.002115594,808.383,26.64264,400.3263,474.6158,707.4509,0.03207871,266.3,4.364,92.375,27.2243,53.54625,1.6778166,1.933983524,20.9063335,380.6140252,26.92504,26.86146,26.61825
2015,195,1130,-1.988522493,-24.74958905,289.0268746,6.580239022,-99999,-0.030789547,-99999,-99999,929.5073,34.74183,406.56,481.4471,819.8784,0.03655869,258.2,3.919,92.368,27.87561,50.74829,1.847921135,1.904072725,20.59217168,380.1534491,27.12812,27.07132,26.76052
2015,195,1200,-1.510960469,-24.27263394,251.7505237,5.732147357,0.313150354,0.015654509,0.102706254,0.010159192,969.556,41.75089,405.3153,484.3614,848.759,0.04227473,264.5,3.222,92.297,27.9852,51.4273,1.834125908,1.941916823,20.87759556,379.4524576,27.38555,27.31097,26.67706
2015,195,1230,-2.274076238,-39.24370496,279.5869568,6.36835253,0.3739017,0.046366898,0.140450036,0.015547797,786.0212,35.04977,415.9945,482.2564,684.7094,0.04087627,260,4.06,92.282,28.39612,49.41476,1.9563415,1.911074173,20.70130804,379.3410701,27.69356,27.57939,26.72909
2015,195,1300,-5.458820424,-25.74112053,269.6412471,6.147332615,0.450119209,0.035342532,0.210737725,0.003539691,905.0062,45.11275,415.834,489.9649,785.7626,0.04808107,232.9,3.329,92.26,29.37781,44.55845,2.269519001,1.824015543,19.73065705,380.7194417,27.75793,27.68399,26.9696
2015,195,1330,-99999,-99999,-99999,-99999,0.329531108,0.049404154,0.103368927,0.004363447,795.5594,44.66895,417.1045,485.3091,682.6859,0.05564692,250.3,5.532,92.253,29.2165,45.48399,2.210955655,1.84465233,20.01819876,380.978228,27.91958,27.82205,27.32972
2015,195,1400,-5.830802691,-22.04630651,284.7933209,6.491543004,0.327515137,0.034810094,0.107686639,0.004166293,627.0047,40.02603,414.9312,480.5707,521.3392,0.06326952,245.7,4.215,92.25,29.17096,46.18854,2.176650032,1.868306251,20.22764246,379.6445502,28.05095,27.9692,27.51281
2015,195,1430,-3.720029208,-22.16144778,214.4194461,4.888699132,0.424011641,-0.006360896,0.189425794,0.004002321,395.2574,26.33996,415.1343,479.5731,304.4787,0.06529047,238.2,3.632,92.245,29.45012,44.47052,2.282614609,1.828021055,19.75978372,380.4111829,28.11046,27.97407,27.36295
2015,195,1500,-4.010770052,-30.84550981,291.78854,6.652181755,0.359496769,0.004369784,0.136165839,0.009519656,594.0477,41.84549,415.8846,480.5305,487.5562,0.06853099,248.8,4.408,92.242,29.36647,46.48878,2.189068177,1.901790108,20.55739571,378.5515789,27.93859,27.8241,27.45859
2015,195,1530,-5.829683611,-22.62388717,263.3884128,6.0068937,-99999,0.061378715,-99999,-99999,638.278,49.79959,408.2319,484.0609,512.6495,0.07729566,236.6,3.812,92.224,29.76224,45.00106,2.301796985,1.883369102,20.01211407,378.8582694,27.8688,27.76059,27.44126
2015,195,1600,-1.111804689,-22.9625026,301.389927,6.868345032,0.228679344,0.039205942,0.038813561,0.011847062,615.1943,53.52143,404.8466,479.0044,487.5151,0.08714699,266.4,5.408,92.212,28.93257,49.66275,2.00825169,1.981341882,21.52517313,377.6085221,27.82631,27.78404,27.60857
2015,195,1630,-3.829561022,-36.84406238,298.3696952,6.800504988,0.365866468,0.027079443,0.138533525,0.013732407,519.0072,53.95753,403.8173,478.1189,390.7481,0.1042983,251.2,4.83,92.21,29.09126,48.51889,2.07282161,1.953551578,21.20102412,378.0801714,27.80533,27.78325,27.67137
2015,195,1700,-2.897288413,-16.66939474,234.2977733,5.339220129,0.246716961,0.037293012,0.05228638,0.004348459,417.9921,53.58306,403.8164,476.3035,291.922,0.1290607,253.8,4.47,92.216,28.89809,49.95287,1.992696998,1.988943903,21.63065417,377.4958159,27.81757,27.78847,27.65073
2015,195,1730,-5.434263387,-20.19436022,268.8985899,6.128224802,0.373990594,0.04157091,0.141590287,0.002200458,308.8738,51.86525,401.8366,474.4162,184.429,0.1692649,242.2,4.506,92.225,28.98991,48.82921,2.048289665,1.954559744,21.13148348,379.388185,27.78984,27.76203,27.55494
2015,195,1800,-4.14910243,-12.64937285,282.2172219,6.430483014,0.419639164,0.067348059,0.173323174,-0.002757003,206.5647,47.09591,398.0328,471.9903,85.51137,0.2305272,232.5,4.327,92.235,28.77334,49.25401,2.00598032,1.947002606,21.04151121,381.7280968,27.76304,27.70464,27.31315
2015,195,1830,-3.603354794,-12.5056289,227.1053001,5.172029846,0.340304371,0.000372515,0.122512,-0.001878738,110.444,33.34774,394.7863,467.9706,3.912048,0.3078039,233,3.197,92.248,28.20371,52.0154,1.83512028,1.989273963,21.73179213,382.2622557,27.64101,27.59232,27.08197
2015,195,1900,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,27.53355,11.00793,392.1657,462.891,-54.19965,0.4779631,203.2,0.521,92.252,27.52676,54.10261,1.687337838,1.988988503,21.64742746,382.8417301,27.45482,27.31586,26.95408
2015,195,1930,-0.862224655,0.326609755,75.43695356,1.716089014,0.243079089,0.00369159,0.062677399,-0.013478754,0,0,390.0121,457.348,-71.64785,-99999,273.8,0.899,92.286,26.99949,55.76294,1.576821524,1.987659307,21.5054115,381.7106112,27.20984,27.05612,26.71807
2015,195,2000,-1.815998197,5.4214043,98.37766122,2.236810771,0.229827237,0.054187292,-0.015036289,-0.036295245,0,0,388.9696,455.3589,-72.40993,-99999,336.3,2.562,92.338,26.43754,61.29129,1.334890436,2.113662708,23.0332445,382.7714562,27.01966,26.99124,26.3595
2015,195,2030,-99999,-99999,-99999,-99999,0.067041887,0.004791182,6.84E-05,-0.749102029,0,0,394.0873,454.2572,-65.69083,-99999,312.1,2.446,92.365,26.10447,62.81987,1.257210693,2.124194086,-99999,-99999,26.88153,26.86979,26.26876
