startDateTime,endDateTime,buoyWindSpeedMean,buoyWindSpeedMinimum,buoyWindSpeedMaximum,buoyWindSpeedVariance,buoyWindSpeedNumPts,buoyWindSpeedExpUncert,buoyWindSpeedStdErMean,buoyWindSpeedFinalQF,buoyWindDirMean,buoyWindDirVariance,buoyWindDirNumPts,buoyWindDirExpUncert,buoyWindDirStdErMean,buoyWindDirFinalQF
"2019-03-01T00:00:00Z","2019-03-01T00:30:00Z",,,,,,,,,,,,,,
"2019-03-01T00:30:00Z","2019-03-01T01:00:00Z",,,,,,,,,,,,,,
"2019-03-01T01:00:00Z","2019-03-01T01:30:00Z",,,,,,,,,,,,,,
"2019-03-01T01:30:00Z","2019-03-01T02:00:00Z",,,,,,,,,,,,,,
"2019-03-01T02:00:00Z","2019-03-01T02:30:00Z",,,,,,,,,,,,,,
"2019-03-01T04:00:00Z","2019-03-01T04:30:00Z",,,,,,,,,,,,,,
"2019-03-01T04:30:00Z","2019-03-01T05:00:00Z",,,,,,,,,,,,,,
"2019-03-01T05:00:00Z","2019-03-01T05:30:00Z",,,,,,,,,,,,,,
"2019-03-01T05:30:00Z","2019-03-01T06:00:00Z",,,,,,,,,,,,,,
"2019-03-01T06:00:00Z","2019-03-01T06:30:00Z",,,,,,,,,,,,,,
"2019-03-01T08:00:00Z","2019-03-01T08:30:00Z",,,,,,,,,,,,,,
"2019-03-01T08:30:00Z","2019-03-01T09:00:00Z",,,,,,,,,,,,,,
"2019-03-01T09:00:00Z","2019-03-01T09:30:00Z",,,,,,,,,,,,,,
"2019-03-01T09:30:00Z","2019-03-01T10:00:00Z",,,,,,,,,,,,,,
"2019-03-01T10:00:00Z","2019-03-01T10:30:00Z",,,,,,,,,,,,,,
"2019-03-01T12:00:00Z","2019-03-01T12:30:00Z",,,,,,,,,,,,,,
"2019-03-01T12:30:00Z","2019-03-01T13:00:00Z",,,,,,,,,,,,,,
"2019-03-01T13:00:00Z","2019-03-01T13:30:00Z",,,,,,,,,,,,,,
"2019-03-01T13:30:00Z","2019-03-01T14:00:00Z",,,,,,,,,,,,,,
"2019-03-01T14:00:00Z","2019-03-01T14:30:00Z",,,,,,,,,,,,,,
"2019-03-01T16:00:00Z","2019-03-01T16:30:00Z",,,,,,,,,,,,,,
"2019-03-01T16:30:00Z","2019-03-01T17:00:00Z",,,,,,,,,,,,,,
"2019-03-01T17:00:00Z","2019-03-01T17:30:00Z",,,,,,,,,,,,,,
"2019-03-01T17:30:00Z","2019-03-01T18:00:00Z",,,,,,,,,,,,,,
"2019-03-01T18:00:00Z","2019-03-01T18:30:00Z",,,,,,,,,,,,,,
"2019-03-01T20:00:00Z","2019-03-01T20:30:00Z",,,,,,,,,,,,,,
"2019-03-01T20:30:00Z","2019-03-01T21:00:00Z",,,,,,,,,,,,,,
"2019-03-01T21:00:00Z","2019-03-01T21:30:00Z",,,,,,,,,,,,,,
"2019-03-01T21:30:00Z","2019-03-01T22:00:00Z",,,,,,,,,,,,,,
"2019-03-01T22:00:00Z","2019-03-01T22:30:00Z",,,,,,,,,,,,,,
"2019-03-02T00:00:00Z","2019-03-02T00:30:00Z",,,,,,,,,,,,,,
"2019-03-02T00:30:00Z","2019-03-02T01:00:00Z",,,,,,,,,,,,,,
"2019-03-02T01:00:00Z","2019-03-02T01:30:00Z",,,,,,,,,,,,,,
"2019-03-02T01:30:00Z","2019-03-02T02:00:00Z",,,,,,,,,,,,,,
"2019-03-02T02:00:00Z","2019-03-02T02:30:00Z",,,,,,,,,,,,,,
"2019-03-02T04:00:00Z","2019-03-02T04:30:00Z",,,,,,,,,,,,,,
"2019-03-02T04:30:00Z","2019-03-02T05:00:00Z",,,,,,,,,,,,,,
"2019-03-02T05:00:00Z","2019-03-02T05:30:00Z",,,,,,,,,,,,,,
"2019-03-02T05:30:00Z","2019-03-02T06:00:00Z",,,,,,,,,,,,,,
"2019-03-02T06:00:00Z","2019-03-02T06:30:00Z",,,,,,,,,,,,,,
"2019-03-02T08:00:00Z","2019-03-02T08:30:00Z",,,,,,,,,,,,,,
"2019-03-02T08:30:00Z","2019-03-02T09:00:00Z",,,,,,,,,,,,,,
"2019-03-02T09:00:00Z","2019-03-02T09:30:00Z",,,,,,,,,,,,,,
"2019-03-02T09:30:00Z","2019-03-02T10:00:00Z",,,,,,,,,,,,,,
"2019-03-02T10:00:00Z","2019-03-02T10:30:00Z",,,,,,,,,,,,,,
"2019-03-02T12:00:00Z","2019-03-02T12:30:00Z",,,,,,,,,,,,,,
"2019-03-02T12:30:00Z","2019-03-02T13:00:00Z",,,,,,,,,,,,,,
"2019-03-02T13:00:00Z","2019-03-02T13:30:00Z",,,,,,,,,,,,,,
