HOR.VER,start,end,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation
103.100,2010-01-01 00:00:00.0,,2010-01-01 00:00:00.0,,0.00,0.00,2.85,0.00,0.00,-85.00,45.998322,-89.704766,502.00
