startDateTime,endDateTime,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF
"2019-10-01T00:00:00Z","2019-10-01T00:01:00Z",18.632,18.632,18.632,0.000,1,2.200,,0
"2019-10-01T00:01:00Z","2019-10-01T00:02:00Z",18.646,18.646,18.646,0.000,1,2.200,,0
"2019-10-01T00:02:00Z","2019-10-01T00:03:00Z",18.565,18.565,18.565,0.000,1,2.200,,0
"2019-10-01T00:03:00Z","2019-10-01T00:04:00Z",18.537,18.537,18.537,0.000,1,2.200,,0
"2019-10-01T00:04:00Z","2019-10-01T00:05:00Z",18.595,18.595,18.595,0.000,1,2.200,,0
"2019-10-01T00:05:00Z","2019-10-01T00:06:00Z",18.909,18.909,18.909,0.000,1,2.200,,0
"2019-10-01T00:06:00Z","2019-10-01T00:07:00Z",18.784,18.784,18.784,0.000,1,2.200,,0
"2019-10-01T00:07:00Z","2019-10-01T00:08:00Z",18.735,18.735,18.735,0.000,1,2.200,,0
"2019-10-01T00:08:00Z","2019-10-01T00:09:00Z",18.874,18.874,18.874,0.000,1,2.200,,0
"2019-10-01T00:09:00Z","2019-10-01T00:10:00Z",18.755,18.755,18.755,0.000,1,2.200,,0
"2019-10-01T00:10:00Z","2019-10-01T00:11:00Z",18.851,18.851,18.851,0.000,1,2.200,,0
"2019-10-01T00:11:00Z","2019-10-01T00:12:00Z",18.831,18.831,18.831,0.000,1,2.200,,0
"2019-10-01T00:12:00Z","2019-10-01T00:13:00Z",18.570,18.570,18.570,0.000,1,2.200,,0
"2019-10-01T00:13:00Z","2019-10-01T00:14:00Z",18.376,18.376,18.376,0.000,1,2.200,,0
"2019-10-01T00:14:00Z","2019-10-01T00:15:00Z",18.524,18.524,18.524,0.000,1,2.200,,0
"2019-10-01T00:15:00Z","2019-10-01T00:16:00Z",18.703,18.703,18.703,0.000,1,2.200,,0
"2019-10-01T00:16:00Z","2019-10-01T00:17:00Z",18.635,18.635,18.635,0.000,1,2.200,,0
"2019-10-01T00:17:00Z","2019-10-01T00:18:00Z",19.083,19.083,19.083,0.000,1,2.200,,0
"2019-10-01T00:18:00Z","2019-10-01T00:19:00Z",19.019,19.019,19.019,0.000,1,2.200,,0
"2019-10-01T00:19:00Z","2019-10-01T00:20:00Z",18.937,18.937,18.937,0.000,1,2.200,,0
"2019-10-01T00:20:00Z","2019-10-01T00:21:00Z",19.005,19.005,19.005,0.000,1,2.200,,0
"2019-10-01T00:21:00Z","2019-10-01T00:22:00Z",18.933,18.933,18.933,0.000,1,2.200,,0
"2019-10-01T00:22:00Z","2019-10-01T00:23:00Z",18.997,18.997,18.997,0.000,1,2.200,,0
"2019-10-01T00:23:00Z","2019-10-01T00:24:00Z",19.145,19.145,19.145,0.000,1,2.200,,0
"2019-10-01T00:24:00Z","2019-10-01T00:25:00Z",19.055,19.055,19.055,0.000,1,2.200,,0
"2019-10-01T00:25:00Z","2019-10-01T00:26:00Z",18.792,18.792,18.792,0.000,1,2.200,,0
"2019-10-01T00:26:00Z","2019-10-01T00:27:00Z",18.925,18.925,18.925,0.000,1,2.200,,0
"2019-10-01T00:27:00Z","2019-10-01T00:28:00Z",18.829,18.829,18.829,0.000,1,2.200,,0
"2019-10-01T00:28:00Z","2019-10-01T00:29:00Z",18.786,18.786,18.786,0.000,1,2.200,,0
"2019-10-01T00:29:00Z","2019-10-01T00:30:00Z",18.905,18.905,18.905,0.000,1,2.200,,0
"2019-10-01T00:30:00Z","2019-10-01T00:31:00Z",18.813,18.813,18.813,0.000,1,2.200,,0
"2019-10-01T00:31:00Z","2019-10-01T00:32:00Z",18.867,18.867,18.867,0.000,1,2.200,,0
"2019-10-01T00:32:00Z","2019-10-01T00:33:00Z",18.860,18.860,18.860,0.000,1,2.200,,0
"2019-10-01T00:33:00Z","2019-10-01T00:34:00Z",19.222,19.222,19.222,0.000,1,2.200,,0
"2019-10-01T00:34:00Z","2019-10-01T00:35:00Z",19.326,19.326,19.326,0.000,1,2.200,,0
"2019-10-01T00:35:00Z","2019-10-01T00:36:00Z",19.350,19.350,19.350,0.000,1,2.200,,0
"2019-10-01T00:36:00Z","2019-10-01T00:37:00Z",19.612,19.612,19.612,0.000,1,2.200,,0
"2019-10-01T00:37:00Z","2019-10-01T00:38:00Z",19.473,19.473,19.473,0.000,1,2.200,,0
