startDateTime,endDateTime,buoyWindSpeedMean,buoyWindSpeedMinimum,buoyWindSpeedMaximum,buoyWindSpeedVariance,buoyWindSpeedNumPts,buoyWindSpeedExpUncert,buoyWindSpeedStdErMean,buoyWindSpeedFinalQF,buoyWindDirMean,buoyWindDirVariance,buoyWindDirNumPts,buoyWindDirExpUncert,buoyWindDirStdErMean,buoyWindDirFinalQF
"2019-06-01T00:00:00Z","2019-06-01T00:02:00Z",2.62,0.96,5.17,0.93,30.00,0.38,0.18,,106.67,24.66,29.00,6.92,0.92,
"2019-06-01T00:02:00Z","2019-06-01T00:04:00Z",2.63,1.54,4.48,0.45,30.00,0.28,0.12,,118.80,21.20,30.00,6.88,0.84,
"2019-06-01T00:04:00Z","2019-06-01T00:06:00Z",2.34,0.83,3.85,0.65,30.00,0.33,0.15,,101.96,31.69,28.00,7.00,1.06,
"2019-06-01T00:06:00Z","2019-06-01T00:08:00Z",2.17,1.31,3.08,0.21,30.00,0.22,0.08,,106.66,22.71,29.00,6.90,0.88,
"2019-06-01T00:08:00Z","2019-06-01T00:10:00Z",1.35,0.58,2.42,0.31,30.00,0.25,0.10,,120.01,35.42,29.00,7.03,1.11,
"2019-06-01T00:10:00Z","2019-06-01T00:12:00Z",1.69,0.67,2.46,0.28,30.00,0.24,0.10,,127.82,38.58,29.00,7.06,1.15,
"2019-06-01T00:12:00Z","2019-06-01T00:14:00Z",2.05,0.96,2.83,0.22,30.00,0.22,0.08,,114.68,30.06,29.00,6.98,1.02,
"2019-06-01T00:14:00Z","2019-06-01T00:16:00Z",1.81,0.67,3.00,0.38,30.00,0.27,0.11,,116.20,19.80,30.00,6.87,0.81,
"2019-06-01T00:16:00Z","2019-06-01T00:18:00Z",2.40,1.00,3.58,0.50,30.00,0.29,0.13,,112.06,19.63,30.00,6.87,0.81,
"2019-06-01T00:18:00Z","2019-06-01T00:20:00Z",2.13,0.25,3.50,0.73,30.00,0.34,0.16,,112.58,20.93,30.00,6.88,0.84,
"2019-06-01T00:20:00Z","2019-06-01T00:22:00Z",2.29,1.46,3.08,0.11,30.00,0.18,0.06,,105.82,23.01,29.00,6.91,0.89,
"2019-06-01T00:22:00Z","2019-06-01T00:24:00Z",2.21,1.08,3.08,0.26,30.00,0.23,0.09,,118.16,21.96,30.00,6.89,0.86,
"2019-06-01T00:24:00Z","2019-06-01T00:26:00Z",2.06,0.75,4.00,0.78,30.00,0.35,0.16,,110.10,33.98,28.00,7.03,1.10,
"2019-06-01T00:26:00Z","2019-06-01T00:28:00Z",1.86,0.42,2.92,0.54,30.00,0.30,0.13,,81.99,42.58,24.00,7.19,1.33,
"2019-06-01T00:28:00Z","2019-06-01T00:30:00Z",2.22,0.79,3.42,0.66,30.00,0.33,0.15,,113.66,16.98,30.00,6.84,0.75,
"2019-06-01T00:30:00Z","2019-06-01T00:32:00Z",1.58,0.08,3.21,0.70,30.00,0.34,0.15,,108.97,35.47,28.00,7.04,1.13,
"2019-06-01T00:32:00Z","2019-06-01T00:34:00Z",2.19,1.12,3.92,0.66,30.00,0.33,0.15,,114.51,18.76,30.00,6.86,0.79,
"2019-06-01T00:34:00Z","2019-06-01T00:36:00Z",1.61,0.00,2.87,0.60,30.00,0.31,0.14,,107.31,45.43,27.00,7.16,1.30,
"2019-06-01T00:36:00Z","2019-06-01T00:38:00Z",1.35,0.00,2.21,0.37,30.00,0.26,0.11,,104.16,15.29,30.00,6.82,0.71,
"2019-06-01T00:38:00Z","2019-06-01T00:40:00Z",1.46,0.58,2.58,0.37,30.00,0.26,0.11,,124.63,21.65,30.00,6.89,0.85,
"2019-06-01T00:40:00Z","2019-06-01T00:42:00Z",1.53,0.21,2.51,0.37,30.00,0.26,0.11,,113.02,42.95,28.00,7.12,1.24,
"2019-06-01T00:42:00Z","2019-06-01T00:44:00Z",1.94,0.58,2.83,0.50,30.00,0.29,0.13,,108.00,23.92,29.00,6.92,0.91,
"2019-06-01T00:44:00Z","2019-06-01T00:46:00Z",2.15,1.42,2.92,0.19,30.00,0.21,0.08,,117.03,19.50,30.00,6.87,0.81,
"2019-06-01T00:46:00Z","2019-06-01T00:48:00Z",2.06,1.50,2.71,0.13,30.00,0.19,0.07,,111.51,26.29,29.00,6.94,0.95,
"2019-06-01T00:48:00Z","2019-06-01T00:50:00Z",1.48,0.52,2.46,0.34,30.00,0.26,0.11,,119.71,22.39,30.00,6.89,0.86,
"2019-06-01T00:50:00Z","2019-06-01T00:52:00Z",0.93,0.17,1.58,0.14,30.00,0.19,0.07,,109.77,27.53,29.00,6.95,0.97,
"2019-06-01T00:52:00Z","2019-06-01T00:54:00Z",1.95,0.87,2.67,0.26,30.00,0.23,0.09,,124.09,21.63,30.00,6.89,0.85,
"2019-06-01T00:54:00Z","2019-06-01T00:56:00Z",2.07,1.35,2.87,0.19,30.00,0.21,0.08,,108.01,24.74,29.00,6.92,0.92,
"2019-06-01T00:56:00Z","2019-06-01T00:58:00Z",2.02,1.04,2.83,0.29,30.00,0.24,0.10,,113.93,17.70,30.00,6.85,0.77,
"2019-06-01T00:58:00Z","2019-06-01T01:00:00Z",1.78,1.00,2.42,0.15,30.00,0.20,0.07,,115.41,19.56,30.00,6.87,0.81,
"2019-06-01T01:00:00Z","2019-06-01T01:02:00Z",2.21,1.25,2.87,0.18,30.00,0.21,0.08,,116.41,18.57,30.00,6.86,0.79,
"2019-06-01T01:02:00Z","2019-06-01T01:04:00Z",2.05,0.83,3.12,0.39,30.00,0.27,0.11,,112.18,17.05,30.00,6.84,0.75,
"2019-06-01T01:04:00Z","2019-06-01T01:06:00Z",1.90,0.75,2.79,0.28,30.00,0.24,0.10,,101.09,26.83,28.00,6.95,0.98,
"2019-06-01T01:06:00Z","2019-06-01T01:08:00Z",2.04,1.08,3.54,0.28,30.00,0.24,0.10,,105.73,30.19,28.00,6.99,1.04,
"2019-06-01T01:08:00Z","2019-06-01T01:10:00Z",1.42,0.83,2.12,0.08,30.00,0.17,0.05,,129.95,0.97,4.00,6.75,0.49,
"2019-06-01T01:10:00Z","2019-06-01T01:12:00Z",1.70,0.79,2.79,0.34,30.00,0.25,0.11,,,,,,,
"2019-06-01T01:12:00Z","2019-06-01T01:14:00Z",1.99,1.27,3.00,0.12,30.00,0.19,0.06,,,,,,,
"2019-06-01T01:14:00Z","2019-06-01T01:16:00Z",1.76,0.96,2.83,0.26,30.00,0.23,0.09,,72.99,42.92,11.00,7.76,1.98,
"2019-06-01T01:16:00Z","2019-06-01T01:18:00Z",1.74,0.54,3.06,0.45,30.00,0.28,0.12,,119.20,22.25,30.00,6.89,0.86,
"2019-06-01T01:18:00Z","2019-06-01T01:20:00Z",2.06,1.33,3.10,0.36,30.00,0.26,0.11,,125.92,21.97,30.00,6.89,0.86,
"2019-06-01T01:20:00Z","2019-06-01T01:22:00Z",1.57,0.92,2.46,0.14,30.00,0.19,0.07,,121.84,22.89,30.00,6.90,0.87,
"2019-06-01T01:22:00Z","2019-06-01T01:24:00Z",1.39,0.62,2.12,0.15,30.00,0.20,0.07,,100.36,45.58,27.00,7.16,1.30,
"2019-06-01T01:24:00Z","2019-06-01T01:26:00Z",0.93,0.56,1.33,0.04,30.00,0.16,0.04,,125.12,24.16,30.00,6.91,0.90,
"2019-06-01T01:26:00Z","2019-06-01T01:28:00Z",0.88,0.00,2.17,0.38,30.00,0.27,0.11,,87.69,42.59,26.00,7.15,1.28,
"2019-06-01T01:28:00Z","2019-06-01T01:30:00Z",0.99,0.00,2.17,0.30,30.00,0.24,0.10,,103.01,38.63,27.00,7.09,1.20,
"2019-06-01T01:30:00Z","2019-06-01T01:32:00Z",0.97,0.17,1.87,0.18,30.00,0.21,0.08,,138.00,29.93,30.00,6.97,1.00,
"2019-06-01T01:32:00Z","2019-06-01T01:34:00Z",0.81,0.00,1.71,0.17,30.00,0.21,0.08,,104.49,55.60,26.00,7.29,1.46,
"2019-06-01T01:34:00Z","2019-06-01T01:36:00Z",0.71,0.33,1.17,0.05,30.00,0.16,0.04,,96.50,32.92,27.00,7.03,1.10,
"2019-06-01T01:36:00Z","2019-06-01T01:38:00Z",1.42,0.42,2.08,0.14,30.00,0.19,0.07,,112.89,37.64,28.00,7.07,1.16,
"2019-06-01T01:38:00Z","2019-06-01T01:40:00Z",1.08,0.67,1.33,0.03,30.00,0.15,0.03,,116.66,18.98,30.00,6.86,0.80,
"2019-06-01T01:40:00Z","2019-06-01T01:42:00Z",1.41,0.66,1.96,0.10,30.00,0.18,0.06,,112.06,28.76,29.00,6.96,1.00,
"2019-06-01T01:42:00Z","2019-06-01T01:44:00Z",1.12,0.00,2.04,0.25,30.00,0.23,0.09,,112.81,35.09,28.00,7.04,1.12,
