Year,DOY,TIME,Fc,NEE,H,LE,WS,USt,Rg_1,Rg,Rg_out,Rgl,Rgl_out,PPFD,Ta,Rh,Ts,Tw
2010,1,1300,-99999,-99999,-99999,-99999,4.95832,-99999,746.8567,-99999,-99999,-99999,-99999,1493.179729,28.47892,53.5839,28.34476816,30.36746
2010,1,1330,-99999,-99999,-99999,-99999,4.53892,-99999,568.9881,-99999,-99999,-99999,-99999,1137.478102,28.31176,52.6052,28.02476848,29.28638
2010,1,1400,-99999,-99999,-99999,-99999,4.2034,-99999,431.1888,-99999,-99999,-99999,-99999,861.9070622,27.97744,52.6052,27.93749584,28.99154
2010,1,1430,-99999,-99999,-99999,-99999,4.95832,-99999,443.8937,-99999,-99999,-99999,-99999,887.3143213,27.81028,54.5626,27.86476864,28.74584
2010,1,1500,-99999,-99999,-99999,-99999,4.2034,-99999,299.2533,-99999,-99999,-99999,-99999,598.0624493,27.47596,57.4987,27.61749616,27.91046
2010,1,1530,-99999,-99999,-99999,-99999,4.53892,-99999,225.9558,-99999,-99999,-99999,-99999,451.4821088,27.05806,58.4774,27.53022352,27.61562
2010,1,1600,-99999,-99999,-99999,-99999,4.2034,-99999,201.5233,-99999,-99999,-99999,-99999,402.6219953,26.8909,60.4348,27.45749632,27.36992
2010,1,1630,-99999,-99999,-99999,-99999,2.69356,-99999,145.8172,-99999,-99999,-99999,-99999,291.2209366,26.55658,64.3496,27.37022368,27.07508
2010,1,1700,-99999,-99999,-99999,-99999,3.44848,-99999,83.27,-99999,-99999,-99999,-99999,166.139046,26.30584,64.3496,27.21022384,26.53454
2010,1,1730,-99999,-99999,-99999,-99999,3.784,-99999,38.3142,-99999,-99999,-99999,-99999,76.23643716,26.0551,64.3496,27.13749664,26.28884
2010,1,1800,-99999,-99999,-99999,-99999,3.44848,-99999,20.7228,-99999,-99999,-99999,-99999,41.05715544,25.80436,66.307,27.050224,25.994
2010,1,1830,-99999,-99999,-99999,-99999,2.69356,-99999,0,-99999,-99999,-99999,-99999,0,25.6372,67.2857,26.96295136,25.69916
2010,1,1900,-99999,-99999,-99999,-99999,3.784,-99999,0,-99999,-99999,-99999,-99999,0,25.55362,65.3283,26.96295136,25.69916
2010,1,1930,-99999,-99999,-99999,-99999,3.02908,-99999,0,-99999,-99999,-99999,-99999,0,25.30288,69.2431,26.96295136,25.69916
2010,1,2000,-99999,-99999,-99999,-99999,2.27416,-99999,0,-99999,-99999,-99999,-99999,0,25.05214,72.1792,26.96295136,25.69916
2010,1,2030,-99999,-99999,-99999,-99999,3.44848,-99999,0,-99999,-99999,-99999,-99999,0,24.88498,71.2005,26.89022416,25.45346
2010,1,2100,-99999,-99999,-99999,-99999,3.02908,-99999,0,-99999,-99999,-99999,-99999,0,24.55066,74.1366,26.89022416,25.45346
2010,1,2130,-99999,-99999,-99999,-99999,3.02908,-99999,0,-99999,-99999,-99999,-99999,0,24.55066,74.1366,26.80295152,25.15862
2010,1,2200,-99999,-99999,-99999,-99999,2.69356,-99999,0,-99999,-99999,-99999,-99999,0,24.46708,72.1792,26.80295152,25.15862
2010,1,2230,-99999,-99999,-99999,-99999,1.51924,-99999,0,-99999,-99999,-99999,-99999,0,24.29992,74.1366,26.80295152,25.15862
2010,1,2300,-99999,-99999,-99999,-99999,1.51924,-99999,0,-99999,-99999,-99999,-99999,0,24.55066,73.1579,26.80295152,25.15862
2010,1,2330,-99999,-99999,-99999,-99999,2.27416,-99999,0,-99999,-99999,-99999,-99999,0,24.63424,74.1366,26.80295152,25.15862
2010,1,2400,-99999,-99999,-99999,-99999,2.69356,-99999,0,-99999,-99999,-99999,-99999,0,24.88498,71.2005,26.89022416,25.45346
2010,2,30,-99999,-99999,-99999,-99999,2.27416,-99999,0,-99999,-99999,-99999,-99999,0,24.71782,73.1579,26.89022416,25.45346
2010,2,100,-99999,-99999,-99999,-99999,1.93864,-99999,0,-99999,-99999,-99999,-99999,0,24.55066,74.1366,26.80295152,25.15862
2010,2,130,-99999,-99999,-99999,-99999,1.51924,-99999,0,-99999,-99999,-99999,-99999,0,24.8014,73.1579,26.89022416,25.45346
2010,2,200,-99999,-99999,-99999,-99999,1.51924,-99999,0,-99999,-99999,-99999,-99999,0,24.88498,73.1579,26.89022416,25.45346
2010,2,230,-99999,-99999,-99999,-99999,1.51924,-99999,0,-99999,-99999,-99999,-99999,0,24.71782,73.1579,26.89022416,25.45346
2010,2,300,-99999,-99999,-99999,-99999,1.51924,-99999,0,-99999,-99999,-99999,-99999,0,24.71782,72.1792,26.89022416,25.45346
2010,2,330,-99999,-99999,-99999,-99999,1.51924,-99999,0,-99999,-99999,-99999,-99999,0,24.55066,73.1579,26.80295152,25.15862
2010,2,400,-99999,-99999,-99999,-99999,1.51924,-99999,0,-99999,-99999,-99999,-99999,0,24.29992,74.1366,26.73022432,24.91292
2010,2,430,-99999,-99999,-99999,-99999,1.18372,-99999,0,-99999,-99999,-99999,-99999,0,24.04918,75.1153,26.73022432,24.91292
2010,2,500,-99999,-99999,-99999,-99999,1.93864,-99999,0,-99999,-99999,-99999,-99999,0,23.9656,76.094,26.73022432,24.91292
2010,2,530,-99999,-99999,-99999,-99999,1.93864,-99999,0,-99999,-99999,-99999,-99999,0,24.13276,75.1153,26.73022432,24.91292
2010,2,600,-99999,-99999,-99999,-99999,1.51924,-99999,0,-99999,-99999,-99999,-99999,0,24.21634,75.1153,26.73022432,24.91292
2010,2,630,-99999,-99999,-99999,-99999,1.51924,-99999,0,-99999,-99999,-99999,-99999,0,24.21634,75.1153,26.73022432,24.91292
2010,2,700,-99999,-99999,-99999,-99999,1.51924,-99999,8.9952,-99999,-99999,-99999,-99999,17.60430096,24.21634,75.1153,26.73022432,24.91292
2010,2,730,-99999,-99999,-99999,-99999,1.93864,-99999,33.4277,-99999,-99999,-99999,-99999,66.46441446,24.46708,75.1153,26.89022416,25.45346
2010,2,800,-99999,-99999,-99999,-99999,1.93864,-99999,80.3381,-99999,-99999,-99999,-99999,160.2758324,24.63424,75.1153,26.96295136,25.69916
2010,2,830,-99999,-99999,-99999,-99999,1.51924,-99999,140.9307,-99999,-99999,-99999,-99999,281.4489139,25.05214,74.1366,27.21022384,26.53454
2010,2,900,-99999,-99999,-99999,-99999,1.93864,-99999,206.4098,-99999,-99999,-99999,-99999,412.394018,25.47004,74.1366,27.45749632,27.36992
2010,2,930,-99999,-99999,-99999,-99999,2.27416,-99999,261.1386,-99999,-99999,-99999,-99999,521.8406723,26.0551,71.2005,27.61749616,27.91046
2010,2,1000,-99999,-99999,-99999,-99999,2.69356,-99999,317.822,-99999,-99999,-99999,-99999,635.1961356,26.80732,66.307,27.86476864,28.74584
2010,2,1030,-99999,-99999,-99999,-99999,3.02908,-99999,426.3023,-99999,-99999,-99999,-99999,852.1350395,27.55954,63.3709,28.18476832,29.82692
2010,2,1100,-99999,-99999,-99999,-99999,3.44848,-99999,494.7133,-99999,-99999,-99999,-99999,988.9433573,27.7267,61.4135,28.09749568,29.53208
2010,2,1130,-5.976081818,-5.976081818,72.17575,234.9213,4.181678,0.3806778,573.6548,573.6548,57.3834,444.471,479.9926,1137.779,28.00345,62.98459181,24.32024,26.89364
2010,2,1200,-4.866252273,-4.866252273,74.70452,197.179,3.747701,0.3191251,561.4254,561.4254,56.79322,447.4225,481.7406,1115.61,27.9124,65.21813461,24.58757,27.41005
2010,2,1230,-5.430029545,-5.430029545,94.76735,269.1938,4.687187,0.4155837,705.754,705.754,67.79476,442.9306,487.2306,1414.053,28.66639,59.75798947,24.76596,27.92436
2010,2,1300,-4.333738636,-4.333738636,51.0842,233.8721,4.592024,0.3960512,405.72,405.72,42.55215,450.7522,479.8096,805.3964,28.44493,60.26742686,25.16031,28.17622
2010,2,1330,-4.724102273,-4.724102273,57.61996,210.3413,4.140534,0.32327,528.655,528.655,54.71812,444.9699,480.3595,1062.025,28.21707,61.44292448,25.43059,28.08426
2010,2,1400,-5.149086364,-5.149086364,57.34129,250.2427,3.880384,0.3786889,513.9633,513.9633,52.65341,442.5139,482.9042,1037.788,28.45426,60.1101756,25.56574,28.36267
2010,2,1430,-4.242806818,-4.242806818,42.41262,203.1556,3.789279,0.3199499,445.0091,445.0091,45.83615,436.5137,479.827,910.654,28.37188,59.52969863,25.83526,28.68477
2010,2,1500,-3.460488636,-3.460488636,32.63731,196.8644,3.666663,0.3038194,356.7577,356.7577,37.52189,447.0595,479.0383,720.9464,28.46367,60.66950613,26.05865,29.14067
2010,2,1530,-3.1591,-3.1591,24.24703,179.303,3.988038,0.350539,251.9982,251.9982,27.5046,445.476,470.0633,505.2981,27.89539,61.52293964,26.43178,29.13842
2010,2,1600,-3.222181818,-3.222181818,26.46358,149.4918,3.541078,0.2914996,339.36,339.36,40.02386,431.3482,470.7999,691.3092,27.84918,60.56108693,26.47481,28.96245
2010,2,1630,-3.310690909,-3.310690909,33.16066,161.973,3.99522,0.3332807,326.9531,326.9531,40.38908,436.843,470.6934,656.1154,27.87306,61.05743558,26.49949,28.92006
2010,2,1700,-2.366345455,-2.366345455,22.95689,120.7496,2.875288,0.2474803,270.2997,270.2997,36.48451,434.3408,469.386,528.3926,27.6833,63.24152512,26.59681,29.0262
2010,2,1730,-0.641421136,-0.641421136,4.931658,79.35063,2.514822,0.1949793,76.75378,76.75378,8.46764,440.1798,461.7566,157.6424,27.25964,63.77907169,26.82439,28.46872
2010,2,1800,0.965892273,0.965892273,-5.415847,55.40521,1.93864,0.2056423,20.02904,20.02904,2.181714,438.2155,455.7368,42.88934,26.8674,66.33816317,26.90679,27.68987
2010,2,1830,0.830249773,0.830249773,-7.772571,36.61341,2.041893,0.1817429,1.060873,1.060873,0.5361567,414.5419,450.0713,6.858967,26.40228,68.76171804,26.90008,27.19617
2010,2,1900,1.044085227,1.044085227,-10.73959,32.10744,1.635198,0.1707439,0,-2.151326,0.4582746,410.5013,446.6018,0,25.98926,70.02713619,26.82319,26.75212
2010,2,1930,0.937823409,0.937823409,-12.09812,31.70304,2.16207,0.09496304,0,-2.240247,0.2317581,408.0562,444.1482,0,25.44123,73.56675335,26.682,26.39949
2010,2,2000,0.102137568,0.102137568,-4.536464,17.0114,1.665191,0.0416965,0,-1.845579,0.410237,411.5045,442.3953,0,25.02452,75.75896615,26.53385,26.09215
2010,2,2030,-99999,-99999,-1.535013,21.15783,1.989611,0.1645393,0,-0.5535172,0.6315328,428.1429,443.403,0,25.13922,74.90802845,26.34011,25.90935
2010,2,2100,1.011048636,1.011048636,-10.89285,42.12745,2.755308,0.2067112,0,-0.5303649,0.1772699,433.9367,444.3908,0,25.38357,73.59464562,26.13852,25.71456
2010,2,2130,1.076178182,1.076178182,-9.51381,25.01861,2.316952,0.1651373,0,-0.8894787,-0.0775289,431.9641,443.7853,0,25.17064,74.4369247,26.04089,25.66013
2010,2,2200,0.653033864,0.653033864,-6.438868,15.75918,1.653446,0.07191064,0,-0.7024908,0.00372239,434.097,443.6887,0,25.16582,74.70267633,25.92941,25.60524
2010,2,2230,0.912489091,0.912489091,-5.083179,14.27141,1.770899,0.08507573,0,-0.7359895,0.1000833,431.9427,443.5197,0,25.12967,75.42753297,25.81596,25.59913
2010,2,2300,1.295104091,1.295104091,-7.056277,16.98521,1.641645,0.05120267,0,-0.5741553,0.1569889,434.0379,443.7143,0,25.23369,75.08293988,25.70086,25.54125
2010,2,2330,0.859186136,0.859186136,-5.812532,13.30681,1.716312,0.1099684,0,-0.7479734,-0.09695563,434.4558,443.7292,0,25.10804,76.66284638,25.59661,25.51741
2010,2,2400,2.051072727,2.051072727,-8.259439,17.81369,1.763288,0.1241265,0,-0.5237559,0.1048152,434.8513,443.517,0,25.03206,77.40563726,25.51122,25.49718
2010,3,30,1.968284318,1.968284318,-8.607568,17.61519,1.873695,0.102111,0,-0.5167859,0.06200121,436.0406,443.8744,0,25.19229,76.35261545,25.4079,25.45994
2010,3,100,1.526137273,1.526137273,-8.883433,18.20969,1.989597,0.08537121,0,-0.5157617,0.08232808,435.992,443.9013,0,25.25549,75.69510358,25.33294,25.42908
2010,3,130,2.938131818,2.938131818,-11.2059,21.31137,1.681185,0.09216755,0,-0.6793392,-0.09289963,435.4724,443.7483,0,25.20722,75.89411952,25.26076,25.40399
2010,3,200,1.0832575,1.0832575,-6.580063,11.71978,1.792266,0.1066356,0,-0.5759354,0.02148953,435.3934,443.4279,0,25.10957,76.9564136,25.20621,25.3775
2010,3,230,0.963655909,0.963655909,-5.806131,10.77756,1.479074,0.1003543,0,-0.5842586,-0.0305578,435.9033,443.5084,0,25.07315,77.79182963,25.14272,25.37148
2010,3,300,0.552436591,0.552436591,-6.640212,10.85371,1.851416,0.09871148,0,-0.4586247,0.1274779,435.7153,443.4906,0,25.1071,77.22961222,25.09174,25.37061
2010,3,330,-99999,-99999,-6.323959,24.18072,1.88569,0.1135386,0,-0.7805977,0.09568676,434.3217,443.4964,0,25.21634,76.20319,25.03312,25.30954
2010,3,400,0.723832273,0.723832273,-3.299569,5.342531,1.451527,0.06731997,0,-1.155552,-0.1476835,430.6841,442.1849,0,24.85327,78.09211804,25.03731,25.30962
2010,3,430,-99999,-99999,-2.571569,5.180577,1.706583,0.09797356,0,-1.292208,0.1263957,427.4597,441.3529,0,24.78409,78.3996128,24.99063,25.21785
2010,3,500,1.895341364,1.895341364,-6.030245,8.428158,1.533634,0.08198768,0,-0.7417819,0.01800141,429.7045,440.7256,0,24.45277,80.34962827,24.95479,25.15375
2010,3,530,0.915079545,0.915079545,-3.554549,5.722248,1.30328,0.05665813,0,-0.6991236,0.1430325,428.1269,440.7116,0,24.57155,79.82932822,24.89361,25.09624
2010,3,600,-0.059583432,-0.059583432,-0.8847513,1.210999,1.160601,0.07505002,0,-0.5923481,0.3941579,428.2246,440.9862,0,24.79488,78.91174947,24.83951,25.05156
2010,3,630,2.461843182,2.461843182,-4.675414,6.282514,1.337626,0.0595575,0,-0.8900313,-0.1424263,429.2425,440.6424,0,24.57991,80.06935217,24.81253,25.04028
2010,3,700,-99999,-99999,1.874804,1.042042,1.421291,0.04372502,1.19283,1.19283,0.4657156,426.9619,439.9267,3.983597,24.31483,81.89430036,24.78787,25.02449
2010,3,730,0.757721591,0.757721591,-5.257892,13.11579,1.49193,0.08672662,29.20386,29.20386,3.726717,434.7352,442.7211,54.95522,24.83933,78.88045441,24.69189,25.03017
2010,3,800,-0.020258405,-0.020258405,-4.028623,8.044105,1.222965,0.02640555,65.01344,65.01344,7.915129,425.9296,445.815,120.1721,25.20129,77.39523864,24.63641,25.24941
2010,3,830,-1.631607045,-1.631607045,5.148646,28.66121,0.718981,0.09143611,222.6937,222.6937,24.91508,415.7837,455.6441,385.6115,26.06757,73.95939117,24.54818,25.83346
2010,3,900,-1.268802273,-1.268802273,-0.8386921,31.77592,1.328569,0.0927682,90.00601,90.00601,7.612025,412.0015,453.9503,197.2095,25.87572,74.83893196,24.75567,26.16812
2010,3,930,-2.663897727,-2.663897727,7.824239,53.69455,1.371011,0.07597087,238.1467,238.1467,23.78732,412.7449,455.9534,493.1969,25.94997,75.78715293,24.83828,26.38694
2010,3,1000,-4.713945455,-4.713945455,41.22696,108.0109,1.589367,0.03760923,540.7862,540.7862,49.07288,422.1789,477.4723,1081.079943,26.93235,72.0700231,24.53875,27.33444
2010,3,1030,-3.730529545,-3.730529545,46.97705,136.9286,1.944401,0.1482091,553.5058,553.5058,49.76195,427.3152,482.8109,1125.795,27.34532,70.26409873,24.81156,29.18729
2010,3,1100,-4.514331818,-4.514331818,73.9832,-99999,2.22324,0.1653823,751.4851,751.4851,68.64088,435.4552,494.6967,1527.976,27.74685,69.72658293,24.90768,30.70966
2010,3,1130,-3.955365909,-3.955365909,57.52046,198.5614,2.283778,0.1316983,595.574,595.574,55.07531,440.2989,494.839,1209.376,27.91689,69.33883099,25.29659,31.73602
2010,3,1200,-4.99235,-4.99235,70.076,241.9475,2.089853,0.1069788,829.6035,829.6035,75.51509,443.1254,502.7283,1682.382,28.01346,69.02974686,25.6042,32.30861
2010,3,1230,-4.674968182,-4.674968182,-99999,300.2173,2.358513,0.1264481,619.4587,619.4587,56.01582,446.7146,501.9885,1245.283,28.37551,68.8272448,25.96213,33.00026
2010,3,1300,-3.623111364,-3.623111364,43.12347,184.6015,2.812751,-99999,485.8761,485.8761,46.83172,444.0542,488.5052,989.154,28.32149,68.28453137,26.79058,32.39288
2010,3,1330,-3.708138636,-3.708138636,40.0815,191.5139,2.918811,0.2015915,448.2961,448.2961,44.11919,454.2616,489.8636,904.5153,28.53012,66.18562035,27.3473,32.03542
2010,3,1400,-4.337354545,-4.337354545,69.97161,216.6686,2.853934,0.2425238,636.4856,636.4856,62.16596,452.5537,497.3161,1283.568,28.82728,66.1425845,27.49347,32.05574
2010,3,1430,-3.464668182,-3.464668182,42.74074,199.6881,2.823505,0.2034507,318.6497,318.6497,31.51674,456.1425,486.1064,645.3132,28.4404,68.12716617,27.9449,32.04113
2010,3,1500,-1.570482727,-1.570482727,25.38956,125.4632,2.924009,0.2548564,140.1915,140.1915,14.41868,453.7583,473.7894,289.0141,28.06942,70.32321785,28.26208,30.96004
2010,3,1530,-2.024546364,-2.024546364,20.26414,89.46993,2.236034,0.2053621,178.9625,178.9625,18.52828,450.4427,472.054,367.6855,27.78022,71.4964685,28.37061,30.15969
2010,3,1600,-1.310290682,-1.310290682,17.88462,82.39139,1.875383,0.1660664,129.748,129.748,12.666,449.8989,471.0775,266.4056,27.80419,70.99234658,28.39534,29.91172
2010,3,1630,-0.93422,-0.93422,8.011565,51.26202,1.598025,0.1414034,105.1978,105.1978,10.46919,448.3594,468.39,216.8644,27.71085,71.59350943,28.40517,29.5848
2010,3,1700,0.252331591,0.252331591,4.277027,58.49802,2.273268,0.1983839,72.20712,72.20712,6.893082,439.0201,464.3695,152.2022,27.46056,72.1865903,28.37221,29.1626
2010,3,1730,0.072757455,0.072757455,-0.07211997,53.30068,1.912249,0.2137661,42.62289,42.62289,4.297915,432.2789,459.6725,94.39935,27.13174,72.52042819,28.36184,28.59355
2010,3,1800,-99999,-99999,2.063781,22.32114,1.170129,0.1856419,10.05615,10.05615,1.107935,443.0857,457.4285,23.23615,26.81102,74.64516852,28.29803,28.21804
2010,3,1830,2.055254091,2.055254091,2.719907,16.14946,1.174816,0.1052377,0.6706283,0.6706283,0.07263928,442.7817,455.4599,3.213607,26.47636,76.74741739,28.23331,27.90844
2010,3,1900,0.898455909,0.898455909,-1.541413,9.074904,1.081667,0.1620985,0,-1.339961,-0.1287071,434.763,451.2513,0,25.61256,79.97810215,28.2125,27.51867
2010,3,1930,1.315945909,1.315945909,-0.7932384,12.09648,1.204448,0.1543902,0,-0.9837589,0.1322956,434.9064,449.3308,0,25.28777,81.16836653,28.08283,27.15427
2010,3,2000,2.894368182,2.894368182,-2.713684,13.12035,0.7067538,0.087534,0,-1.621502,0.58539,427.071,447.691,0,25.14399,81.77229935,27.98156,26.92341
2010,3,2030,2.107098636,2.107098636,-0.9309166,6.332657,0.7210475,0.06905185,0,-1.613548,0.4276957,420.6996,445.7748,0,24.90556,83.37545216,27.87287,26.74219
2010,3,2100,0.341492045,0.341492045,0.4211144,6.094597,1.352712,0.08157758,0,-1.018363,0.7644304,421.0501,444.6771,0,24.64463,84.19589871,27.7106,26.46948
2010,3,2130,2.2106925,2.2106925,-3.7429,15.21311,1.582616,0.09589356,0,-1.555967,0.6496336,413.8673,443.6063,0,24.77882,81.66796111,27.60835,26.1478
2010,3,2200,1.274859545,1.274859545,-6.148984,13.53155,1.620923,0.1039543,0,-1.586641,0.5972059,412.3979,442.5218,0,24.79684,79.90183743,27.50216,25.86146
2010,3,2230,0.349020909,0.349020909,-5.187637,9.831927,1.761334,0.08614416,0,-1.658266,0.602529,410.3073,441.5906,0,24.82141,78.41775106,27.36912,25.62201
2010,3,2300,1.897956818,1.897956818,-8.475589,13.86053,1.783429,0.1245624,0,-1.892411,0.4594638,407.6013,440.6202,0,24.76881,78.34645991,27.23142,25.38077
2010,3,2330,1.866717727,1.866717727,-6.991846,6.422149,1.445942,0.0558884,0,-1.545079,0.5137209,410.8503,440.2665,0,24.71025,79.01456574,27.11031,25.23033
2010,3,2400,1.283538409,1.283538409,-3.84321,7.816904,1.499835,0.07270464,0,-0.52522,0.3423161,430.847,441.6696,0,24.68896,79.54718055,26.96585,25.18134
2010,4,30,1.555588636,1.555588636,-3.682261,6.901514,1.18754,0.04314911,0,-0.1788191,0.1557595,437.2143,443.2595,0,24.80133,79.20408873,26.81766,25.25485
2010,4,100,1.4781775,1.4781775,3.334436,5.40975,0.6347806,0.09010254,0,-0.873664,-0.3189689,434.4568,442.7118,0,24.50705,81.67362191,26.77917,25.34252
2010,4,130,2.930847727,2.930847727,-3.005889,3.940511,0.8006449,0.09118514,0,-1.671359,0.0560509,416.1745,439.95,0,23.91647,84.87681427,26.76738,25.30399
2010,4,200,-99999,-99999,4.577636,-9.466353,0.8321983,0.1155341,0,-1.741932,0.8720479,405.3693,436.9745,0,23.72457,85.05452567,26.73412,25.09102
2010,4,230,1.827832045,1.827832045,-7.873783,13.28265,1.633409,0.1043915,0,0.05722263,0.9775771,430.2871,440.1655,0,24.42864,80.69822246,26.51908,24.87127
2010,4,300,2.527852273,2.527852273,-7.223907,14.80593,1.268142,0.1063967,0,-0.2778245,0.2120362,435.8036,442.0602,0,24.63354,79.68553879,26.42615,24.92519
2010,4,330,1.655145227,1.655145227,-5.821408,10.02288,0.8583827,0.1031648,0,-1.543343,0.6303235,411.4406,440.237,0,24.72309,78.93592566,26.41595,24.95875
2010,4,400,0.148354045,0.148354045,-1.966985,5.679385,1.205227,0.04936188,0,-1.504395,0.4595296,412.5057,438.6233,0,24.47206,79.61674802,26.36558,24.80895
2010,4,430,0.7160725,0.7160725,-1.441024,4.798095,1.005648,0.06343102,0,-1.266457,0.5194073,413.772,438.0696,0,24.28356,80.2265965,26.31876,24.69597
2010,4,500,-99999,-99999,-0.6674657,2.983802,1.316656,0.08807679,0,-0.9893128,0.589594,416.7824,437.1592,0,24.15343,80.25286091,26.31069,24.56914
2010,4,530,-99999,-99999,2.597296,1.34081,1.129198,0.07831485,0,-0.9596783,0.5726863,417.3175,438.2083,0,24.38187,78.99312761,26.19999,24.50418
2010,4,600,2.079006591,2.079006591,-5.250747,8.983024,1.408061,0.06528208,0,-0.6519314,0.2709894,424.5951,439.0631,0,24.4948,78.8100127,26.12088,24.51307
2010,4,630,-99999,-99999,-2.015413,8.403559,1.351097,0.06398445,0,-0.450561,0.3517469,429.5237,439.6294,0,24.56798,78.99600301,26.05563,24.5311
2010,4,700,1.622887273,1.622887273,-6.073467,8.586666,1.456022,0.0859035,0.8520435,0.8520435,0.07914735,432.5764,440.7162,3.07083,24.57117,79.68569572,25.97301,24.59459
2010,4,730,-99999,-99999,-2.65404,7.94348,1.114278,0.12388,9.986304,9.986304,0.9505171,435.8174,441.6799,23.0995,24.50966,80.80387663,25.93111,24.71269
2010,4,800,1.713079545,1.713079545,-2.747403,1.515399,1.714014,0.1193615,34.27002,34.27002,3.964532,436.6258,442.2183,73.02891,24.13784,84.42536736,25.94918,24.94425
2010,4,830,-99999,-99999,-0.2348966,-99999,0.9511695,0.09563836,59.93167,59.93167,6.510926,437.1349,447.9297,125.5949,24.41921,83.99126651,25.84586,25.21079
2010,4,900,-99999,-99999,4.022918,17.75905,0.969339,0.096458,108.7853,108.7853,12.51069,438.6368,448.3052,234.988,24.48633,84.48429072,25.91963,25.58423
2010,4,930,-99999,-99999,10.15443,-99999,0.8525606,0.07108723,216.6299,216.6299,23.30651,438.9182,456.912,451.8065,24.88067,82.90904749,25.84563,26.26219
