startDateTime,endDateTime,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF
"2019-09-01T00:00:00Z","2019-09-01T00:30:00Z",15.665,15.123,16.194,0.096,30,2.203,0.057,0
"2019-09-01T00:30:00Z","2019-09-01T01:00:00Z",14.212,13.407,15.044,0.289,30,2.209,0.098,0
"2019-09-01T01:00:00Z","2019-09-01T01:30:00Z",12.685,12.138,13.342,0.133,30,2.204,0.067,0
"2019-09-01T01:30:00Z","2019-09-01T02:00:00Z",11.814,11.620,12.090,0.025,30,2.201,0.029,0
"2019-09-01T02:00:00Z","2019-09-01T02:30:00Z",11.657,11.563,11.789,0.004,30,2.200,0.011,0
"2019-09-01T02:30:00Z","2019-09-01T03:00:00Z",11.380,11.088,11.658,0.039,30,2.201,0.036,0
"2019-09-01T03:00:00Z","2019-09-01T03:30:00Z",10.975,10.890,11.101,0.003,30,2.200,0.009,0
"2019-09-01T03:30:00Z","2019-09-01T04:00:00Z",10.761,10.551,10.938,0.013,30,2.200,0.021,0
"2019-09-01T04:00:00Z","2019-09-01T04:30:00Z",10.431,10.246,10.634,0.009,30,2.200,0.017,0
"2019-09-01T04:30:00Z","2019-09-01T05:00:00Z",10.274,10.132,10.379,0.004,30,2.200,0.011,0
"2019-09-01T05:00:00Z","2019-09-01T05:30:00Z",10.100,9.864,10.359,0.015,30,2.200,0.023,0
"2019-09-01T05:30:00Z","2019-09-01T06:00:00Z",10.003,9.732,10.186,0.014,30,2.200,0.021,0
"2019-09-01T06:00:00Z","2019-09-01T06:30:00Z",9.989,9.779,10.130,0.009,30,2.200,0.017,0
"2019-09-01T06:30:00Z","2019-09-01T07:00:00Z",10.153,10.008,10.406,0.013,30,2.200,0.020,0
"2019-09-01T07:00:00Z","2019-09-01T07:30:00Z",10.308,10.199,10.399,0.004,30,2.200,0.011,0
"2019-09-01T07:30:00Z","2019-09-01T08:00:00Z",10.231,10.105,10.442,0.006,30,2.200,0.015,0
"2019-09-01T08:00:00Z","2019-09-01T08:30:00Z",10.752,10.255,11.121,0.052,30,2.202,0.042,0
"2019-09-01T08:30:00Z","2019-09-01T09:00:00Z",10.770,10.641,10.942,0.006,30,2.200,0.014,0
"2019-09-01T09:00:00Z","2019-09-01T09:30:00Z",10.644,10.495,10.773,0.008,30,2.200,0.016,0
"2019-09-01T09:30:00Z","2019-09-01T10:00:00Z",10.483,10.314,10.623,0.007,30,2.200,0.015,0
"2019-09-01T10:00:00Z","2019-09-01T10:30:00Z",10.338,10.274,10.449,0.003,30,2.200,0.009,0
"2019-09-01T10:30:00Z","2019-09-01T11:00:00Z",10.277,10.097,10.508,0.013,30,2.200,0.021,0
"2019-09-01T11:00:00Z","2019-09-01T11:30:00Z",10.026,9.914,10.141,0.003,30,2.200,0.009,0
"2019-09-01T11:30:00Z","2019-09-01T12:00:00Z",10.123,9.963,10.303,0.009,30,2.200,0.017,0
"2019-09-01T12:00:00Z","2019-09-01T12:30:00Z",10.815,10.404,11.161,0.047,30,2.201,0.039,0
