startDateTime,endDateTime,buoyWindSpeedMean,buoyWindSpeedMinimum,buoyWindSpeedMaximum,buoyWindSpeedVariance,buoyWindSpeedNumPts,buoyWindSpeedExpUncert,buoyWindSpeedStdErMean,buoyWindSpeedFinalQF,buoyWindDirMean,buoyWindDirVariance,buoyWindDirNumPts,buoyWindDirExpUncert,buoyWindDirStdErMean,buoyWindDirFinalQF
"2019-09-01T00:00:00Z","2019-09-01T00:02:00Z",0.48,0.00,0.87,0.03,30.00,0.16,0.03,,353.61,8.45,30.00,6.76,0.53,
"2019-09-01T00:02:00Z","2019-09-01T00:04:00Z",0.49,0.00,0.96,0.07,30.00,0.17,0.05,,21.38,11.97,30.00,6.79,0.63,
"2019-09-01T00:04:00Z","2019-09-01T00:06:00Z",1.42,0.54,2.67,0.45,30.00,0.28,0.12,,338.83,15.77,30.00,6.83,0.73,
"2019-09-01T00:06:00Z","2019-09-01T00:08:00Z",1.19,0.62,1.62,0.08,30.00,0.17,0.05,,321.72,4.81,30.00,6.72,0.40,
"2019-09-01T00:08:00Z","2019-09-01T00:10:00Z",0.86,0.00,1.54,0.18,30.00,0.21,0.08,,332.70,14.75,30.00,6.82,0.70,
"2019-09-01T00:10:00Z","2019-09-01T00:12:00Z",0.54,0.00,1.57,0.26,30.00,0.23,0.09,,357.29,82.36,30.00,7.45,1.66,
"2019-09-01T00:12:00Z","2019-09-01T00:14:00Z",0.62,0.00,1.04,0.06,30.00,0.17,0.05,,354.10,10.49,30.00,6.78,0.59,
"2019-09-01T00:14:00Z","2019-09-01T00:16:00Z",0.82,0.42,1.29,0.05,30.00,0.16,0.04,,326.86,9.03,30.00,6.76,0.55,
"2019-09-01T00:16:00Z","2019-09-01T00:18:00Z",0.43,0.00,1.12,0.12,30.00,0.19,0.06,,4.24,49.06,30.00,7.15,1.28,
"2019-09-01T00:18:00Z","2019-09-01T00:20:00Z",0.55,0.08,1.21,0.06,30.00,0.17,0.05,,342.99,4.65,30.00,6.72,0.39,
"2019-09-01T00:20:00Z","2019-09-01T00:22:00Z",0.07,0.00,0.46,0.01,30.00,0.15,0.02,,79.12,35.89,30.00,7.02,1.09,
"2019-09-01T00:22:00Z","2019-09-01T00:24:00Z",0.25,0.00,0.64,0.07,30.00,0.17,0.05,,76.96,29.36,30.00,6.96,0.99,
"2019-09-01T00:24:00Z","2019-09-01T00:26:00Z",0.17,0.00,0.58,0.06,30.00,0.17,0.04,,96.24,26.95,30.00,6.94,0.95,
"2019-09-01T00:26:00Z","2019-09-01T00:28:00Z",0.08,0.00,0.40,0.02,30.00,0.15,0.03,,106.49,23.30,30.00,6.90,0.88,
"2019-09-01T00:28:00Z","2019-09-01T00:30:00Z",0.11,0.00,0.46,0.03,30.00,0.16,0.03,,108.56,25.90,30.00,6.93,0.93,
"2019-09-01T00:30:00Z","2019-09-01T00:32:00Z",0.34,0.00,0.67,0.08,30.00,0.18,0.05,,8.17,90.65,30.00,7.52,1.74,
"2019-09-01T00:32:00Z","2019-09-01T00:34:00Z",0.84,0.58,1.08,0.02,30.00,0.15,0.02,,310.19,3.14,30.00,6.71,0.32,
"2019-09-01T00:34:00Z","2019-09-01T00:36:00Z",0.83,0.51,1.08,0.02,30.00,0.15,0.03,,310.08,3.03,30.00,6.70,0.32,
"2019-09-01T00:36:00Z","2019-09-01T00:38:00Z",0.82,0.62,1.00,0.01,30.00,0.15,0.02,,309.36,3.44,30.00,6.71,0.34,
"2019-09-01T00:38:00Z","2019-09-01T00:40:00Z",0.96,0.79,1.08,0.00,30.00,0.14,0.01,,310.84,3.14,30.00,6.71,0.32,
"2019-09-01T00:40:00Z","2019-09-01T00:42:00Z",0.72,0.50,1.00,0.02,30.00,0.15,0.03,,310.21,3.34,30.00,6.71,0.33,
"2019-09-01T00:42:00Z","2019-09-01T00:44:00Z",0.63,0.46,0.87,0.01,30.00,0.15,0.02,,315.29,2.63,30.00,6.70,0.30,
"2019-09-01T00:44:00Z","2019-09-01T00:46:00Z",0.66,0.46,0.87,0.01,30.00,0.14,0.02,,313.53,3.00,30.00,6.70,0.32,
"2019-09-01T00:46:00Z","2019-09-01T00:48:00Z",0.70,0.50,0.87,0.01,30.00,0.14,0.02,,310.39,3.91,30.00,6.71,0.36,
"2019-09-01T00:48:00Z","2019-09-01T00:50:00Z",0.78,0.58,0.96,0.01,30.00,0.14,0.02,,313.86,2.91,30.00,6.70,0.31,
"2019-09-01T00:50:00Z","2019-09-01T00:52:00Z",0.85,0.62,1.04,0.01,30.00,0.15,0.02,,314.18,2.80,30.00,6.70,0.31,
