startDateTime,endDateTime,RHMean,RHMinimum,RHMaximum,RHVariance,RHNumPts,RHExpUncert,RHStdErMean,RHFinalQF,tempRHMean,tempRHMinimum,tempRHMaximum,tempRHVariance,tempRHNumPts,tempRHExpUncert,tempRHStdErMean,tempRHFinalQF,dewTempMean,dewTempMinimum,dewTempMaximum,dewTempVariance,dewTempNumPts,dewTempExpUncert,dewTempStdErMean,dewTempFinalQF
"2018-09-01T00:00:00Z","2018-09-01T00:30:00Z",80.01,78.73,81.94,0.63,30,0.35,0.14,1,22.463,22.257,22.655,0.014,30,2.200,0.022,0,18.794,18.660,19.030,0.009,30,0.850,0.017,0
"2018-09-01T00:30:00Z","2018-09-01T01:00:00Z",80.64,79.13,81.64,0.31,30,0.28,0.10,1,22.217,21.996,22.498,0.020,30,2.201,0.026,0,18.681,18.537,18.867,0.006,30,0.852,0.014,0
"2018-09-01T01:00:00Z","2018-09-01T01:30:00Z",81.61,80.46,82.85,0.42,30,0.30,0.12,1,21.920,21.754,22.101,0.010,30,2.200,0.018,0,18.583,18.478,18.770,0.007,30,0.853,0.015,0
"2018-09-01T01:30:00Z","2018-09-01T02:00:00Z",83.62,81.75,85.13,0.78,30,0.37,0.16,1,21.584,21.399,21.845,0.018,30,2.201,0.025,0,18.643,18.538,18.797,0.006,30,0.856,0.014,0
"2018-09-01T02:00:00Z","2018-09-01T02:30:00Z",84.02,83.40,85.14,0.19,30,0.25,0.08,1,21.556,21.372,21.655,0.005,30,2.200,0.013,0,18.693,18.597,18.834,0.004,30,0.855,0.012,0
"2018-09-01T02:30:00Z","2018-09-01T03:00:00Z",84.18,83.11,85.64,0.49,30,0.32,0.13,1,21.522,21.278,21.686,0.012,30,2.200,0.020,0,18.691,18.628,18.870,0.003,30,0.855,0.010,0
"2018-09-01T03:00:00Z","2018-09-01T03:30:00Z",85.16,83.87,86.21,0.49,30,0.32,0.13,0,21.369,21.255,21.552,0.009,30,2.200,0.017,0,18.725,18.615,18.869,0.004,30,0.857,0.011,0
"2018-09-01T03:30:00Z","2018-09-01T04:00:00Z",86.44,86.06,86.96,0.07,30,0.21,0.05,0,21.233,21.165,21.281,0.001,30,2.200,0.005,0,18.832,18.758,18.926,0.002,30,0.857,0.008,0
"2018-09-01T04:00:00Z","2018-09-01T04:30:00Z",86.95,86.35,87.51,0.09,30,0.22,0.05,0,21.224,21.143,21.274,0.001,30,2.200,0.006,0,18.917,18.841,19.002,0.002,30,0.857,0.007,0
"2018-09-01T04:30:00Z","2018-09-01T05:00:00Z",86.78,86.35,87.38,0.08,30,0.22,0.05,0,21.316,21.226,21.410,0.003,30,2.200,0.010,0,18.976,18.916,19.040,0.001,30,0.856,0.007,0
"2018-09-01T05:00:00Z","2018-09-01T05:30:00Z",86.47,86.08,87.00,0.05,30,0.21,0.04,0,21.425,21.365,21.494,0.001,30,2.200,0.006,0,19.025,18.979,19.108,0.001,30,0.856,0.006,0
"2018-09-01T05:30:00Z","2018-09-01T06:00:00Z",86.60,86.25,87.04,0.03,30,0.20,0.03,0,21.420,21.380,21.462,0.000,30,2.200,0.004,0,19.044,19.018,19.115,0.001,30,0.856,0.005,0
"2018-09-01T06:00:00Z","2018-09-01T06:30:00Z",87.64,86.71,88.77,0.44,30,0.31,0.12,0,21.237,21.028,21.373,0.014,30,2.200,0.022,0,19.055,19.002,19.132,0.001,30,0.859,0.006,0
"2018-09-01T06:30:00Z","2018-09-01T07:00:00Z",90.37,88.37,93.16,2.71,30,0.63,0.30,1,20.780,20.342,21.073,0.063,30,2.202,0.046,0,19.094,19.024,19.220,0.003,30,0.863,0.010,0
"2018-09-01T07:00:00Z","2018-09-01T07:30:00Z",92.85,92.51,93.18,0.04,30,0.20,0.04,0,20.380,20.310,20.433,0.001,30,2.200,0.006,0,19.137,19.057,19.230,0.002,30,0.863,0.007,0
"2018-09-01T07:30:00Z","2018-09-01T08:00:00Z",92.52,92.16,92.82,0.03,30,0.20,0.03,0,20.302,20.150,20.411,0.003,30,2.200,0.011,0,19.002,18.891,19.095,0.003,30,0.864,0.010,0
"2018-09-01T08:00:00Z","2018-09-01T08:30:00Z",93.19,92.74,94.20,0.20,30,0.25,0.08,0,20.035,19.809,20.140,0.006,30,2.200,0.014,0,18.854,18.796,18.915,0.001,30,0.866,0.005,0
"2018-09-01T08:30:00Z","2018-09-01T09:00:00Z",94.91,94.25,95.27,0.06,30,0.21,0.04,0,19.680,19.597,19.782,0.002,30,2.200,0.009,0,18.794,18.728,18.857,0.001,30,0.867,0.006,0
"2018-09-01T09:00:00Z","2018-09-01T09:30:00Z",94.31,93.15,95.23,0.34,30,0.29,0.11,0,19.735,19.583,19.930,0.013,30,2.200,0.021,0,18.746,18.684,18.848,0.002,30,0.866,0.007,0
"2018-09-01T09:30:00Z","2018-09-01T10:00:00Z",92.60,91.86,93.78,0.30,30,0.27,0.10,0,20.023,19.916,20.084,0.003,30,2.200,0.009,0,18.739,18.659,18.862,0.003,30,0.865,0.010,0
"2018-09-01T10:00:00Z","2018-09-01T10:30:00Z",91.67,91.32,92.12,0.03,30,0.20,0.03,0,20.052,20.000,20.134,0.001,30,2.200,0.007,0,18.607,18.511,18.701,0.003,30,0.865,0.009,0
"2018-09-01T10:30:00Z","2018-09-01T11:00:00Z",92.12,91.50,92.88,0.15,30,0.24,0.07,1,19.882,19.672,20.013,0.007,30,2.200,0.015,0,18.517,18.431,18.653,0.003,30,0.867,0.010,0
